gene,kTotal,kWithin,kOut,kDiff,module
ENSG00000166501.12,363.294136973443,363.294136973443,0,363.294136973443,72
ENSG00000118260.14,363.181549244759,363.181549244759,0,363.181549244759,72
ENSG00000102580.14,362.705909875684,362.705909875684,0,362.705909875684,72
ENSG00000149177.12,361.35627256498,361.35627256498,0,361.35627256498,72
ENSG00000100938.17,361.177633100815,361.177633100815,0,361.177633100815,72
ENSG00000105483.17,360.355660472866,360.355660472866,0,360.355660472866,72
ENSG00000171055.14,360.192487552932,360.192487552932,0,360.192487552932,72
ENSG00000135341.17,360.145890343198,360.145890343198,0,360.145890343198,72
ENSG00000175073.7,360.047211941086,360.047211941086,0,360.047211941086,72
ENSG00000065883.14,359.948078469671,359.948078469671,0,359.948078469671,72
ENSG00000000457.13,359.737817190293,359.737817190293,0,359.737817190293,72
ENSG00000184743.12,359.601863915179,359.601863915179,0,359.601863915179,72
ENSG00000141279.15,359.56980999119,359.56980999119,0,359.56980999119,72
ENSG00000144909.7,359.447461848802,359.447461848802,0,359.447461848802,72
ENSG00000011114.14,359.439381400233,359.439381400233,0,359.439381400233,72
ENSG00000129933.20,359.323028941836,359.323028941836,5.6843418860808e-14,359.323028941836,72
ENSG00000189050.15,359.19601113242,359.19601113242,0,359.19601113242,72
ENSG00000136536.14,359.142806314085,359.142806314085,0,359.142806314085,72
ENSG00000107929.14,358.92178765086,358.92178765086,0,358.92178765086,72
ENSG00000118007.12,358.484213442753,358.484213442753,0,358.484213442753,72
ENSG00000139644.12,358.437123607092,358.437123607091,1.13686837721616e-13,358.437123607091,72
ENSG00000054965.10,358.392377827916,358.392377827916,0,358.392377827916,72
ENSG00000163904.12,357.873791782077,357.873791782077,0,357.873791782077,72
ENSG00000100201.20,357.315810833888,357.315810833888,0,357.315810833888,72
ENSG00000120616.15,357.240945899384,357.240945899384,0,357.240945899384,72
ENSG00000135974.9,357.184165583108,357.184165583108,0,357.184165583108,72
ENSG00000140632.16,357.042625879911,357.042625879911,0,357.042625879911,72
ENSG00000021574.11,356.499497158207,356.499497158207,0,356.499497158207,72
ENSG00000150527.16,356.478685239638,356.478685239638,0,356.478685239638,72
ENSG00000108587.15,356.401955323614,356.401955323614,0,356.401955323614,72
ENSG00000113575.9,356.287002259179,356.287002259179,0,356.287002259179,72
ENSG00000136758.18,356.225355108565,356.225355108565,0,356.225355108565,72
ENSG00000116747.12,355.863018812923,355.863018812923,0,355.863018812923,72
ENSG00000114648.11,355.785665618304,355.785665618304,0,355.785665618304,72
ENSG00000255112.2,355.697674313758,355.697674313758,5.6843418860808e-14,355.697674313758,72
ENSG00000118579.12,355.368297965301,355.368297965301,0,355.368297965301,72
ENSG00000151461.19,355.315772614704,355.315772614704,5.6843418860808e-14,355.315772614704,72
ENSG00000164117.13,355.31373783883,355.31373783883,0,355.31373783883,72
ENSG00000117505.12,354.86537149334,354.86537149334,0,354.86537149334,72
ENSG00000072609.17,354.610654014114,354.610654014114,0,354.610654014114,72
ENSG00000120733.13,354.514802573222,354.514802573222,0,354.514802573222,72
ENSG00000173011.11,354.242770971932,354.242770971932,0,354.242770971932,72
ENSG00000198160.14,353.653111364258,353.653111364258,0,353.653111364258,72
ENSG00000088930.7,353.583189585,353.583189585,0,353.583189585,72
ENSG00000139505.11,353.488141356689,353.488141356689,0,353.488141356689,72
ENSG00000112701.17,353.450454003991,353.450454003991,0,353.450454003991,72
ENSG00000050130.17,353.214809188332,353.214809188332,0,353.214809188332,72
ENSG00000121067.17,353.07396841991,353.07396841991,0,353.07396841991,72
ENSG00000164944.11,352.870383264301,352.870383264301,0,352.870383264301,72
ENSG00000112308.12,352.285260244238,352.285260244238,0,352.285260244238,72
ENSG00000175029.16,351.7080724554,351.708072455399,1.13686837721616e-13,351.708072455399,72
ENSG00000164332.7,351.046037978787,351.046037978787,0,351.046037978787,72
ENSG00000188895.11,350.715998234556,350.715998234556,0,350.715998234556,72
ENSG00000119328.11,350.615577101887,350.615577101887,0,350.615577101887,72
ENSG00000136560.13,350.54783254566,350.54783254566,0,350.54783254566,72
ENSG00000143756.11,350.209260113591,350.209260113591,0,350.209260113591,72
ENSG00000187866.8,350.137054289195,350.137054289195,0,350.137054289195,72
ENSG00000132388.12,349.976193608538,349.976193608538,0,349.976193608538,72
ENSG00000066084.12,349.945840167232,349.945840167232,0,349.945840167232,72
ENSG00000144744.16,349.371331983756,349.371331983756,0,349.371331983756,72
ENSG00000185963.13,349.323105877561,349.323105877561,0,349.323105877561,72
ENSG00000155729.12,349.247107439991,349.247107439991,0,349.247107439991,72
ENSG00000167193.7,349.059487096039,349.059487096039,5.6843418860808e-14,349.059487096039,72
ENSG00000163781.12,349.010560093743,349.010560093743,0,349.010560093743,72
ENSG00000163683.11,348.663853265121,348.663853265121,0,348.663853265121,72
ENSG00000145782.12,347.956167408386,347.956167408386,0,347.956167408386,72
ENSG00000119844.15,347.699207611889,347.699207611889,0,347.699207611889,72
ENSG00000244754.8,347.664085397637,347.664085397637,5.6843418860808e-14,347.664085397637,72
ENSG00000076513.16,347.599270830883,347.599270830883,0,347.599270830883,72
ENSG00000087152.15,347.396541434005,347.396541434005,0,347.396541434005,72
ENSG00000179918.18,346.810705147381,346.810705147381,0,346.810705147381,72
ENSG00000183291.15,346.64526570293,346.64526570293,0,346.64526570293,72
ENSG00000153786.12,346.376171815268,346.376171815268,0,346.376171815268,72
ENSG00000138768.14,346.253319463422,346.253319463422,0,346.253319463422,72
ENSG00000090060.17,346.049805582486,346.049805582486,0,346.049805582486,72
ENSG00000163946.13,346.007641416445,346.007641416445,0,346.007641416445,72
ENSG00000164252.12,345.678102508523,345.678102508523,0,345.678102508523,72
ENSG00000109133.12,345.255527323738,345.255527323738,5.6843418860808e-14,345.255527323738,72
ENSG00000111911.6,345.16849683671,345.16849683671,0,345.16849683671,72
ENSG00000198909.7,344.920843725169,344.920843725169,0,344.920843725169,72
ENSG00000119392.14,344.876144792538,344.876144792538,0,344.876144792538,72
ENSG00000128989.10,343.940146061666,343.940146061666,0,343.940146061666,72
ENSG00000113163.15,343.026305563728,343.026305563728,5.6843418860808e-14,343.026305563728,72
ENSG00000130939.18,342.955750460893,342.955750460893,0,342.955750460893,72
ENSG00000088298.12,342.950868025123,342.950868025123,5.6843418860808e-14,342.950868025123,72
ENSG00000170234.12,342.862598899472,342.862598899472,0,342.862598899472,72
ENSG00000110321.16,342.654286954311,342.654286954311,0,342.654286954311,72
ENSG00000126216.13,342.029252181993,342.029252181993,0,342.029252181993,72
ENSG00000076053.10,342.025303795537,342.025303795537,0,342.025303795537,72
ENSG00000115561.15,341.994536260763,341.994536260763,0,341.994536260763,72
ENSG00000186625.13,341.96769068456,341.96769068456,0,341.96769068456,72
ENSG00000115524.15,341.944669306231,341.944669306231,0,341.944669306231,72
ENSG00000181192.11,341.902415758101,341.902415758101,0,341.902415758101,72
ENSG00000091317.7,341.823887535748,341.823887535748,0,341.823887535748,72
ENSG00000108424.9,341.0756180461,341.0756180461,0,341.0756180461,72
ENSG00000138814.16,340.504642045876,340.504642045876,0,340.504642045876,72
ENSG00000113593.11,340.347796779192,340.347796779192,0,340.347796779192,72
ENSG00000101290.13,340.208645307757,340.208645307757,0,340.208645307757,72
ENSG00000257621.7,340.048188979179,340.048188979179,0,340.048188979179,72
ENSG00000155957.17,340.02514522642,340.02514522642,0,340.02514522642,72
ENSG00000081087.14,339.935470156485,339.935470156485,0,339.935470156485,72
ENSG00000249709.7,339.50614086614,339.50614086614,0,339.50614086614,72
ENSG00000136381.12,339.41184093485,339.41184093485,0,339.41184093485,72
ENSG00000170871.11,339.247611335852,339.247611335852,0,339.247611335852,72
ENSG00000151657.11,339.040479595021,339.040479595021,0,339.040479595021,72
ENSG00000023041.11,338.824890022763,338.824890022763,0,338.824890022763,72
ENSG00000144746.6,338.689979074327,338.689979074327,0,338.689979074327,72
ENSG00000103978.15,338.560831782589,338.560831782589,0,338.560831782589,72
ENSG00000052723.11,337.600079291292,337.600079291292,0,337.600079291292,72
ENSG00000151148.13,337.558743473637,337.558743473637,0,337.558743473637,72
ENSG00000103994.16,337.376321453094,337.376321453094,0,337.376321453094,72
ENSG00000148153.13,336.508170277635,336.508170277635,0,336.508170277635,72
ENSG00000047315.15,336.288084439267,336.288084439267,0,336.288084439267,72
ENSG00000163960.11,336.19431037462,336.19431037462,0,336.19431037462,72
ENSG00000107036.11,335.999790194318,335.999790194318,0,335.999790194318,72
ENSG00000151702.16,335.925255625981,335.925255625981,0,335.925255625981,72
ENSG00000166971.16,335.86638512153,335.86638512153,0,335.86638512153,72
ENSG00000119906.11,335.159039558867,335.159039558867,0,335.159039558867,72
ENSG00000104320.13,335.11538057777,335.11538057777,0,335.11538057777,72
ENSG00000185728.16,334.863841290921,334.863841290921,1.13686837721616e-13,334.863841290921,72
ENSG00000036257.12,334.269227813627,334.269227813627,5.6843418860808e-14,334.269227813627,72
ENSG00000145715.14,334.203081715783,334.203081715783,0,334.203081715783,72
ENSG00000119616.11,334.090940062379,334.090940062379,0,334.090940062379,72
ENSG00000140199.11,333.665766955906,333.665766955906,5.6843418860808e-14,333.665766955906,72
ENSG00000184432.9,333.435051284357,333.435051284357,0,333.435051284357,72
ENSG00000105851.10,333.370022415718,333.370022415718,0,333.370022415718,72
ENSG00000187257.15,332.993837214628,332.993837214628,0,332.993837214628,72
ENSG00000178913.7,332.938149643828,332.938149643828,0,332.938149643828,72
ENSG00000110075.14,332.775500753576,332.775500753576,0,332.775500753576,72
ENSG00000119979.16,332.77157083351,332.77157083351,0,332.77157083351,72
ENSG00000260032.1,332.73533589246,332.73533589246,0,332.73533589246,72
ENSG00000179562.2,332.721306003043,332.721306003043,0,332.721306003043,72
ENSG00000057608.16,332.335846230359,332.335846230359,0,332.335846230359,72
ENSG00000100485.11,332.314541842682,332.314541842682,0,332.314541842682,72
ENSG00000138600.9,332.302370380277,332.302370380277,0,332.302370380277,72
ENSG00000125304.8,332.019434151296,332.019434151296,0,332.019434151296,72
ENSG00000135999.11,331.982295252734,331.982295252734,0,331.982295252734,72
ENSG00000188554.13,331.814922992638,331.814922992638,0,331.814922992638,72
ENSG00000083520.14,331.805876179948,331.805876179948,5.6843418860808e-14,331.805876179948,72
ENSG00000108946.14,331.787564186369,331.787564186369,0,331.787564186369,72
ENSG00000143155.12,331.287540986871,331.287540986871,0,331.287540986871,72
ENSG00000108094.14,330.709105071162,330.709105071162,0,330.709105071162,72
ENSG00000107897.18,330.464303150869,330.464303150869,0,330.464303150869,72
ENSG00000009844.15,330.34476917631,330.34476917631,0,330.34476917631,72
ENSG00000148634.15,330.0188165955,330.0188165955,5.6843418860808e-14,330.0188165955,72
ENSG00000073969.18,329.760975898125,329.760975898125,0,329.760975898125,72
ENSG00000125149.11,329.727080958475,329.727080958475,0,329.727080958475,72
ENSG00000069345.11,329.662879397671,329.662879397671,0,329.662879397671,72
ENSG00000171475.13,329.377264930581,329.377264930581,0,329.377264930581,72
ENSG00000186812.12,329.305081125284,329.305081125284,0,329.305081125284,72
ENSG00000014919.12,328.751147877227,328.751147877227,0,328.751147877227,72
ENSG00000101413.11,328.708299922314,328.708299922314,0,328.708299922314,72
ENSG00000168036.16,328.582339393332,328.582339393332,0,328.582339393332,72
ENSG00000166734.18,327.952671294115,327.952671294115,0,327.952671294115,72
ENSG00000065613.13,327.863069091932,327.863069091932,0,327.863069091932,72
ENSG00000198818.9,327.588248625941,327.588248625941,0,327.588248625941,72
ENSG00000162604.12,327.483849464132,327.483849464132,0,327.483849464132,72
ENSG00000272886.5,327.136210199508,327.136210199508,0,327.136210199508,72
ENSG00000266820.1,327.016864058374,327.016864058374,0,327.016864058374,72
ENSG00000134255.13,326.918135524683,326.918135524683,0,326.918135524683,72
ENSG00000107854.5,326.702636649072,326.702636649072,0,326.702636649072,72
ENSG00000122042.9,326.241442451173,326.241442451173,0,326.241442451173,72
ENSG00000156875.13,326.206055781837,326.206055781836,5.6843418860808e-14,326.206055781836,72
ENSG00000115808.11,325.848365279431,325.848365279431,0,325.848365279431,72
ENSG00000160679.12,325.429447387467,325.429447387467,0,325.429447387467,72
ENSG00000117862.11,325.385179594554,325.385179594554,0,325.385179594554,72
ENSG00000103111.14,325.088642290488,325.088642290488,0,325.088642290488,72
ENSG00000061987.14,325.06695055753,325.06695055753,0,325.06695055753,72
ENSG00000127125.8,324.964414304193,324.964414304193,0,324.964414304193,72
ENSG00000151116.16,324.841410653989,324.841410653989,0,324.841410653989,72
ENSG00000185127.6,324.641020570414,324.641020570414,0,324.641020570414,72
ENSG00000135392.15,324.388173043733,324.388173043733,0,324.388173043733,72
ENSG00000134698.10,324.151526844169,324.151526844169,5.6843418860808e-14,324.151526844168,72
ENSG00000154727.10,323.526776657432,323.526776657432,0,323.526776657432,72
ENSG00000155111.14,323.328887164524,323.328887164524,0,323.328887164524,72
ENSG00000112983.17,323.022293752859,323.022293752859,0,323.022293752859,72
ENSG00000116489.12,323.011508983926,323.011508983926,0,323.011508983926,72
ENSG00000127314.17,323.011087281327,323.011087281327,0,323.011087281327,72
ENSG00000205423.11,322.990081891878,322.990081891878,0,322.990081891878,72
ENSG00000144815.15,322.951338728429,322.951338728429,0,322.951338728429,72
ENSG00000175387.15,322.816565038932,322.816565038932,0,322.816565038932,72
ENSG00000155827.11,322.550123320259,322.550123320259,0,322.550123320259,72
ENSG00000134086.7,322.410745074882,322.410745074882,0,322.410745074882,72
ENSG00000136450.12,322.055936955953,322.055936955953,0,322.055936955953,72
ENSG00000164808.16,321.944604870954,321.944604870954,5.6843418860808e-14,321.944604870954,72
ENSG00000162695.11,321.665703343769,321.665703343769,0,321.665703343769,72
ENSG00000124356.15,321.468223347816,321.468223347816,0,321.468223347816,72
ENSG00000048828.16,321.364057756633,321.364057756633,0,321.364057756633,72
ENSG00000182831.11,321.316299964511,321.316299964511,5.6843418860808e-14,321.316299964511,72
ENSG00000213341.10,321.17426012895,321.17426012895,5.6843418860808e-14,321.17426012895,72
ENSG00000211456.10,320.701264411996,320.701264411996,0,320.701264411996,72
ENSG00000145740.18,320.680193877038,320.680193877038,0,320.680193877038,72
ENSG00000243646.9,320.518744971679,320.518744971679,0,320.518744971679,72
ENSG00000236287.7,320.300069209814,320.300069209814,0,320.300069209814,72
ENSG00000084733.10,319.660885302671,319.660885302671,0,319.660885302671,72
ENSG00000078747.14,319.565817149764,319.565817149764,0,319.565817149764,72
ENSG00000165025.14,319.415653483928,319.415653483928,0,319.415653483928,72
ENSG00000205765.8,319.370890779432,319.370890779432,0,319.370890779432,72
ENSG00000127870.16,319.314848236762,319.314848236762,0,319.314848236762,72
ENSG00000120656.11,319.170030390524,319.170030390524,0,319.170030390524,72
ENSG00000134318.13,318.899004062479,318.899004062479,0,318.899004062479,72
ENSG00000117697.14,318.808914294186,318.808914294186,5.6843418860808e-14,318.808914294186,72
ENSG00000172936.12,318.655709531328,318.655709531328,0,318.655709531328,72
ENSG00000147533.16,318.499635037522,318.499635037522,0,318.499635037522,72
ENSG00000117475.13,318.397894174273,318.397894174273,0,318.397894174273,72
ENSG00000119682.16,318.275028924599,318.275028924598,1.13686837721616e-13,318.275028924598,72
ENSG00000102893.15,318.066190677957,318.066190677957,0,318.066190677957,72
ENSG00000135900.3,317.980445349368,317.980445349368,0,317.980445349368,72
ENSG00000137947.11,317.824828867678,317.824828867678,0,317.824828867678,72
ENSG00000135317.12,317.610077624194,317.610077624194,5.6843418860808e-14,317.610077624194,72
ENSG00000148110.15,317.597208157911,317.597208157911,0,317.597208157911,72
ENSG00000093000.18,317.579708415284,317.579708415284,0,317.579708415284,72
ENSG00000066455.12,317.570137732505,317.570137732505,0,317.570137732505,72
ENSG00000165934.12,317.569839745735,317.569839745735,0,317.569839745735,72
ENSG00000167977.8,317.48277270167,317.48277270167,0,317.48277270167,72
ENSG00000198730.7,317.165859241687,317.165859241687,0,317.165859241687,72
ENSG00000136932.13,316.489777293224,316.489777293224,0,316.489777293224,72
ENSG00000103769.9,316.439405548052,316.439405548052,0,316.439405548052,72
ENSG00000084073.8,316.376636415927,316.376636415927,0,316.376636415927,72
ENSG00000053770.11,316.291267605715,316.291267605715,0,316.291267605715,72
ENSG00000105058.11,316.226840383552,316.226840383552,0,316.226840383552,72
ENSG00000133794.17,316.112872836188,316.112872836188,0,316.112872836188,72
ENSG00000087338.4,315.822002317594,315.822002317594,0,315.822002317594,72
ENSG00000134058.11,315.706646054419,315.706646054419,0,315.706646054419,72
ENSG00000137275.13,315.686079389943,315.686079389943,0,315.686079389943,72
ENSG00000129625.12,315.410486745108,315.410486745108,0,315.410486745108,72
ENSG00000002919.14,315.355464002609,315.355464002609,0,315.355464002609,72
ENSG00000106144.19,315.264883675608,315.264883675608,0,315.264883675608,72
ENSG00000265298.1,315.039208054528,315.039208054528,0,315.039208054528,72
ENSG00000068697.6,314.838807057582,314.838807057582,0,314.838807057582,72
ENSG00000213625.8,314.666009274533,314.666009274533,0,314.666009274533,72
ENSG00000042429.11,314.397534516335,314.397534516335,0,314.397534516335,72
ENSG00000170471.14,314.195237887131,314.195237887131,0,314.195237887131,72
ENSG00000164219.9,314.156808101904,314.156808101904,0,314.156808101904,72
ENSG00000070413.19,314.078157007964,314.078157007964,0,314.078157007964,72
ENSG00000113161.15,314.027311416284,314.027311416284,0,314.027311416284,72
