gene_id,module,kTotal_input,kWithin_input,kOut_input,kDiff_input,kTotal_output,kWithin_output,kOut_output,kDiff_output,gene
ENSG00000108306.11,72,162.2512904,145.9521794,16.29911098,129.6530684,246.9621937,246.9621937,5.68E-14,246.9621937,FBXL20
ENSG00000108312.14,34,197.3849489,157.5050886,39.87986031,117.6252283,157.5050886,157.5050886,0,157.5050886,UBTF
ENSG00000108344.14,34,143.0561529,131.798899,11.25725382,120.5416452,131.798899,131.798899,0,131.798899,PSMD3
ENSG00000108349.16,72,48.09965652,40.46457719,7.635079331,32.82949786,77.10410798,77.10410798,1.42E-14,77.10410798,CASC3
ENSG00000108370.16,34,18.2068905,18.1954846,0.011405899,18.18407871,18.1954846,18.1954846,2.13E-14,18.1954846,RGS9
ENSG00000108389.9,34,15.91036235,8.26545549,7.644906864,0.620548625,8.26545549,8.26545549,5.68E-14,8.26545549,MTMR4
ENSG00000108395.13,34,171.5237149,106.805382,64.71833285,42.08704916,106.805382,106.805382,0,106.805382,TRIM37
ENSG00000108406.9,72,115.2941418,70.92223517,44.37190663,26.55032854,132.3739963,132.3739963,0,132.3739963,DHX40
ENSG00000108423.14,72,146.5925445,112.6906336,33.90191091,78.78872264,230.8077431,230.8077431,0,230.8077431,TUBD1
ENSG00000108424.9,72,252.7709575,225.2446348,27.52632264,197.7183122,341.075618,341.075618,0,341.075618,KPNB1
ENSG00000108433.16,34,191.9633485,159.4073297,32.55601877,126.851311,159.4073297,159.4073297,0,159.4073297,GOSR2
ENSG00000108439.9,34,61.82454844,54.41699843,7.407550002,47.00944843,54.41699843,54.41699843,0,54.41699843,PNPO
ENSG00000108443.13,34,300.2435749,190.8449322,109.3986427,81.44628955,190.8449322,190.8449322,0,190.8449322,RPS6KB1
ENSG00000108465.14,34,61.76866292,59.93119215,1.83747077,58.09372138,59.93119215,59.93119215,0,59.93119215,CDK5RAP3
ENSG00000108468.14,72,193.1500125,134.2543361,58.89567636,75.35865979,247.1934066,247.1934066,0,247.1934066,CBX1
ENSG00000108469.14,34,102.5176472,87.04944541,15.46820182,71.58124359,87.04944541,87.04944541,0,87.04944541,RECQL5
ENSG00000108474.16,34,67.78053766,67.2821921,0.498345556,66.78384654,67.2821921,67.2821921,0,67.2821921,PIGL
ENSG00000108479.11,72,80.57095606,72.58016592,7.990790142,64.58937577,129.4709302,129.4709302,0,129.4709302,GALK1
ENSG00000108509.20,34,103.6550269,46.95146571,56.7035612,-9.752095488,46.95146571,46.95146571,0,46.95146571,CAMTA2
ENSG00000108510.9,72,204.0851862,129.5883182,74.49686798,55.0914502,180.4301884,180.4301884,0,180.4301884,MED13
ENSG00000108518.7,34,44.85787225,31.93288614,12.92498611,19.00790003,31.93288614,31.93288614,0,31.93288614,PFN1
ENSG00000108523.15,72,114.4311986,74.90625973,39.52493882,35.38132091,132.0332823,132.0332823,0,132.0332823,RNF167
ENSG00000108528.13,72,155.5160206,102.800129,52.71589157,50.08423741,163.8969392,163.8969392,0,163.8969392,SLC25A11
ENSG00000108557.18,34,118.7601116,117.0205196,1.739591987,115.2809277,117.0205196,117.0205196,0,117.0205196,RAI1
ENSG00000108559.11,34,172.4824233,169.7002672,2.782156067,166.9181112,169.7002672,169.7002672,0,169.7002672,NUP88
ENSG00000108561.8,34,98.14168743,94.3037841,3.837903323,90.46588078,94.3037841,94.3037841,0,94.3037841,C1QBP
ENSG00000108578.14,34,187.9976356,186.2079742,1.78966131,184.4183129,186.2079742,186.2079742,0,186.2079742,BLMH
ENSG00000108582.11,72,40.23381249,37.92094441,2.312868077,35.60807633,67.3948776,67.3948776,1.42E-14,67.3948776,CPD
ENSG00000108587.15,72,308.6400623,231.1020212,77.53804108,153.5639801,356.4019553,356.4019553,0,356.4019553,GOSR1
ENSG00000108588.13,72,85.82796416,59.04050969,26.78745447,32.25305522,103.8300285,103.8300285,1.42E-14,103.8300285,CCDC47
ENSG00000108590.10,72,80.54402826,77.37666713,3.167361134,74.20930599,157.9952598,157.9952598,0,157.9952598,MED31
ENSG00000108591.9,34,234.7891928,233.8912361,0.8979567,232.9932794,233.8912361,233.8912361,0,233.8912361,DRG2
ENSG00000108592.16,34,135.5554544,131.3607922,4.194662243,127.16613,131.3607922,131.3607922,0,131.3607922,FTSJ3
ENSG00000108599.14,72,166.7686412,151.4921967,15.27644445,136.2157523,281.8813724,281.8813724,0,281.8813724,AKAP10
ENSG00000108604.15,34,217.2042222,107.6749954,109.5292268,-1.854231422,107.6749954,107.6749954,0,107.6749954,SMARCD2
ENSG00000108622.10,34,62.83190026,62.80106735,0.030832905,62.77023445,62.80106735,62.80106735,0,62.80106735,ICAM2
ENSG00000108639.7,34,62.1710045,48.86310206,13.30790244,35.55519962,48.86310206,48.86310206,0,48.86310206,SYNGR2
ENSG00000108651.9,34,240.7382223,146.0539748,94.68424754,51.36972723,146.0539748,146.0539748,0,146.0539748,UTP6
ENSG00000108654.13,72,238.060932,140.5964856,97.46444644,43.13203912,230.2911842,230.2911842,0,230.2911842,DDX5
ENSG00000108666.9,34,91.5250111,69.93677896,21.58823213,48.34854683,69.93677896,69.93677896,0,69.93677896,C17orf75
ENSG00000108669.16,72,113.6184826,50.36237229,63.25611032,-12.89373803,89.59778517,89.59778517,0,89.59778517,CYTH1
ENSG00000108671.9,34,199.5146795,156.4154974,43.09918208,113.3163153,156.4154974,156.4154974,0,156.4154974,PSMD11
ENSG00000108733.9,72,87.22333198,78.85017788,8.373154099,70.47702378,167.5983638,167.5983638,0,167.5983638,PEX12
ENSG00000108773.10,34,102.2687877,101.8903916,0.378396064,101.5119955,101.8903916,101.8903916,0,101.8903916,KAT2A
ENSG00000108774.14,72,208.4825262,160.3323986,48.15012767,112.1822709,259.6567964,259.6567964,0,259.6567964,RAB5C
ENSG00000108784.9,34,101.3872644,99.02493669,2.36232772,96.66260897,99.02493669,99.02493669,0,99.02493669,NAGLU
ENSG00000108788.11,72,167.4126079,141.4248393,25.98776862,115.4370707,238.3099039,238.3099039,0,238.3099039,MLX
ENSG00000108798.8,34,23.29282824,23.2845256,0.008302635,23.27622297,23.2845256,23.2845256,0,23.2845256,ABI3
ENSG00000108799.12,72,141.179102,98.85767163,42.32143037,56.53624126,168.938582,168.938582,2.84E-14,168.938582,EZH1
ENSG00000108819.10,34,76.3814382,51.54160808,24.83983012,26.70177796,51.54160808,51.54160808,0,51.54160808,PPP1R9B
ENSG00000108826.15,34,31.17053572,24.0514702,7.119065514,16.93240469,24.0514702,24.0514702,0,24.0514702,MRPL27
ENSG00000108829.9,34,85.51273673,63.64328446,21.86945228,41.77383218,63.64328446,63.64328446,0,63.64328446,LRRC59
ENSG00000108848.15,72,194.2099733,88.97164617,105.2383271,-16.26668097,174.518302,174.518302,0,174.518302,LUC7L3
ENSG00000108854.15,72,234.6437934,117.9586084,116.685185,1.273423448,183.6928216,183.6928216,0,183.6928216,SMURF2
ENSG00000108883.12,34,133.8704774,127.4000175,6.470459892,120.9295576,127.4000175,127.4000175,0,127.4000175,EFTUD2
ENSG00000108932.11,72,27.4191062,25.78064266,1.638463544,24.14217911,76.42689416,76.42689416,1.42E-14,76.42689416,SLC16A6
ENSG00000108946.14,72,245.4094152,232.1044176,13.3049976,218.79942,331.7875642,331.7875642,0,331.7875642,PRKAR1A
ENSG00000108953.16,72,90.24602836,51.73593692,38.51009144,13.22584548,86.91189327,86.91189327,0,86.91189327,YWHAE
ENSG00000108961.13,34,87.85875704,87.78673704,0.072020005,87.71471703,87.78673704,87.78673704,0,87.78673704,RANGRF
ENSG00000108963.17,34,121.5751568,121.4076488,0.167508022,121.2401408,121.4076488,121.4076488,0,121.4076488,DPH1
ENSG00000108984.13,72,53.84918171,53.39244737,0.456734341,52.93571303,94.90858567,94.90858567,0,94.90858567,MAP2K6
ENSG00000109016.17,72,128.5696634,123.2957861,5.273877337,118.0219087,210.881656,210.881656,0,210.881656,DHRS7B
ENSG00000109046.14,72,36.75809091,26.76066997,9.997420933,16.76324904,39.89129358,39.89129358,0,39.89129358,WSB1
ENSG00000109061.9,74,4.700189701,4.700188164,1.54E-06,4.700186627,27.30123851,27.30123851,0,27.30123851,MYH1
ENSG00000109062.11,34,37.60187104,33.33515191,4.266719124,29.06843279,33.33515191,33.33515191,0,33.33515191,SLC9A3R1
ENSG00000109063.14,34,44.6426472,43.61951473,1.02313247,42.59638226,43.61951473,43.61951473,0,43.61951473,MYH3
ENSG00000109065.11,34,165.9050185,165.4948426,0.410175933,165.0846666,165.4948426,165.4948426,0,165.4948426,NAT9
ENSG00000109066.13,34,108.3874937,105.4552311,2.932262606,102.5229685,105.4552311,105.4552311,0,105.4552311,TMEM104
ENSG00000109072.13,75,1.232193929,1.232152305,4.16E-05,1.23211068,9.293127926,9.293127926,9.41E-14,9.293127926,VTN
ENSG00000109079.9,72,253.708345,176.7683307,76.94001432,99.82831634,297.9178369,297.9178369,0,297.9178369,TNFAIP1
ENSG00000109103.11,34,46.02458131,23.95202478,22.07255653,1.879468256,23.95202478,23.95202478,0,23.95202478,UNC119
ENSG00000109111.14,34,34.90892362,33.40723168,1.501691941,31.90553974,33.40723168,33.40723168,0,33.40723168,SUPT6H
ENSG00000109118.13,72,84.58970119,50.26140878,34.32829241,15.93311637,78.35618005,78.35618005,0,78.35618005,PHF12
ENSG00000109133.12,72,240.9530928,234.3499034,6.603189445,227.7467139,345.2555273,345.2555273,5.68E-14,345.2555273,TMEM33
ENSG00000109171.14,72,183.7207146,70.42776544,113.2929492,-42.86518373,105.5356971,105.5356971,0,105.5356971,SLAIN2
ENSG00000109180.14,72,344.9348044,244.6522942,100.2825102,144.3697839,363.4559603,363.4559603,0,363.4559603,OCIAD1
ENSG00000109184.14,34,134.3882783,118.3622707,16.0260076,102.3362631,118.3622707,118.3622707,0,118.3622707,DCUN1D4
ENSG00000109220.10,72,122.6884793,119.6907052,2.997774158,116.692931,207.8705746,207.8705746,5.68E-14,207.8705746,CHIC2
ENSG00000109270.12,72,191.5197836,185.5119932,6.007790439,179.5042027,286.2384468,286.2384468,0,286.2384468,LAMTOR3
ENSG00000109320.11,72,178.2989668,133.3346812,44.96428552,88.37039573,234.4667982,234.4667982,0,234.4667982,NFKB1
ENSG00000109323.8,72,133.1893907,113.0221938,20.1671969,92.85499694,222.0109566,222.0109566,0,222.0109566,MANBA
ENSG00000109332.19,72,142.8426326,129.8943846,12.94824798,116.9461366,199.7555015,199.7555015,0,199.7555015,UBE2D3
ENSG00000109381.19,72,167.0318993,158.5913244,8.440574946,150.1507494,243.8376635,243.8376635,5.68E-14,243.8376635,ELF2
ENSG00000109390.11,72,42.98521753,23.98423216,19.00098537,4.983246788,65.5604401,65.5604401,0,65.5604401,NDUFC1
ENSG00000109436.7,34,40.61190908,32.77524091,7.836668169,24.93857275,32.77524091,32.77524091,0,32.77524091,TBC1D9
ENSG00000109445.10,72,182.5946617,124.2393049,58.35535685,65.88394804,280.3401199,280.3401199,0,280.3401199,ZNF330
ENSG00000109452.12,34,48.35826476,48.19726263,0.161002124,48.03626051,48.19726263,48.19726263,0,48.19726263,INPP4B
ENSG00000109458.8,72,73.27113112,71.03402708,2.237104034,68.79692305,152.7274384,152.7274384,2.84E-14,152.7274384,GAB1
ENSG00000109466.13,72,85.88871944,85.56447395,0.324245486,85.24022846,114.6632765,114.6632765,1.42E-13,114.6632765,KLHL2
ENSG00000109475.16,34,8.349238385,8.334759611,0.014478775,8.320280836,8.334759611,8.334759611,0,8.334759611,RPL34
ENSG00000109534.16,34,60.18166637,58.84374242,1.337923951,57.50581847,58.84374242,58.84374242,0,58.84374242,GAR1
ENSG00000109536.11,72,123.1017928,55.62536963,67.47642316,-11.85105353,96.0833465,96.0833465,0,96.0833465,FRG1
ENSG00000109572.13,72,57.50197535,47.23035436,10.271621,36.95873336,113.901981,113.901981,0,113.901981,CLCN3
ENSG00000109586.11,72,211.8634183,203.5004848,8.362933477,195.1375514,313.8609983,313.8609983,5.68E-14,313.8609983,GALNT7
ENSG00000109606.12,34,372.3338677,215.1354236,157.198444,57.93697959,215.1354236,215.1354236,0,215.1354236,DHX15
ENSG00000109618.11,34,164.7096528,115.2856264,49.42402638,65.86160003,115.2856264,115.2856264,0,115.2856264,SEPSECS
ENSG00000109670.13,34,180.0316333,132.5706641,47.46096914,85.10969498,132.5706641,132.5706641,0,132.5706641,FBXW7
ENSG00000109685.17,66,60.69502736,4.008741652,56.68628571,-52.67754406,57.7043331,57.7043331,0,57.7043331,NSD2
ENSG00000109689.15,34,194.9706863,153.5588082,41.41187804,112.1469302,153.5588082,153.5588082,0,153.5588082,STIM2
ENSG00000109736.14,34,50.03187605,49.25536297,0.776513083,48.47884989,49.25536297,49.25536297,0,49.25536297,MFSD10
ENSG00000109743.10,72,63.4777694,60.45651493,3.021254471,57.43526046,109.9192811,109.9192811,2.84E-14,109.9192811,BST1
ENSG00000109756.8,72,59.74303394,41.9833231,17.75971084,24.22361226,72.7701951,72.7701951,0,72.7701951,RAPGEF2
ENSG00000109762.15,34,66.35766448,65.86679453,0.490869953,65.37592457,65.86679453,65.86679453,0,65.86679453,SNX25
ENSG00000109775.10,34,107.4645499,106.3199097,1.144640212,105.1752695,106.3199097,106.3199097,9.95E-14,106.3199097,UFSP2
ENSG00000109787.12,72,54.36237825,23.32654774,31.03583051,-7.70928277,51.15937567,51.15937567,0,51.15937567,KLF3
ENSG00000109790.16,34,78.41867176,41.71457219,36.70409958,5.010472615,41.71457219,41.71457219,0,41.71457219,KLHL5
ENSG00000109805.9,66,7.104212951,7.057103319,0.047109633,7.009993686,52.66371399,52.66371399,0,52.66371399,NCAPG
ENSG00000109814.11,34,44.46713918,28.02631611,16.44082307,11.58549305,28.02631611,28.02631611,0,28.02631611,UGDH
ENSG00000109846.7,74,3.613476105,3.613375471,0.000100634,3.613274837,25.78693103,25.78693103,0,25.78693103,CRYAB
ENSG00000109854.13,72,169.55588,165.0140181,4.541861895,160.4721562,254.0506667,254.0506667,0,254.0506667,HTATIP2
ENSG00000109861.15,72,70.03278761,54.53642124,15.49636637,39.04005487,155.7189207,155.7189207,0,155.7189207,CTSC
ENSG00000109917.10,34,212.8928827,211.9115278,0.981354874,210.930173,211.9115278,211.9115278,0,211.9115278,ZPR1
ENSG00000109919.9,34,101.2546939,77.84438688,23.41030699,54.43407989,77.84438688,77.84438688,0,77.84438688,MTCH2
ENSG00000109920.12,34,195.5426543,191.0049935,4.537660822,186.4673327,191.0049935,191.0049935,0,191.0049935,FNBP4
ENSG00000109929.9,34,28.58697792,27.81339188,0.773586044,27.03980583,27.81339188,27.81339188,0,27.81339188,SC5D
ENSG00000109943.8,34,29.89918334,29.87002313,0.029160212,29.84086292,29.87002313,29.87002313,0,29.87002313,CRTAM
ENSG00000109956.12,34,15.77822831,15.77229783,0.005930486,15.76636734,15.77229783,15.77229783,7.11E-15,15.77229783,B3GAT1
ENSG00000110031.12,34,133.1950148,130.7775319,2.417482861,128.360049,130.7775319,130.7775319,0,130.7775319,LPXN
ENSG00000110047.17,34,85.41644805,29.05816867,56.35827937,-27.3001107,29.05816867,29.05816867,0,29.05816867,EHD1
ENSG00000110048.11,34,332.8355381,211.8894797,120.9460583,90.94342141,211.8894797,211.8894797,0,211.8894797,OSBP
ENSG00000110057.7,72,116.268603,92.5421246,23.72647837,68.81564623,185.5446932,185.5446932,0,185.5446932,UNC93B1
ENSG00000110060.8,72,93.93217607,67.73456958,26.19760649,41.53696308,143.7043345,143.7043345,0,143.7043345,PUS3
ENSG00000110063.8,34,134.4367021,133.0137916,1.422910528,131.5908811,133.0137916,133.0137916,0,133.0137916,DCPS
ENSG00000110066.14,72,306.219318,272.2540455,33.96527253,238.288773,427.7102208,427.7102208,0,427.7102208,KMT5B
ENSG00000110074.10,34,62.07403233,57.58255525,4.491477081,53.09107817,57.58255525,57.58255525,0,57.58255525,FOXRED1
ENSG00000110075.14,72,292.4458561,224.8867985,67.55905759,157.3277409,332.7755008,332.7755008,0,332.7755008,PPP6R3
ENSG00000110077.14,72,57.60607693,56.61745124,0.988625687,55.62882555,109.5516656,109.5516656,0,109.5516656,MS4A6A
ENSG00000110080.18,72,23.82874242,21.9743846,1.854357817,20.12002679,51.4902036,51.4902036,7.11E-15,51.4902036,ST3GAL4
ENSG00000110104.11,34,68.88386644,68.56629416,0.317572274,68.24872189,68.56629416,68.56629416,0,68.56629416,CCDC86
ENSG00000110107.8,34,164.5319868,163.7049251,0.827061654,162.8778634,163.7049251,163.7049251,0,163.7049251,PRPF19
ENSG00000110108.9,34,176.6436662,176.1385765,0.505089714,175.6334868,176.1385765,176.1385765,0,176.1385765,TMEM109
ENSG00000110171.19,34,136.121128,129.7205036,6.400624399,123.3198792,129.7205036,129.7205036,0,129.7205036,TRIM3
ENSG00000110200.8,72,45.91578596,40.13211002,5.783675948,34.34843407,83.917245,83.917245,0,83.917245,ANAPC15
ENSG00000110245.11,75,4.215210202,4.187155578,0.028054624,4.159100954,13.39498817,13.39498817,9.59E-14,13.39498817,APOC3
ENSG00000110274.15,34,164.818869,156.7564878,8.062381187,148.6941067,156.7564878,156.7564878,0,156.7564878,CEP164
ENSG00000110315.6,72,128.959921,126.900607,2.059313976,124.8412931,199.2123489,199.2123489,0,199.2123489,RNF141
ENSG00000110321.16,72,291.9182164,236.7363014,55.18191492,181.5543865,342.654287,342.654287,0,342.654287,EIF4G2
ENSG00000110324.10,34,157.5591756,141.4791855,16.07999013,125.3991954,141.4791855,141.4791855,0,141.4791855,IL10RA
ENSG00000110330.8,72,96.36585773,91.10667924,5.259178489,85.84750075,150.6350786,150.6350786,1.14E-13,150.6350786,BIRC2
ENSG00000110344.9,72,223.1943694,167.4868042,55.70756519,111.7792391,244.1503967,244.1503967,0,244.1503967,UBE4A
ENSG00000110367.11,72,253.3488375,142.9052019,110.4436356,32.46156628,200.9223728,200.9223728,0,200.9223728,DDX6
ENSG00000110395.6,72,173.0240135,165.4814713,7.542542193,157.9389291,249.7187417,249.7187417,0,249.7187417,CBL
ENSG00000110422.11,72,195.9806138,191.8588602,4.121753525,187.7371067,269.7724221,269.7724221,5.68E-14,269.7724221,HIPK3
ENSG00000110429.13,72,304.0926487,199.4127473,104.6799013,94.73284598,305.3073113,305.3073113,0,305.3073113,FBXO3
ENSG00000110435.11,34,177.7881043,137.6872053,40.10089899,97.58630633,137.6872053,137.6872053,0,137.6872053,PDHX
ENSG00000110442.11,34,67.18056164,49.19007366,17.99048798,31.19958568,49.19007366,49.19007366,0,49.19007366,COMMD9
ENSG00000110446.10,34,19.11532202,7.981492227,11.13382979,-3.152337562,7.981492227,7.981492227,0,7.981492227,SLC15A3
ENSG00000110448.10,34,49.56503608,49.53397444,0.031061639,49.5029128,49.53397444,49.53397444,0,49.53397444,CD5
ENSG00000110497.14,34,142.7537932,135.4258562,7.32793693,128.0979193,135.4258562,135.4258562,0,135.4258562,AMBRA1
ENSG00000110514.19,34,120.6868517,120.0969731,0.589878667,119.5070944,120.0969731,120.0969731,0,120.0969731,MADD
ENSG00000110536.13,34,59.23204659,56.42466892,2.807377666,53.61729126,56.42466892,56.42466892,0,56.42466892,PTPMT1
ENSG00000110583.12,34,201.2521114,197.824626,3.427485422,194.3971405,197.824626,197.824626,0,197.824626,NAA40
ENSG00000110619.17,34,111.1189626,51.7265554,59.39240721,-7.665851809,51.7265554,51.7265554,0,51.7265554,CARS
ENSG00000110651.11,34,113.6316625,113.4937214,0.137941146,113.3557803,113.4937214,113.4937214,0,113.4937214,CD81
ENSG00000110660.14,34,50.76045947,50.16864629,0.591813186,49.5768331,50.16864629,50.16864629,0,50.16864629,SLC35F2
ENSG00000110665.11,34,48.48343692,43.00108591,5.482351012,37.5187349,43.00108591,43.00108591,0,43.00108591,C11orf21
ENSG00000110696.9,34,288.1592053,156.8476732,131.3115321,25.53614109,156.8476732,156.8476732,0,156.8476732,C11orf58
ENSG00000110697.12,34,108.2021346,97.48416128,10.71797334,86.76618794,97.48416128,97.48416128,0,97.48416128,PITPNM1
ENSG00000110700.6,34,53.6262965,53.5574559,0.068840605,53.48861529,53.5574559,53.5574559,0,53.5574559,RPS13
ENSG00000110711.9,34,105.1648416,103.6196874,1.545154217,102.0745331,103.6196874,103.6196874,0,103.6196874,AIP
ENSG00000110713.15,34,27.88320071,18.33772546,9.545475245,8.792250218,18.33772546,18.33772546,0,18.33772546,NUP98
ENSG00000110717.12,34,57.05501183,57.03027432,0.024737506,57.00553682,57.03027432,57.03027432,0,57.03027432,NDUFS8
ENSG00000110719.9,34,45.08388237,23.61231357,21.4715688,2.140744766,23.61231357,23.61231357,0,23.61231357,TCIRG1
ENSG00000110756.17,72,110.6553038,26.08117826,84.5741255,-58.49294724,47.17303392,47.17303392,0,47.17303392,HPS5
ENSG00000110768.11,72,264.6390413,142.8687319,121.7703094,21.09842254,231.8124732,231.8124732,0,231.8124732,GTF2H1
ENSG00000110801.13,72,101.9359235,80.58812427,21.34779927,59.240325,155.8878029,155.8878029,0,155.8878029,PSMD9
ENSG00000110848.8,34,19.32667868,19.19597253,0.13070615,19.06526638,19.19597253,19.19597253,2.84E-14,19.19597253,CD69
ENSG00000110851.11,34,166.114162,139.29376,26.82040199,112.4733581,139.29376,139.29376,0,139.29376,PRDM4
ENSG00000110871.14,34,78.38986076,49.3012882,29.08857256,20.21271564,49.3012882,49.3012882,0,49.3012882,COQ5
ENSG00000110876.9,72,109.9615878,98.46681489,11.49477286,86.97204203,172.3036193,172.3036193,5.68E-14,172.3036193,SELPLG
ENSG00000110880.10,72,157.0560362,138.7332624,18.32277379,120.4104886,230.002613,230.002613,0,230.002613,CORO1C
ENSG00000110888.17,34,116.2908102,109.8022229,6.488587277,103.3136357,109.8022229,109.8022229,0,109.8022229,CAPRIN2
ENSG00000110906.12,34,73.96524937,67.7254805,6.23976887,61.48571163,67.7254805,67.7254805,0,67.7254805,KCTD10
ENSG00000110911.14,34,87.71954249,75.02024775,12.69929473,62.32095302,75.02024775,75.02024775,0,75.02024775,SLC11A2
ENSG00000110917.7,34,139.2069746,96.42745173,42.77952291,53.64792882,96.42745173,96.42745173,0,96.42745173,MLEC
ENSG00000110925.6,34,213.0916709,105.9869665,107.1047044,-1.117737857,105.9869665,105.9869665,0,105.9869665,CSRNP2
ENSG00000110931.18,72,142.6187896,137.6937993,4.924990285,132.768809,248.2398653,248.2398653,2.84E-14,248.2398653,CAMKK2
ENSG00000110934.10,72,157.3913802,139.9755088,17.41587139,122.5596374,230.3890431,230.3890431,0,230.3890431,BIN2
ENSG00000110955.8,34,153.609424,128.7320567,24.87736728,103.8546894,128.7320567,128.7320567,0,128.7320567,ATP5B
ENSG00000111011.17,72,150.6589325,69.88217819,80.7767543,-10.8945761,100.4424149,100.4424149,0,100.4424149,RSRC2
ENSG00000111052.7,72,106.9813681,106.4251498,0.556218303,105.8689315,159.0999959,159.0999959,0,159.0999959,LIN7A
ENSG00000111142.13,34,135.0214191,115.7374027,19.28401637,96.45338635,115.7374027,115.7374027,0,115.7374027,METAP2
ENSG00000111145.7,34,190.2797384,104.8707081,85.40903029,19.4616778,104.8707081,104.8707081,0,104.8707081,ELK3
ENSG00000111196.9,34,37.93506421,37.37383466,0.561229545,36.81260512,37.37383466,37.37383466,0,37.37383466,MAGOHB
ENSG00000111203.11,34,226.0502521,224.9342479,1.116004151,223.8182438,224.9342479,224.9342479,0,224.9342479,ITFG2
ENSG00000111206.12,66,14.73179672,13.8765302,0.855266515,13.02126368,62.13779621,62.13779621,0,62.13779621,FOXM1
ENSG00000111224.13,34,157.9391941,147.1439239,10.79527016,136.3486538,147.1439239,147.1439239,0,147.1439239,PARP11
ENSG00000111229.15,72,144.9403411,135.8991931,9.041148033,126.858045,205.1313586,205.1313586,0,205.1313586,ARPC3
ENSG00000111231.8,72,76.21046348,48.94392807,27.26653541,21.67739267,155.068846,155.068846,0,155.068846,GPN3
ENSG00000111237.18,72,141.865751,119.6857468,22.18000417,97.50574266,192.492586,192.492586,0,192.492586,VPS29
ENSG00000111245.14,74,4.629414396,4.629413095,1.30E-06,4.629411793,18.32938046,18.32938046,0,18.32938046,MYL2
ENSG00000111252.10,34,78.29455332,53.13139925,25.16315407,27.96824517,53.13139925,53.13139925,0,53.13139925,SH2B3
ENSG00000111261.13,72,101.5972007,100.8629332,0.734267496,100.1286657,162.4673894,162.4673894,2.84E-14,162.4673894,MANSC1
ENSG00000111269.2,34,126.3683186,119.9511272,6.417191385,113.5339358,119.9511272,119.9511272,0,119.9511272,CREBL2
ENSG00000111271.14,34,148.7540358,110.5301879,38.22384789,72.30634006,110.5301879,110.5301879,0,110.5301879,ACAD10
ENSG00000111276.10,72,124.1213258,66.55731845,57.56400736,8.993311088,108.3358397,108.3358397,0,108.3358397,CDKN1B
ENSG00000111300.9,34,210.3807424,198.487176,11.89356642,186.5936096,198.487176,198.487176,0,198.487176,NAA25
ENSG00000111321.10,72,66.66067566,57.35217078,9.308504881,48.0436659,121.1154414,121.1154414,0,121.1154414,LTBR
ENSG00000111325.16,34,148.6291456,95.84022773,52.7889179,43.05130984,95.84022773,95.84022773,0,95.84022773,OGFOD2
ENSG00000111348.8,72,128.76022,118.4485043,10.31171572,108.1367885,183.6026713,183.6026713,0,183.6026713,ARHGDIB
ENSG00000111358.13,34,193.6161167,168.136356,25.47976064,142.6565954,168.136356,168.136356,0,168.136356,GTF2H3
ENSG00000111361.12,34,270.4031466,213.15665,57.24649654,155.9101535,213.15665,213.15665,0,213.15665,EIF2B1
ENSG00000111364.15,34,250.6960302,228.5771336,22.11889653,206.4582371,228.5771336,228.5771336,0,228.5771336,DDX55
ENSG00000111371.15,34,122.4731899,118.692591,3.780598861,114.9119922,118.692591,118.692591,0,118.692591,SLC38A1
ENSG00000111412.5,34,170.3469476,68.91532853,101.4316191,-32.51629053,68.91532853,68.91532853,0,68.91532853,C12orf49
ENSG00000111445.13,34,89.33396617,85.71459006,3.619376103,82.09521396,85.71459006,85.71459006,0,85.71459006,RFC5
ENSG00000111450.13,34,67.34521011,55.88821804,11.45699207,44.43122596,55.88821804,55.88821804,0,55.88821804,STX2
ENSG00000111481.9,34,162.3705952,155.0453124,7.325282786,147.7200296,155.0453124,155.0453124,0,155.0453124,COPZ1
ENSG00000111530.12,34,308.2188294,252.9546546,55.26417479,197.6904798,252.9546546,252.9546546,0,252.9546546,CAND1
ENSG00000111540.15,72,229.1751452,188.1235179,41.05162728,147.0718906,295.5938834,295.5938834,0,295.5938834,RAB5B
ENSG00000111554.14,72,94.64119288,69.92725196,24.71394092,45.21331104,216.9452772,216.9452772,0,216.9452772,MDM1
ENSG00000111581.9,34,196.6379257,155.7072304,40.93069531,114.7765351,155.7072304,155.7072304,0,155.7072304,NUP107
ENSG00000111596.11,34,316.9015613,250.249914,66.65164729,183.5982667,250.249914,250.249914,0,250.249914,CNOT2
ENSG00000111602.11,34,61.70312206,58.00316571,3.699956352,54.30320936,58.00316571,58.00316571,0,58.00316571,TIMELESS
ENSG00000111605.16,34,293.202954,203.956131,89.24682299,114.709308,203.956131,203.956131,0,203.956131,CPSF6
ENSG00000111615.13,34,183.1898875,116.7679777,66.42190981,50.34606787,116.7679777,116.7679777,0,116.7679777,KRR1
ENSG00000111639.7,72,28.63555068,14.04315627,14.59239441,-0.549238133,26.95447899,26.95447899,3.55E-15,26.95447899,MRPL51
ENSG00000111641.11,34,154.5440776,154.3004047,0.243672842,154.0567319,154.3004047,154.3004047,0,154.3004047,NOP2
ENSG00000111642.14,34,59.22548837,50.22058363,9.004904738,41.21567889,50.22058363,50.22058363,0,50.22058363,CHD4
ENSG00000111647.12,72,149.0387081,136.8312177,12.20749034,124.6237274,208.4183602,208.4183602,0,208.4183602,UHRF1BP1L
