File_name,Source,Variance(value),SE
X.ENSG00000011258.15.hsq,V(G)/Vp,0.049618,0.061753
X.ENSG00000011454.16.hsq,V(G)/Vp,0.011682,0.046267
X.ENSG00000011523.13.hsq,V(G)/Vp,0.002878,0.050140
X.ENSG00000011600.11.hsq,V(G)/Vp,0.000001,0.045939
X.ENSG00000012232.8.hsq,V(G)/Vp,0.029243,0.036392
X.ENSG00000012660.13.hsq,V(G)/Vp,0.000001,0.051503
X.ENSG00000012779.10.hsq,V(G)/Vp,0.000001,0.043356
X.ENSG00000012822.15.hsq,V(G)/Vp,0.021479,0.054104
X.ENSG00000013364.18.hsq,V(G)/Vp,0.073804,0.054956
X.ENSG00000013810.18.hsq,V(G)/Vp,0.031098,0.042248
X.ENSG00000014123.9.hsq,V(G)/Vp,0.070077,0.052808
X.ENSG00000014257.15.hsq,V(G)/Vp,0.004290,0.041523
X.ENSG00000014824.13.hsq,V(G)/Vp,0.000001,0.045562
X.ENSG00000014919.12.hsq,V(G)/Vp,0.045174,0.047032
X.ENSG00000015475.18.hsq,V(G)/Vp,0.062098,0.054372
X.ENSG00000016864.18.hsq,V(G)/Vp,0.074842,0.054552
X.ENSG00000017797.12.hsq,V(G)/Vp,0.084297,0.067516
X.ENSG00000019995.6.hsq,V(G)/Vp,0.000001,0.057293
X.ENSG00000021355.12.hsq,V(G)/Vp,0.000001,0.064482
X.ENSG00000021574.11.hsq,V(G)/Vp,0.004667,0.045238
X.ENSG00000022277.12.hsq,V(G)/Vp,0.000001,0.046128
X.ENSG00000022976.15.hsq,V(G)/Vp,0.025287,0.047752
X.ENSG00000023041.11.hsq,V(G)/Vp,0.064007,0.056090
X.ENSG00000023287.12.hsq,V(G)/Vp,0.000001,0.049717
X.ENSG00000023318.7.hsq,V(G)/Vp,0.063933,0.063575
X.ENSG00000023697.12.hsq,V(G)/Vp,0.047851,0.047339
X.ENSG00000023909.9.hsq,V(G)/Vp,0.027726,0.051219
X.ENSG00000024048.10.hsq,V(G)/Vp,0.037765,0.051628
X.ENSG00000024862.17.hsq,V(G)/Vp,0.000001,0.053284
X.ENSG00000026103.21.hsq,V(G)/Vp,0.000001,0.058629
X.ENSG00000026297.15.hsq,V(G)/Vp,0.113620,0.056262
X.ENSG00000027697.13.hsq,V(G)/Vp,0.000001,0.054542
X.ENSG00000028116.16.hsq,V(G)/Vp,0.013035,0.044573
X.ENSG00000028528.14.hsq,V(G)/Vp,0.045281,0.046312
X.ENSG00000028839.9.hsq,V(G)/Vp,0.014344,0.049079
X.ENSG00000029363.16.hsq,V(G)/Vp,0.009762,0.045907
X.ENSG00000029364.11.hsq,V(G)/Vp,0.025205,0.045419
X.ENSG00000030582.17.hsq,V(G)/Vp,0.000001,0.046958
X.ENSG00000032219.18.hsq,V(G)/Vp,0.000001,0.056343
X.ENSG00000033030.13.hsq,V(G)/Vp,0.000001,0.043944
X.ENSG00000033100.16.hsq,V(G)/Vp,0.045448,0.043461
X.ENSG00000033178.12.hsq,V(G)/Vp,0.077869,0.058094
X.ENSG00000033327.12.hsq,V(G)/Vp,0.007484,0.036633
X.ENSG00000033800.13.hsq,V(G)/Vp,0.000001,0.042631
X.ENSG00000034533.11.hsq,V(G)/Vp,0.120060,0.052308
X.ENSG00000035403.17.hsq,V(G)/Vp,0.012724,0.045438
X.ENSG00000035681.7.hsq,V(G)/Vp,0.030862,0.051192
X.ENSG00000035862.12.hsq,V(G)/Vp,0.000001,0.056748
X.ENSG00000036054.12.hsq,V(G)/Vp,0.000001,0.036397
X.ENSG00000036257.12.hsq,V(G)/Vp,0.042985,0.042472
X.ENSG00000037749.11.hsq,V(G)/Vp,0.000001,0.046314
X.ENSG00000038219.12.hsq,V(G)/Vp,0.000001,0.046545
X.ENSG00000038274.16.hsq,V(G)/Vp,0.073038,0.060366
X.ENSG00000038382.18.hsq,V(G)/Vp,0.052827,0.051344
X.ENSG00000039319.16.hsq,V(G)/Vp,0.000001,0.055410
X.ENSG00000040341.17.hsq,V(G)/Vp,0.000001,0.060419
X.ENSG00000040633.12.hsq,V(G)/Vp,0.053534,0.053199
X.ENSG00000040933.15.hsq,V(G)/Vp,0.141338,0.074650
X.ENSG00000041357.15.hsq,V(G)/Vp,0.084644,0.052511
X.ENSG00000042429.11.hsq,V(G)/Vp,0.042517,0.042072
X.ENSG00000042445.13.hsq,V(G)/Vp,0.043781,0.043710
X.ENSG00000042493.15.hsq,V(G)/Vp,0.000001,0.033247
X.ENSG00000043093.13.hsq,V(G)/Vp,0.000001,0.055044
X.ENSG00000047056.14.hsq,V(G)/Vp,0.000001,0.043286
X.ENSG00000047249.17.hsq,V(G)/Vp,0.000001,0.033227
X.ENSG00000047315.15.hsq,V(G)/Vp,0.034009,0.039161
X.ENSG00000047410.13.hsq,V(G)/Vp,0.008452,0.036782
X.ENSG00000047578.12.hsq,V(G)/Vp,0.055542,0.055924
X.ENSG00000047932.13.hsq,V(G)/Vp,0.048467,0.051512
X.ENSG00000048392.11.hsq,V(G)/Vp,0.018942,0.054145
X.ENSG00000048649.13.hsq,V(G)/Vp,0.131295,0.065950
X.ENSG00000048707.13.hsq,V(G)/Vp,0.003345,0.037430
X.ENSG00000048740.18.hsq,V(G)/Vp,0.000001,0.045349
X.ENSG00000048828.16.hsq,V(G)/Vp,0.026065,0.048660
X.ENSG00000049239.12.hsq,V(G)/Vp,0.034034,0.046486
X.ENSG00000049860.13.hsq,V(G)/Vp,0.000001,0.037844
X.ENSG00000050130.17.hsq,V(G)/Vp,0.000001,0.045260
X.ENSG00000050344.8.hsq,V(G)/Vp,0.028389,0.043011
X.ENSG00000051009.10.hsq,V(G)/Vp,0.114044,0.065767
X.ENSG00000051108.14.hsq,V(G)/Vp,0.058278,0.060154
X.ENSG00000051382.8.hsq,V(G)/Vp,0.000001,0.039920
X.ENSG00000051523.10.hsq,V(G)/Vp,0.036952,0.044712
X.ENSG00000051620.10.hsq,V(G)/Vp,0.016445,0.049173
X.ENSG00000052723.11.hsq,V(G)/Vp,0.124260,0.073550
X.ENSG00000052749.13.hsq,V(G)/Vp,0.159111,0.068024
X.ENSG00000053770.11.hsq,V(G)/Vp,0.027251,0.043278
X.ENSG00000053900.10.hsq,V(G)/Vp,0.132668,0.069837
X.ENSG00000053918.15.hsq,V(G)/Vp,0.016460,0.035527
X.ENSG00000054116.11.hsq,V(G)/Vp,0.032343,0.034738
X.ENSG00000054118.13.hsq,V(G)/Vp,0.000001,0.038178
X.ENSG00000054267.21.hsq,V(G)/Vp,0.047246,0.062085
X.ENSG00000054282.15.hsq,V(G)/Vp,0.160492,0.067585
X.ENSG00000054523.17.hsq,V(G)/Vp,0.051333,0.055879
X.ENSG00000054965.10.hsq,V(G)/Vp,0.023320,0.038723
X.ENSG00000055147.18.hsq,V(G)/Vp,0.056559,0.055598
X.ENSG00000055208.18.hsq,V(G)/Vp,0.051484,0.054489
X.ENSG00000055211.12.hsq,V(G)/Vp,0.000001,0.040195
X.ENSG00000055917.15.hsq,V(G)/Vp,0.017377,0.044878
X.ENSG00000056050.6.hsq,V(G)/Vp,0.059219,0.053307
X.ENSG00000056097.15.hsq,V(G)/Vp,0.005414,0.049268
X.ENSG00000056586.15.hsq,V(G)/Vp,0.018728,0.042621
X.ENSG00000057252.12.hsq,V(G)/Vp,0.049461,0.041832
X.ENSG00000057608.16.hsq,V(G)/Vp,0.027683,0.047493
X.ENSG00000057663.14.hsq,V(G)/Vp,0.022357,0.053212
X.ENSG00000057704.12.hsq,V(G)/Vp,0.000001,0.055660
X.ENSG00000058063.15.hsq,V(G)/Vp,0.009492,0.041035
X.ENSG00000058091.16.hsq,V(G)/Vp,0.000001,0.047904
X.ENSG00000058272.16.hsq,V(G)/Vp,0.000001,0.051424
X.ENSG00000058668.14.hsq,V(G)/Vp,0.000001,0.055580
X.ENSG00000058799.14.hsq,V(G)/Vp,0.012064,0.037065
X.ENSG00000059145.18.hsq,V(G)/Vp,0.024881,0.050067
X.ENSG00000059377.16.hsq,V(G)/Vp,0.024511,0.043736
X.ENSG00000059769.19.hsq,V(G)/Vp,0.025417,0.055455
X.ENSG00000060069.16.hsq,V(G)/Vp,0.046415,0.058838
X.ENSG00000060642.10.hsq,V(G)/Vp,0.046289,0.043910
X.ENSG00000061273.17.hsq,V(G)/Vp,0.000001,0.037634
X.ENSG00000061987.14.hsq,V(G)/Vp,0.000001,0.044816
X.ENSG00000062194.15.hsq,V(G)/Vp,0.058582,0.058888
X.ENSG00000062282.14.hsq,V(G)/Vp,0.000001,0.039750
X.ENSG00000062598.17.hsq,V(G)/Vp,0.075730,0.060328
X.ENSG00000062650.17.hsq,V(G)/Vp,0.090294,0.063409
X.ENSG00000062716.12.hsq,V(G)/Vp,0.029287,0.035429
X.ENSG00000062725.9.hsq,V(G)/Vp,0.051934,0.047085
X.ENSG00000064012.21.hsq,V(G)/Vp,0.067713,0.061629
X.ENSG00000064115.10.hsq,V(G)/Vp,0.013210,0.038271
X.ENSG00000064225.12.hsq,V(G)/Vp,0.022563,0.031079
X.ENSG00000064419.13.hsq,V(G)/Vp,0.001968,0.054517
X.ENSG00000064547.13.hsq,V(G)/Vp,0.001418,0.043392
X.ENSG00000064666.14.hsq,V(G)/Vp,0.000001,0.052495
X.ENSG00000064763.10.hsq,V(G)/Vp,0.010274,0.046211
X.ENSG00000064932.15.hsq,V(G)/Vp,0.000001,0.057490
X.ENSG00000064995.16.hsq,V(G)/Vp,0.027155,0.037521
X.ENSG00000064999.13.hsq,V(G)/Vp,0.000001,0.052045
X.ENSG00000065135.10.hsq,V(G)/Vp,0.005353,0.048314
X.ENSG00000065154.11.hsq,V(G)/Vp,0.000001,0.057728
X.ENSG00000065243.19.hsq,V(G)/Vp,0.053571,0.052695
X.ENSG00000065413.18.hsq,V(G)/Vp,0.000001,0.044908
X.ENSG00000065457.10.hsq,V(G)/Vp,0.049687,0.056405
X.ENSG00000065526.10.hsq,V(G)/Vp,0.012499,0.049747
X.ENSG00000065548.17.hsq,V(G)/Vp,0.014074,0.037726
X.ENSG00000065559.14.hsq,V(G)/Vp,0.005162,0.046394
X.ENSG00000065613.13.hsq,V(G)/Vp,0.088673,0.057712
X.ENSG00000065615.13.hsq,V(G)/Vp,0.019642,0.039757
X.ENSG00000065665.20.hsq,V(G)/Vp,0.000001,0.066135
X.ENSG00000065802.11.hsq,V(G)/Vp,0.046334,0.056820
X.ENSG00000065882.15.hsq,V(G)/Vp,0.055791,0.045612
X.ENSG00000065883.14.hsq,V(G)/Vp,0.053976,0.052111
X.ENSG00000066027.11.hsq,V(G)/Vp,0.022229,0.050282
X.ENSG00000066084.12.hsq,V(G)/Vp,0.000001,0.043447
X.ENSG00000066135.12.hsq,V(G)/Vp,0.062024,0.053509
X.ENSG00000066136.20.hsq,V(G)/Vp,0.005865,0.040960
X.ENSG00000066322.14.hsq,V(G)/Vp,0.016003,0.035064
X.ENSG00000066336.11.hsq,V(G)/Vp,0.011970,0.036664
X.ENSG00000066422.4.hsq,V(G)/Vp,0.000742,0.040946
X.ENSG00000066427.21.hsq,V(G)/Vp,0.078764,0.055801
X.ENSG00000066455.12.hsq,V(G)/Vp,0.018880,0.042996
X.ENSG00000066557.5.hsq,V(G)/Vp,0.011233,0.045396
X.ENSG00000066739.11.hsq,V(G)/Vp,0.000001,0.056439
X.ENSG00000066777.8.hsq,V(G)/Vp,0.002539,0.049122
X.ENSG00000067064.10.hsq,V(G)/Vp,0.000001,0.046979
X.ENSG00000067066.16.hsq,V(G)/Vp,0.000001,0.046527
X.ENSG00000067182.7.hsq,V(G)/Vp,0.013406,0.035804
X.ENSG00000067208.14.hsq,V(G)/Vp,0.080691,0.053248
X.ENSG00000067334.13.hsq,V(G)/Vp,0.070362,0.061713
X.ENSG00000067365.14.hsq,V(G)/Vp,0.068708,0.055717
X.ENSG00000067596.10.hsq,V(G)/Vp,0.039997,0.052854
X.ENSG00000067900.7.hsq,V(G)/Vp,0.000001,0.037737
X.ENSG00000068001.13.hsq,V(G)/Vp,0.000001,0.039996
X.ENSG00000068024.16.hsq,V(G)/Vp,0.009282,0.052561
X.ENSG00000068305.17.hsq,V(G)/Vp,0.011409,0.055531
X.ENSG00000068383.18.hsq,V(G)/Vp,0.000001,0.056448
X.ENSG00000068650.18.hsq,V(G)/Vp,0.027655,0.061273
X.ENSG00000068697.6.hsq,V(G)/Vp,0.000001,0.039006
X.ENSG00000068745.14.hsq,V(G)/Vp,0.022136,0.046167
X.ENSG00000068784.12.hsq,V(G)/Vp,0.000001,0.041431
X.ENSG00000069329.16.hsq,V(G)/Vp,0.009579,0.052134
X.ENSG00000069345.11.hsq,V(G)/Vp,0.000001,0.061180
X.ENSG00000069943.9.hsq,V(G)/Vp,0.110302,0.053519
X.ENSG00000069974.15.hsq,V(G)/Vp,0.021671,0.049366
X.ENSG00000070010.18.hsq,V(G)/Vp,0.063195,0.054051
X.ENSG00000070190.12.hsq,V(G)/Vp,0.000001,0.034242
X.ENSG00000070214.15.hsq,V(G)/Vp,0.001880,0.037228
X.ENSG00000070269.13.hsq,V(G)/Vp,0.000001,0.062287
X.ENSG00000070367.15.hsq,V(G)/Vp,0.052322,0.061720
X.ENSG00000070413.19.hsq,V(G)/Vp,0.034171,0.047864
X.ENSG00000070444.14.hsq,V(G)/Vp,0.021778,0.048236
X.ENSG00000070476.14.hsq,V(G)/Vp,0.000001,0.046350
X.ENSG00000070614.14.hsq,V(G)/Vp,0.057570,0.054063
X.ENSG00000070731.10.hsq,V(G)/Vp,0.014716,0.046032
X.ENSG00000070759.16.hsq,V(G)/Vp,0.130566,0.066371
X.ENSG00000070831.15.hsq,V(G)/Vp,0.000001,0.058599
X.ENSG00000071051.13.hsq,V(G)/Vp,0.000001,0.052476
X.ENSG00000071054.16.hsq,V(G)/Vp,0.046883,0.053822
X.ENSG00000071189.21.hsq,V(G)/Vp,0.037824,0.059127
X.ENSG00000071243.15.hsq,V(G)/Vp,0.042573,0.050663
X.ENSG00000071537.13.hsq,V(G)/Vp,0.002638,0.033558
X.ENSG00000071794.15.hsq,V(G)/Vp,0.106678,0.065158
X.ENSG00000072110.13.hsq,V(G)/Vp,0.000001,0.051218
X.ENSG00000072401.14.hsq,V(G)/Vp,0.000001,0.045398
X.ENSG00000072518.20.hsq,V(G)/Vp,0.009017,0.031249
X.ENSG00000072609.17.hsq,V(G)/Vp,0.036077,0.051050
X.ENSG00000072756.16.hsq,V(G)/Vp,0.133669,0.066831
X.ENSG00000072803.17.hsq,V(G)/Vp,0.054412,0.058731
X.ENSG00000072849.10.hsq,V(G)/Vp,0.032859,0.042136
X.ENSG00000072864.14.hsq,V(G)/Vp,0.088253,0.063516
X.ENSG00000072952.18.hsq,V(G)/Vp,0.032891,0.047125
X.ENSG00000073150.13.hsq,V(G)/Vp,0.093870,0.057261
X.ENSG00000073331.17.hsq,V(G)/Vp,0.000001,0.044240
X.ENSG00000073614.12.hsq,V(G)/Vp,0.112483,0.072778
X.ENSG00000073737.16.hsq,V(G)/Vp,0.019387,0.040350
X.ENSG00000073921.17.hsq,V(G)/Vp,0.000001,0.044438
X.ENSG00000073969.18.hsq,V(G)/Vp,0.024035,0.050661
X.ENSG00000074054.17.hsq,V(G)/Vp,0.016387,0.048258
X.ENSG00000074319.12.hsq,V(G)/Vp,0.036801,0.040557
X.ENSG00000074356.16.hsq,V(G)/Vp,0.000001,0.046673
X.ENSG00000074603.18.hsq,V(G)/Vp,0.064904,0.058385
X.ENSG00000074706.13.hsq,V(G)/Vp,0.083062,0.062674
X.ENSG00000074755.14.hsq,V(G)/Vp,0.009469,0.041001
X.ENSG00000075089.9.hsq,V(G)/Vp,0.051549,0.053836
X.ENSG00000075142.13.hsq,V(G)/Vp,0.000001,0.036518
X.ENSG00000075292.18.hsq,V(G)/Vp,0.018605,0.047148
X.ENSG00000075303.12.hsq,V(G)/Vp,0.035754,0.051042
X.ENSG00000075399.13.hsq,V(G)/Vp,0.005618,0.035887
X.ENSG00000075420.12.hsq,V(G)/Vp,0.034529,0.047186
X.ENSG00000075539.13.hsq,V(G)/Vp,0.153000,0.098575
X.ENSG00000075568.16.hsq,V(G)/Vp,0.032754,0.056077
X.ENSG00000075624.13.hsq,V(G)/Vp,0.000001,0.052278
X.ENSG00000075785.12.hsq,V(G)/Vp,0.000001,0.041867
X.ENSG00000075884.13.hsq,V(G)/Vp,0.027540,0.052053
X.ENSG00000075975.15.hsq,V(G)/Vp,0.014408,0.045298
X.ENSG00000076053.10.hsq,V(G)/Vp,0.047425,0.055394
X.ENSG00000076513.16.hsq,V(G)/Vp,0.005235,0.038007
X.ENSG00000076641.4.hsq,V(G)/Vp,0.107857,0.062200
X.ENSG00000076662.9.hsq,V(G)/Vp,0.033130,0.043468
X.ENSG00000076685.18.hsq,V(G)/Vp,0.087492,0.067956
X.ENSG00000076944.15.hsq,V(G)/Vp,0.003444,0.052708
X.ENSG00000077044.10.hsq,V(G)/Vp,0.015794,0.061075
X.ENSG00000077238.13.hsq,V(G)/Vp,0.000001,0.071459
X.ENSG00000077254.14.hsq,V(G)/Vp,0.051273,0.055000
X.ENSG00000077420.15.hsq,V(G)/Vp,0.000001,0.038375
X.ENSG00000077454.15.hsq,V(G)/Vp,0.012423,0.039599
X.ENSG00000077458.12.hsq,V(G)/Vp,0.055583,0.057699
X.ENSG00000077514.8.hsq,V(G)/Vp,0.030104,0.045275
X.ENSG00000077684.15.hsq,V(G)/Vp,0.011458,0.044412
X.ENSG00000078124.11.hsq,V(G)/Vp,0.000001,0.051594
X.ENSG00000078140.13.hsq,V(G)/Vp,0.060350,0.056938
X.ENSG00000078142.12.hsq,V(G)/Vp,0.072330,0.050457
X.ENSG00000078237.6.hsq,V(G)/Vp,0.089669,0.060685
X.ENSG00000078304.19.hsq,V(G)/Vp,0.041447,0.061086
X.ENSG00000078618.21.hsq,V(G)/Vp,0.000001,0.043818
X.ENSG00000078668.13.hsq,V(G)/Vp,0.074264,0.057431
X.ENSG00000078674.17.hsq,V(G)/Vp,0.000001,0.050915
X.ENSG00000078747.14.hsq,V(G)/Vp,0.092472,0.063189
X.ENSG00000078902.15.hsq,V(G)/Vp,0.000001,0.042214
X.ENSG00000079246.15.hsq,V(G)/Vp,0.036642,0.040685
X.ENSG00000079277.19.hsq,V(G)/Vp,0.007584,0.041264
X.ENSG00000079950.13.hsq,V(G)/Vp,0.000001,0.035403
X.ENSG00000080298.15.hsq,V(G)/Vp,0.000001,0.044586
X.ENSG00000080345.17.hsq,V(G)/Vp,0.047893,0.051952
X.ENSG00000080371.5.hsq,V(G)/Vp,0.010851,0.044640
X.ENSG00000080503.22.hsq,V(G)/Vp,0.056519,0.060108
X.ENSG00000080546.13.hsq,V(G)/Vp,0.023492,0.049559
X.ENSG00000080802.18.hsq,V(G)/Vp,0.088892,0.062087
X.ENSG00000080815.18.hsq,V(G)/Vp,0.018251,0.038129
X.ENSG00000081019.13.hsq,V(G)/Vp,0.042640,0.060952
X.ENSG00000081087.14.hsq,V(G)/Vp,0.011482,0.043311
X.ENSG00000081237.18.hsq,V(G)/Vp,0.000001,0.048265
X.ENSG00000081320.10.hsq,V(G)/Vp,0.014444,0.045859
X.ENSG00000081913.13.hsq,V(G)/Vp,0.000001,0.050226
X.ENSG00000082074.15.hsq,V(G)/Vp,0.020569,0.052686
X.ENSG00000082212.12.hsq,V(G)/Vp,0.058742,0.053520
X.ENSG00000082258.12.hsq,V(G)/Vp,0.000001,0.037737
X.ENSG00000082701.14.hsq,V(G)/Vp,0.040679,0.043664
X.ENSG00000082996.19.hsq,V(G)/Vp,0.000001,0.061616
X.ENSG00000083223.17.hsq,V(G)/Vp,0.065142,0.058306
X.ENSG00000083312.17.hsq,V(G)/Vp,0.011955,0.037124
X.ENSG00000083520.14.hsq,V(G)/Vp,0.083122,0.057514
X.ENSG00000083642.18.hsq,V(G)/Vp,0.043027,0.053660
X.ENSG00000083799.17.hsq,V(G)/Vp,0.056555,0.057634
X.ENSG00000083814.13.hsq,V(G)/Vp,0.013515,0.036780
X.ENSG00000083828.15.hsq,V(G)/Vp,0.013123,0.050454
X.ENSG00000083844.10.hsq,V(G)/Vp,0.016575,0.044559
X.ENSG00000083937.8.hsq,V(G)/Vp,0.000001,0.043683
X.ENSG00000084070.11.hsq,V(G)/Vp,0.000001,0.051115
X.ENSG00000084073.8.hsq,V(G)/Vp,0.023845,0.046665
X.ENSG00000084093.16.hsq,V(G)/Vp,0.000001,0.038796
X.ENSG00000084110.10.hsq,V(G)/Vp,0.005914,0.046227
X.ENSG00000084112.14.hsq,V(G)/Vp,0.000001,0.047548
X.ENSG00000084676.15.hsq,V(G)/Vp,0.000001,0.055836
X.ENSG00000084731.14.hsq,V(G)/Vp,0.015316,0.043906
X.ENSG00000084733.10.hsq,V(G)/Vp,0.014660,0.039232
X.ENSG00000085063.14.hsq,V(G)/Vp,0.000001,0.039424
X.ENSG00000085117.11.hsq,V(G)/Vp,0.000001,0.048359
X.ENSG00000085274.15.hsq,V(G)/Vp,0.028519,0.054897
X.ENSG00000085365.17.hsq,V(G)/Vp,0.057013,0.054380
X.ENSG00000085433.15.hsq,V(G)/Vp,0.077231,0.066349
X.ENSG00000085491.15.hsq,V(G)/Vp,0.054355,0.055009
X.ENSG00000085644.13.hsq,V(G)/Vp,0.056060,0.043091
X.ENSG00000085832.16.hsq,V(G)/Vp,0.000001,0.053506
X.ENSG00000085871.8.hsq,V(G)/Vp,0.130075,0.063927
X.ENSG00000086062.12.hsq,V(G)/Vp,0.000001,0.048713
X.ENSG00000086065.13.hsq,V(G)/Vp,0.021036,0.062396
X.ENSG00000086200.16.hsq,V(G)/Vp,0.026200,0.042935
X.ENSG00000086288.11.hsq,V(G)/Vp,0.053563,0.054929
X.ENSG00000086300.15.hsq,V(G)/Vp,0.000001,0.053435
X.ENSG00000086544.2.hsq,V(G)/Vp,0.074673,0.069091
X.ENSG00000086589.11.hsq,V(G)/Vp,0.052164,0.053872
X.ENSG00000086598.10.hsq,V(G)/Vp,0.008705,0.049281
X.ENSG00000086666.18.hsq,V(G)/Vp,0.000001,0.043793
X.ENSG00000086730.16.hsq,V(G)/Vp,0.000001,0.060133
X.ENSG00000087095.12.hsq,V(G)/Vp,0.059664,0.067400
X.ENSG00000087152.15.hsq,V(G)/Vp,0.000001,0.040445
X.ENSG00000087157.18.hsq,V(G)/Vp,0.000001,0.069789
X.ENSG00000087206.16.hsq,V(G)/Vp,0.058395,0.058005
X.ENSG00000087253.12.hsq,V(G)/Vp,0.038761,0.055010
X.ENSG00000087266.15.hsq,V(G)/Vp,0.000001,0.052142
X.ENSG00000087274.16.hsq,V(G)/Vp,0.007337,0.041369
X.ENSG00000087338.4.hsq,V(G)/Vp,0.008055,0.041950
X.ENSG00000087502.17.hsq,V(G)/Vp,0.000001,0.046819
X.ENSG00000087903.12.hsq,V(G)/Vp,0.033677,0.048988
X.ENSG00000088035.15.hsq,V(G)/Vp,0.026995,0.047339
X.ENSG00000088298.12.hsq,V(G)/Vp,0.064221,0.054096
X.ENSG00000088448.14.hsq,V(G)/Vp,0.117873,0.070920
X.ENSG00000088451.10.hsq,V(G)/Vp,0.097777,0.068188
X.ENSG00000088766.11.hsq,V(G)/Vp,0.035710,0.056998
X.ENSG00000088832.16.hsq,V(G)/Vp,0.022933,0.050296
X.ENSG00000088833.17.hsq,V(G)/Vp,0.006727,0.043406
X.ENSG00000088888.17.hsq,V(G)/Vp,0.019191,0.050462
X.ENSG00000088930.7.hsq,V(G)/Vp,0.005420,0.035500
X.ENSG00000089159.16.hsq,V(G)/Vp,0.002428,0.041519
X.ENSG00000089234.15.hsq,V(G)/Vp,0.011561,0.037100
X.ENSG00000089335.20.hsq,V(G)/Vp,0.120874,0.076505
X.ENSG00000089351.14.hsq,V(G)/Vp,0.012523,0.060430
X.ENSG00000089505.17.hsq,V(G)/Vp,0.015503,0.038314
X.ENSG00000089639.10.hsq,V(G)/Vp,0.000001,0.038587
X.ENSG00000089902.9.hsq,V(G)/Vp,0.007476,0.047720
X.ENSG00000089916.17.hsq,V(G)/Vp,0.004723,0.056635
X.ENSG00000090020.10.hsq,V(G)/Vp,0.024708,0.041968
X.ENSG00000090054.13.hsq,V(G)/Vp,0.014101,0.041812
X.ENSG00000090060.17.hsq,V(G)/Vp,0.047819,0.059997
X.ENSG00000090316.15.hsq,V(G)/Vp,0.000001,0.054867
X.ENSG00000090372.14.hsq,V(G)/Vp,0.048253,0.061752
X.ENSG00000090376.10.hsq,V(G)/Vp,0.038616,0.051275
X.ENSG00000090432.6.hsq,V(G)/Vp,0.039879,0.044357
X.ENSG00000090487.10.hsq,V(G)/Vp,0.021535,0.044614
X.ENSG00000090686.15.hsq,V(G)/Vp,0.000001,0.066777
X.ENSG00000090989.17.hsq,V(G)/Vp,0.005346,0.035858
X.ENSG00000091009.7.hsq,V(G)/Vp,0.024491,0.046731
X.ENSG00000091039.16.hsq,V(G)/Vp,0.000001,0.056951
X.ENSG00000091106.18.hsq,V(G)/Vp,0.000001,0.052135
X.ENSG00000091140.13.hsq,V(G)/Vp,0.000001,0.045454
X.ENSG00000091164.12.hsq,V(G)/Vp,0.085417,0.060037
