X,X_apo
1e-06,0.071334
1e-06,0.06146
0.028727,0.044495
0.117835,0.030549
0.03078,0.097305
0.055352,0.10532
0.004119,0.019206
0.026375,0.060826
0.152734,0.09011
0.016597,0.087558
0.113075,0.033728
0.023926,0.070907
0.059508,0.02191
0.068784,0.103096
0.152242,0.083792
0.094193,0.086597
0.077952,1e-06
0.070923,1e-06
0.053073,0.029288
0.03006,0.110888
0.093829,0.037211
0.105409,0.057725
0.084666,0.000361
0.179461,0.015335
0.097958,0.143501
0.04893,0.024562
0.00294,0.113825
0.067589,0.047739
0.095348,0.040469
0.089788,0.039192
0.136303,0.136217
0.090869,0.09858
0.114475,0.091776
1e-06,0.058291
0.025508,0.038724
0.056511,0.045241
0.143223,0.093423
0.16858,0.102716
0.204117,0.09053
0.089639,0.139526
0.14586,0.070475
1e-06,0.052371
1e-06,0.021798
0.048441,0.069255
0.050692,0.136957
0.016568,0.080135
0.123831,0.074694
0.147588,0.099119
0.12169,0.113897
0.22165,1e-06
0.12706,0.005528
0.115014,0.082385
0.137498,0.175139
0.057562,0.162017
0.114866,0.207129
0.05304,0.082987
0.075365,0.153745
0.183314,1e-06
0.054783,1e-06
0.072572,0.022499
0.034032,0.045763
0.245247,0.04394
0.064845,0.13925
0.090858,0.135245
0.06935,0.090985
0.041775,0.1885
0.09004,0.128333
0.306256,0.090236
0.075999,0.14482
0.031278,0.047788
0.167179,0.088472
0.033385,0.056678
0.025835,0.082508
0.303842,0.11573
0.132418,0.045498
0.13205,0.061587
0.209029,0.016752
1e-06,0.15529
0.051948,0.088113
0.090082,0.098672
0.054659,0.08901
0.052741,0.049131
0.080939,0.07419
0.127373,0.190355
0.138096,0.050012
0.153512,0.026212
0.022328,0.131974
1e-06,0.009363
0.080687,0.026109
1e-06,0.311122
0.119629,0.134172
0.120301,0.102576
0.147256,0.170614
0.068767,0.002503
0.08698,0.048641
0.097257,0.109772
0.106054,0.072821
0.063763,0.031183
0.061394,0.07689
0.058426,0.165306
0.08206,0.178587
1e-06,0.116393
0.042607,0.01511
1e-06,1e-06
0.298183,0.066219
0.109178,1e-06
0.224664,0.142994
0.040337,0.102625
0.012844,0.097206
0.038578,0.055792
0.029998,0.092316
0.127989,0.083482
0.013693,0.049308
0.096462,0.076149
0.073192,0.067206
0.035954,0.022811
0.041412,0.064982
0.04443,1e-06
0.064711,0.045414
0.044829,1e-06
0.015426,0.071441
0.076347,0.086507
0.047207,0.195163
1e-06,0.035254
0.050394,0.014244
0.080639,0.063804
0.063292,0.039686
0.17557,0.085245
0.155508,0.029389
0.094764,0.083248
0.022133,0.070392
0.07826,0.049539
0.040007,0.045756
0.212005,0.047737
1e-06,0.063124
0.074023,0.051893
0.155772,0.016473
0.067752,0.08608
0.132438,0.039072
1e-06,0.022874
0.038881,0.007508
0.026742,0.087851
0.090512,0.058418
0.113891,0.112773
0.104528,0.142854
0.033634,0.074194
0.072647,0.032234
0.1761,0.085984
0.041965,0.045757
0.031501,0.179985
1e-06,0.079088
0.021949,0.14887
1e-06,0.054049
1e-06,0.103444
1e-06,1e-06
0.049877,0.029897
0.108795,0.034773
0.03223,0.083048
1e-06,0.135871
0.026324,0.099027
0.045111,0.03382
0.194326,0.062103
0.06707,0.171976
0.158526,0.06652
0.168078,0.040149
0.034953,1e-06
0.011047,0.00025
0.114282,1e-06
0.094376,1e-06
0.103606,0.044704
0.296247,0.09016
0.033262,1e-06
0.066887,0.004723
0.169327,0.01324
0.103751,0.055728
0.09653,0.18643
0.020546,0.054851
0.068382,0.129921
0.058845,0.143082
0.116714,0.05203
0.033589,0.004901
0.040141,0.098725
0.076926,0.121403
0.070227,0.050297
1e-06,0.28902
0.088541,0.036531
0.129284,0.084232
0.165978,0.141493
0.078383,0.071996
0.12327,0.11343
0.118059,0.023717
0.101081,0.045078
0.191912,0.033258
0.096787,0.145002
0.077134,0.067303
0.146841,0.029624
0.114536,0.068864
0.123147,0.052455
0.072634,1e-06
0.096848,0.081895
0.065617,0.129214
0.049101,0.156934
0.106099,0.047385
0.046313,0.141509
0.089844,0.116396
0.136767,0.097396
0.062668,0.184603
0.075353,0.086995
1e-06,0.089093
0.120625,0.142659
0.048472,0.094581
0.011296,0.118873
0.066461,0.068337
0.007612,0.095378
1e-06,0.078038
0.048765,0.052919
0.034846,0.13777
0.209989,0.045135
0.069372,0.092464
0.053167,0.122143
0.159818,0.058517
0.129199,0.086851
0.022227,1e-06
0.01478,0.111719
0.154215,0.054778
0.111097,0.007611
0.107489,0.057063
0.157912,0.010696
0.132438,1e-06
0.116478,0.040502
0.081619,0.015608
1e-06,0.196341
0.176371,0.053569
0.021005,0.056632
0.048521,0.131313
0.020092,0.134494
0.109345,0.029822
0.033148,0.024828
0.04689,0.120844
0.045663,0.126182
0.038166,0.126954
0.136106,0.14259
0.074734,0.108687
0.077506,0.102463
0.026088,0.081502
0.038154,0.006928
0.104021,0.154403
0.024254,0.021932
0.103333,0.053294
0.04094,0.035221
0.090637,0.097919
0.059983,0.031926
1e-06,0.048465
0.040751,0.035765
0.067711,0.02811
0.035775,0.10687
0.004859,0.052761
0.131044,0.079924
0.146672,0.024976
0.136496,0.045269
0.050023,0.08145
0.154956,1e-06
0.088721,0.102854
0.124637,0.044806
0.026546,0.095045
0.101056,0.064425
0.095727,1e-06
0.122862,0.050881
0.057138,0.065202
0.108679,0.036297
0.047462,1e-06
0.053154,0.118897
0.218356,0.153133
1e-06,0.087636
0.084431,0.074196
0.226094,0.12417
0.052376,0.075274
0.189392,0.134064
0.057676,0.017322
0.088397,0.110554
0.201143,0.102176
0.118106,0.118926
0.141846,0.056836
0.070398,0.093414
0.006911,0.04356
0.061745,0.015465
0.06581,0.187908
1e-06,0.007399
0.053597,0.08514
0.066567,0.185678
0.007434,0.04159
0.044069,0.076556
0.082555,0.054739
0.106681,0.085067
0.01651,0.153307
0.017031,0.12243
0.1244,0.127023
0.16803,0.058748
0.043969,1e-06
0.156456,0.001012
0.046558,0.047734
1e-06,1e-06
0.031024,0.032404
1e-06,0.035554
0.060804,0.05529
0.049843,0.093748
0.135513,0.127847
0.124755,0.013452
0.161676,1e-06
0.165523,0.111942
0.058016,0.14653
0.131235,0.041313
0.180559,0.137728
0.048632,0.04677
0.227148,0.003604
0.135649,0.042149
0.061186,1e-06
0.12953,0.072188
0.005966,1e-06
0.157346,0.124414
0.078605,0.137636
0.078411,0.137931
0.111823,0.138408
0.070223,0.051665
0.028433,0.136665
0.103484,0.172028
0.038307,0.06567
0.048573,0.227306
0.023896,0.117761
0.021529,0.0491
0.100797,0.157091
0.079728,0.007371
0.130357,0.145086
0.045316,0.078823
1e-06,0.09239
0.04023,0.128924
0.126362,0.064197
0.086584,0.03127
0.160683,0.132584
0.01963,0.103598
0.200083,0.067024
0.145581,0.009534
0.147544,0.006886
0.036261,0.092028
0.070891,0.070683
0.075108,0.096956
1e-06,0.033158
0.098393,0.006739
0.080134,0.039298
0.092309,0.155985
0.03605,0.059157
0.127902,0.142586
0.086464,1e-06
0.094662,0.143951
0.161324,0.133792
0.082997,0.112574
0.055896,0.019386
0.095064,0.075466
0.011995,0.094463
0.107534,1e-06
0.029027,0.065307
0.042194,0.074798
0.13642,0.084907
0.071282,0.035172
0.100863,0.136716
0.133547,0.085176
0.160158,0.091655
0.111636,0.11436
0.137013,0.074602
0.138994,0.056415
0.05814,0.090762
0.085302,0.016841
0.017729,0.133619
0.10405,0.035614
0.266574,0.046706
1e-06,0.133532
0.091268,0.093483
0.031463,0.121099
1e-06,0.125452
0.086787,0.148093
0.099285,0.107451
0.078349,0.149703
1e-06,0.099676
0.063635,0.058175
0.06154,0.097174
0.130085,0.029387
0.08081,0.160944
0.040013,1e-06
0.002236,0.082755
0.012117,0.050313
0.073775,1e-06
0.180869,0.038923
0.058227,0.104027
0.124543,0.078364
0.066884,1e-06
0.037262,0.048981
0.056341,0.074365
0.069399,0.119597
0.19035,0.069575
1e-06,0.028567
1e-06,0.008547
0.013195,1e-06
0.074353,0.062669
0.070062,0.188906
0.048095,0.05888
0.118037,0.10174
0.049437,0.043438
0.067163,0.030835
0.027625,0.050896
0.086484,0.073049
0.058323,0.093688
0.113557,1e-06
0.018703,1e-06
0.067711,0.013146
0.151542,0.087802
0.042882,0.076216
0.020528,0.042022
0.039346,0.108096
0.116381,0.072471
0.12424,0.049808
0.10379,0.022962
0.060193,0.085438
0.141331,0.059487
0.05001,0.09936
0.062558,0.006338
0.127361,0.059715
0.085401,0.147294
0.118503,0.03505
0.167242,0.038015
0.135477,0.040936
0.197752,0.126157
0.033728,0.099543
0.028854,0.096869
1e-06,0.071351
0.003571,0.132779
0.098646,0.057615
0.025443,0.081448
0.020204,0.135399
0.159885,0.086765
0.043894,0.070124
1e-06,0.170059
0.122412,0.065474
0.016708,0.206317
0.039256,0.022754
1e-06,0.029548
1e-06,1e-06
0.197732,1e-06
0.103994,0.081322
0.100308,0.030902
0.039708,0.033564
0.235457,0.129013
0.051156,0.027914
0.03013,1e-06
0.027228,0.100872
0.040314,0.011695
0.011653,0.046915
0.064894,1e-06
0.174671,1e-06
0.0969,0.189436
0.108394,0.081544
0.112633,0.11464
0.136903,0.012183
0.016078,0.108974
0.144919,0.060157
0.041725,0.013936
0.103734,0.026691
0.056958,0.031574
0.052474,0.016178
0.074355,0.155634
0.08414,0.088368
0.039391,0.076184
0.126144,0.119838
0.065836,0.149534
0.059998,0.01931
0.048218,0.011883
0.160658,0.036224
0.072106,0.075365
0.033466,0.035204
0.048632,0.022977
0.061169,0.068181
0.113729,0.081361
0.211549,0.040287
0.048963,0.134714
0.185714,0.064611
0.136805,0.069032
0.052755,0.032026
0.037532,0.185467
0.0622,0.068124
0.075859,0.033432
1e-06,0.053962
0.155407,0.0477
0.061426,0.110965
1e-06,0.210301
0.040534,0.050204
0.068568,0.176885
0.182905,0.12857
0.112117,0.051334
0.093552,0.051704
0.081502,0.072835
0.065677,0.044236
0.142968,1e-06
0.093655,0.114242
0.029895,0.047295
0.032074,1e-06
0.061469,0.038501
0.050247,0.060271
0.048005,0.157476
0.052748,0.098867
0.097952,0.097997
0.123495,0.086731
0.07735,0.065457
0.080398,0.126933
0.051553,0.085237
0.11398,0.032253
0.227921,0.030978
0.160031,0.072146
0.161425,0.048154
0.140361,0.05238
0.085066,0.063302
1e-06,0.118839
0.056307,0.142534
0.071948,0.051392
0.136517,0.065801
0.094465,0.00476
1e-06,0.099348
0.077382,0.218344
0.052744,0.173966
0.084218,0.130445
0.109861,0.115541
0.092623,0.087137
0.079839,1e-06
0.036547,0.033359
0.033725,0.060072
0.060664,0.104277
1e-06,0.081843
0.064146,1e-06
0.066777,0.093101
1e-06,0.054334
0.067078,0.07458
0.017341,0.120328
0.034844,0.08494
0.190981,0.080361
0.11297,0.027764
0.075536,0.046716
1e-06,0.056884
0.007402,0.000691
0.041352,0.068052
0.026859,0.063229
1e-06,1e-06
0.026977,0.083629
0.029219,0.038416
0.102735,0.03256
0.144892,0.193207
0.079876,0.069914
0.133282,0.098166
0.063314,1e-06
0.072734,0.010586
0.065363,0.042477
0.068333,0.030272
1e-06,1e-06
0.049726,0.027869
0.088544,0.037654
0.134583,0.07988
0.151042,0.198509
0.056315,0.074676
0.201482,0.10582
0.183298,0.088048
0.058915,0.086836
0.089515,0.07515
0.142614,0.060004
0.143539,1e-06
0.126692,0.066979
0.12265,0.045759
0.002467,0.120802
0.080391,0.139201
0.072792,0.04269
0.195201,0.168639
0.003496,0.175002
0.110901,0.05003
0.108642,0.063869
0.015611,0.133315
0.086979,0.09745
0.005749,0.092728
0.120207,0.11047
0.093628,1e-06
0.02245,0.07016
0.108323,0.064621
0.045581,0.198846
0.083961,9.9e-05
0.064787,0.117433
0.16226,0.119165
0.099831,0.009413
0.09277,0.087117
0.105197,0.015042
0.092546,0.123559
0.088414,0.07899
0.047728,0.038759
0.03904,0.09246
1e-06,0.077145
0.092771,0.054165
0.115942,0.046402
0.019231,0.16051
0.147898,0.107644
0.056524,0.042477
0.042926,0.098049
0.044591,0.107051
1e-06,0.094912
0.002821,0.039582
0.1178,0.048936
0.073078,1e-06
0.050338,0.097073
0.100027,0.093562
0.069275,0.004927
0.082157,0.133198
0.081151,0.062126
0.101807,0.018417
0.090618,0.076826
0.19303,0.000846
0.010172,0.013233
0.14857,0.111958
0.056661,0.080632
0.110405,0.050662
0.074779,0.057235
0.172293,0.075978
0.045929,0.072722
0.123758,0.10059
0.04882,0.111898
0.126127,0.09224
0.160819,0.132034
0.044695,1e-06
0.146911,0.141911
0.134249,0.084594
0.198335,0.096684
0.080457,0.065016
0.206683,0.185142
0.123467,0.043756
1e-06,0.06435
0.033231,0.059658
0.07772,0.116852
0.022799,0.149736
0.067411,0.044644
0.131695,0.097523
0.172305,0.108418
0.012664,0.129671
0.163533,0.075002
1e-06,0.180611
0.10539,0.115828
0.093323,1e-06
0.135283,0.0369
0.119647,0.052222
0.086048,0.021675
0.096019,0.077733
0.081605,0.124227
0.15483,0.152717
0.123724,0.014873
0.018794,0.168206
0.061264,1e-06
0.057398,0.100836
1e-06,0.090969
0.099994,0.141276
0.062471,0.104668
0.00746,0.081029
0.038523,0.085881
0.110107,0.078478
0.209009,0.076833
0.055482,0.151505
0.173421,0.024958
1e-06,0.073587
0.097047,0.056
0.063351,1e-06
0.060198,0.125967
0.016942,0.082151
0.091075,1e-06
0.09309,0.025812
0.051188,0.101653
0.071101,0.204596
0.074327,0.047229
0.075371,0.175702
0.02048,0.01574
0.049211,0.100947
0.078814,0.062016
0.086065,0.018518
0.084288,0.012996
0.100914,0.054868
1e-06,0.081323
0.124095,0.048064
0.193187,0.092547
0.152487,0.088325
0.102833,0.024033
0.164853,0.049198
0.075392,0.05667
0.133875,0.080089
0.161898,0.060813
0.010341,0.074311
0.006249,0.130425
0.051327,1e-06
0.069236,0.106572
0.159393,0.152833
0.096104,0.096219
0.160153,0.100379
0.110333,0.112503
0.045601,0.065611
0.045868,0.116275
1e-06,0.076967
0.029627,0.010228
0.052811,0.063483
0.009202,0.062432
0.089635,0.097132
0.014557,0.057005
0.115384,0.142613
1e-06,0.09584
0.062861,0.037631
1e-06,0.039517
0.065497,1e-06
1e-06,0.032655
0.133548,0.06804
0.047542,1e-06
0.030644,0.079281
0.242952,1e-06
0.014213,0.111253
0.078458,1e-06
0.098255,0.060774
0.0977,1e-06
0.156764,0.055711
0.009444,0.112546
0.05571,0.062199
0.157438,0.015331
0.197375,0.195435
0.026972,1e-06
0.016326,0.047949
0.124041,0.082838
0.085407,0.109556
0.119862,0.120099
0.123617,0.026419
0.055706,0.065385
0.024959,0.119645
0.051233,0.127082
0.016381,0.037461
0.056817,0.012451
0.04053,0.121225
0.067483,0.096782
0.094412,0.1224
0.076763,0.135196
0.057719,0.044548
0.038064,0.011992
0.160155,0.059055
0.035258,0.005977
0.011557,0.048385
0.129567,0.050499
0.167893,0.035315
0.052048,0.108538
1e-06,0.053023
0.045502,0.091334
0.041887,0.031087
0.125806,0.154474
0.340243,0.044464
0.012269,1e-06
0.048156,0.114485
0.099242,0.148462
0.17044,0.043844
0.088805,1e-06
0.206161,0.060889
0.076976,0.045699
0.087654,0.110012
0.109339,0.147691
0.031967,0.011977
0.071116,0.053358
0.094642,0.036042
0.044056,0.152548
0.038578,0.088149
0.090127,0.155932
0.103791,0.080048
0.075846,0.084758
1e-06,0.087435
0.117773,0.027869
0.024339,0.064682
1e-06,0.098777
0.034493,0.020198
0.093013,0.043173
0.058974,0.095238
0.053777,0.104559
0.126315,0.090177
0.278266,1e-06
0.036081,0.085788
0.075889,0.036727
0.029989,1e-06
0.054414,0.040501
0.202208,0.102534
0.04268,0.044783
0.127875,0.127201
0.199993,0.140666
0.127368,0.061427
0.091146,0.05967
0.09812,0.034686
0.027279,0.05736
0.219308,0.172868
0.09332,0.036065
0.104544,0.130062
0.032099,0.194172
0.035698,0.115745
0.341056,0.096573
0.050802,0.100915
0.132385,0.019857
1e-06,0.20867
0.029096,0.090229
0.05977,0.095821
1e-06,0.043981
1e-06,0.037958
1e-06,0.200023
0.128005,0.120115
0.054131,0.001893
0.103152,0.002893
0.059739,0.055724
0.078731,1e-06
0.077649,1e-06
1e-06,1e-06
0.14044,0.107548
0.053951,0.052206
0.036722,0.075058
0.040375,0.036714
1e-06,0.074195
0.0675,0.08797
0.109302,1e-06
0.037881,0.117247
0.131897,0.031954
1e-06,0.006238
0.073526,0.034979
0.027997,1e-06
0.082491,0.058204
0.161912,0.115087
0.033715,0.009002
0.123378,0.087982
0.007933,1e-06
0.056507,0.052497
0.050947,0.022585
0.03095,0.106981
0.042833,0.152428
0.087347,0.046597
0.041515,0.139156
1e-06,0.013616
0.013168,0.058654
0.154274,0.043608
0.053886,0.033619
0.16959,0.059222
0.019875,0.069206
0.029081,0.032133
0.021153,1e-06
0.019469,0.016447
0.008778,0.181591
0.103656,0.05165
0.104714,0.148036
0.040033,0.018497
0.036937,0.011765
0.021991,0.025028
0.191229,0.029549
0.032676,1e-06
0.095063,0.097043
0.125591,0.085446
0.107372,0.03044
0.080296,0.039573
0.118884,0.019222
0.023841,0.176241
0.076602,0.001624
1e-06,0.071026
0.18095,0.116425
0.11527,0.110486
0.020246,0.069779
0.00771,0.12792
0.147799,0.025926
0.034589,0.076956
0.125661,1e-06
0.077558,0.177107
0.142026,0.055992
0.03233,0.046278
0.013306,0.008282
0.045134,0.121201
0.194767,0.04849
0.161958,0.149342
0.06526,0.071416
0.040583,0.130133
0.026765,0.024009
0.063903,0.015545
0.014443,0.035462
0.135109,0.201873
0.084622,0.135412
0.106593,0.053646
0.079636,0.026842
1e-06,1e-06
0.039889,0.056815
0.08723,1e-06
0.05142,0.094878
0.148845,0.089642
0.024664,0.062678
0.078752,0.085403
0.087449,1e-06
0.116594,0.053243
0.036018,0.079713
0.08519,0.072771
0.067342,0.100597
0.042115,0.040855
0.138585,0.06586
0.163078,0.083669
0.05306,0.104666
0.07039,0.021471
0.159428,0.090121
0.160352,0.066259
1e-06,0.04283
0.096856,0.124883
0.056898,0.116169
0.066577,0.032781
1e-06,0.088861
0.035972,0.115144
0.076912,0.145811
0.036847,0.000515
0.134598,0.067174
1e-06,0.064094
1e-06,0.079365
0.05103,1e-06
0.058433,0.027007
0.139267,0.072878
0.144053,0.043324
0.064404,0.096343
0.108871,0.023558
0.214794,1e-06
0.131379,0.04274
0.057982,0.05727
0.032099,0.131377
0.007086,0.116094
0.034226,0.062213
0.138744,0.065221
0.058117,0.142491
0.013136,0.101159
0.02093,0.052708
0.064431,0.022123
0.110195,0.011688
0.053315,0.031191
0.121181,0.123864
0.024352,0.047068
1e-06,0.018684
0.087549,0.022486
0.111681,0.055193
0.167816,0.113335
1e-06,0.045114
0.166536,0.136913
0.037975,0.009035
0.051645,1e-06
1e-06,0.070817
0.020935,0.119265
0.131201,0.147989
0.121496,1e-06
0.103263,0.156703
0.076872,0.038042
0.166024,0.038042
0.04046,1e-06
0.088851,0.025145
0.064513,0.1344
0.0851,0.095096
0.145422,0.086981
0.052444,0.063988
0.040593,0.171462
1e-06,0.033457
0.110939,0.068166
0.069987,0.080529
0.237306,0.098196
0.039292,0.086913
1e-06,0.027731
0.148238,0.031919
0.017501,0.0014
0.132447,0.108287
0.145298,0.090873
0.113014,0.188653
0.077861,0.03986
0.053092,1e-06
0.126906,0.127258
0.016782,0.00509
0.1061,0.118138
0.097585,0.126927
0.095623,0.103386
8.2e-05,0.083537
0.10536,0.04515
0.0602,0.132903
0.086971,0.033996
0.046484,0.10826
0.04683,0.1057
0.1087,0.058056
1e-06,1e-06
0.10094,0.054966
0.185261,0.047887
0.156531,0.076604
0.216419,0.027201
0.020514,0.03821
0.12919,0.097051
0.054281,1e-06
0.102915,0.090542
0.088773,0.202281
0.029199,0.128967
0.050624,0.231724
0.112046,0.020516
0.068445,0.132032
0.128653,0.033667
1e-06,0.104129
0.067743,0.071524
0.189019,0.042963
0.121399,0.050181
0.062279,0.092471
0.043996,0.058164
0.059224,0.126078
0.041126,1e-06
0.074898,0.039269
0.026784,0.162605
0.01282,0.092364
0.126895,1e-06
0.089574,0.040127
0.080347,0.051959
0.047273,0.01065
0.041506,0.072415
0.007773,0.030466
0.214577,0.021965
0.147772,0.131483
0.069536,0.075606
0.042847,0.069089
1e-06,0.046697
0.067784,0.034267
0.033936,0.001315
0.045798,0.199508
0.064824,0.13263
1e-06,0.103744
1e-06,0.052374
1e-06,1e-06
0.046241,0.06345
0.037783,0.035367
0.076135,0.020571
0.054276,0.053299
0.10619,1e-06
0.132173,1e-06
0.05764,1e-06
0.029474,0.036557
0.138493,0.027305
0.028294,0.049813
0.111777,0.115229
0.112858,0.126788
0.055596,0.05349
0.178119,0.013597
0.099012,0.1204
0.074131,0.035648
0.054869,0.079917
0.189979,0.117259
0.086552,0.056039
0.091234,0.116196
0.246196,0.085781
0.067027,0.064418
0.062673,0.045833
0.086115,0.105158
0.1799,0.074899
0.118184,0.075389
0.041092,0.099433
0.062716,0.047208
1e-06,0.045402
1e-06,0.09745
1e-06,0.121072
0.029222,0.096033
0.135215,0.04111
0.009382,0.064394
0.102976,1e-06
0.010781,1e-06
0.169549,0.045562
0.110451,0.113073
0.032489,0.0257
0.088738,0.045298
0.214473,0.003444
0.166152,0.142666
0.007791,0.074925
0.222208,0.051062
0.053255,0.061202
0.009302,0.19749
0.141814,0.123135
0.126464,0.02203
0.005468,0.149275
0.235283,0.061515
0.019726,0.013749
0.063751,0.121149
0.055591,0.100011
0.01841,1e-06
0.081821,0.134138
0.071242,0.011526
0.103674,0.064231
0.119826,0.072922
0.040969,0.001028
0.096912,0.069242
0.112331,0.06884
0.037425,0.080391
1e-06,0.106502
0.227678,0.042196
0.051924,0.097478
0.046764,0.097669
0.025004,0.054534
0.031385,1e-06
0.116543,0.153586
1e-06,0.046375
0.120899,0.045417
0.083362,0.014559
0.14065,0.039228
1e-06,0.104734
0.011521,1e-06
0.014876,0.099492
0.068479,0.092848
0.151305,0.098998
0.18385,1e-06
0.097951,0.020207
0.095411,1e-06
0.120343,0.056424
0.160464,0.126703
0.259369,0.174312
0.086357,0.054019
0.232424,0.09178
0.14303,0.114894
0.105159,0.133709
0.025463,0.27251
0.160251,0.078798
0.137693,0.126039
0.123283,0.123042
0.061732,0.078501
0.144792,0.031338
0.065897,0.165073
0.014447,0.125033
0.046741,0.094886
0.135503,0.067172
0.085212,0.10338
0.190751,0.063709
0.063431,0.03343
0.076392,0.049695
0.101387,0.064812
0.029524,0.068973
0.132626,0.172692
0.127741,0.053723
0.19327,0.073868
0.026343,0.104949
0.049215,0.038008
0.102745,0.020868
0.086407,0.116571
1e-06,0.172837
0.197904,0.027367
0.001574,0.05645
0.123008,0.108684
0.07189,0.099865
0.130873,0.014441
1e-06,0.189487
0.026936,0.015326
0.076175,0.110793
0.108927,0.069446
0.049678,0.116591
0.123323,1e-06
0.113432,0.038535
0.095464,0.073654
0.057898,0.06598
0.051383,0.10469
0.099576,0.078386
1e-06,0.080877
0.092588,0.057902
0.186214,0.022016
0.038319,0.040056
0.150837,1e-06
0.078211,0.096393
0.101243,0.185179
0.06749,0.047526
0.024537,0.131911
1e-06,0.09645
0.086408,0.065966
0.022125,0.052504
0.052139,0.031615
1e-06,0.02576
0.0705,0.061885
1e-06,0.009317
0.005654,0.034803
0.124579,1e-06
0.109321,0.076142
0.002609,1e-06
1e-06,0.013042
0.115952,0.128306
0.101563,0.088645
0.070239,1e-06
0.070793,1e-06
0.030007,0.094074
0.15243,0.094825
0.137394,0.073576
0.076121,0.073603
0.0781,0.027909
0.036143,0.134289
0.074576,0.049707
0.073327,0.06844
0.045028,0.094429
0.019821,0.003251
0.114235,0.033127
0.113784,0.058735
0.094181,0.050523
0.493204,0.013271
0.090898,0.11217
0.012976,0.098073
0.133188,0.097314
0.147042,0.314581
0.083419,0.075929
1e-06,0.019071
0.075233,0.103118
0.07873,0.16107
0.14142,0.084651
0.157114,0.017285
0.099174,0.065402
0.018687,0.053269
0.253646,0.097959
0.073814,0.121312
0.08308,0.094017
0.084265,0.027317
0.147698,0.193827
0.061122,0.077099
0.124328,0.080171
0.0234,0.040317
0.135347,0.127517
0.119679,0.002315
0.031004,0.104143
0.063783,1e-06
0.045319,0.126528
0.033034,0.084702
0.033852,0.035209
1e-06,0.058318
0.028103,0.038639
0.072081,0.033079
0.105107,1e-06
0.217644,1e-06
0.101527,0.024065
0.027389,0.009551
1e-06,0.116815
0.164778,0.124227
0.060301,0.119021
0.075748,0.034752
1e-06,1e-06
0.088865,0.145276
0.101211,0.044757
0.021607,0.064933
0.100605,1e-06
0.128323,0.041174
0.087996,0.112682
0.10661,0.021754
0.087105,0.086368
0.059631,0.123863
0.008079,0.074664
0.091594,0.119883
0.083765,0.065467
0.047559,0.067245
0.130027,0.031894
0.048974,0.103382
0.004675,0.091259
0.115048,0.048848
0.08466,0.118215
0.000771,1e-06
1e-06,0.010015
0.095072,0.089856
1e-06,0.082827
0.05256,0.003794
0.068148,1e-06
0.02147,0.105816
0.066438,0.012079
0.046221,0.062816
0.06143,0.100888
0.128925,0.009079
0.11913,0.066353
0.078621,0.046467
0.121078,0.064753
0.350759,0.087937
0.122551,0.099665
0.128396,0.05092
1e-06,0.138019
0.29938,0.305571
0.213282,0.118529
0.02119,0.121242
0.034335,1e-06
0.05889,0.164222
0.054996,0.021989
0.061426,0.034016
0.068805,0.05597
0.015225,0.069388
0.078958,0.054838
0.14026,0.04004
0.077748,0.012029
0.101179,0.083805
0.098714,0.123025
0.048451,0.062333
0.080217,0.089835
0.002419,1e-06
0.111036,0.026922
0.025847,0.087317
0.049139,1e-06
0.179507,0.103951
0.190261,0.023299
1e-06,0.044529
0.154103,0.126283
0.080803,0.181674
0.109096,1e-06
0.014303,0.153115
0.045343,0.072981
0.072622,0.104606
0.041182,0.007593
0.203457,0.046981
0.094899,0.073062
0.137777,0.039089
0.227091,0.142442
0.040291,0.1041
0.140378,0.118671
0.093273,0.202539
0.05262,0.038878
0.183883,0.112226
0.131144,0.05915
0.035191,0.055271
0.081994,0.208188
0.105796,0.125535
0.032381,0.017451
0.088774,0.100463
0.100121,0.072689
0.012459,0.039745
0.042916,0.103161
0.084819,0.08905
0.019517,0.00998
0.08788,0.050062
0.047761,0.081783
0.023685,0.025402
0.077001,0.071482
0.061182,0.020091
0.066758,0.024225
0.093788,0.094882
0.005225,0.075594
0.083932,0.060952
0.091864,0.076637
0.098565,1e-06
0.110036,0.046609
0.082269,0.086761
0.203011,0.073847
0.144775,0.109397
0.028057,0.067592
0.108115,0.14665
0.114349,0.151216
0.126736,0.050926
0.125965,0.110296
1e-06,0.089816
0.096283,0.087622
0.079859,0.112304
0.008071,1e-06
0.083647,0.091788
0.043627,0.084686
1e-06,0.020355
0.074169,0.081601
0.090891,0.032635
0.237232,1e-06
0.077822,0.081364
1e-06,0.089651
0.08198,0.198413
0.050192,0.049013
0.146647,1e-06
0.168898,0.085283
0.026476,0.055552
0.011575,0.11417
1e-06,0.208551
0.069382,0.038763
0.074079,0.017831
0.085504,1e-06
0.103003,0.089707
0.018871,0.071338
0.156594,0.083507
0.025307,0.072982
0.030187,0.024598
0.050432,0.1403
1e-06,1e-06
0.200287,0.029915
0.02216,0.054621
0.023818,1e-06
0.116954,0.173457
1e-06,0.001389
0.04603,0.016775
0.016452,0.100162
1e-06,1e-06
0.039977,0.044961
0.116627,0.025761
0.122055,1e-06
0.106196,0.015176
0.120398,0.072339
0.0426,0.054376
0.05066,0.10123
0.033828,0.114003
0.014593,0.024163
0.14732,0.053541
0.080186,0.02152
0.045628,0.021758
0.103293,0.137325
0.040296,0.066893
0.056821,0.04761
0.044549,0.072271
0.087045,0.058705
0.121119,0.056103
0.014437,0.00755
0.090589,0.071809
0.140652,0.119074
