X,X_apo
0.049293,0.077475
0.074092,0.115536
0.119336,0.00556
0.108935,0.131324
0.104193,0.017021
0.106675,0.138488
0.080847,1e-06
0.00369,0.079986
0.150015,1e-06
0.050885,0.021025
0.022585,0.242577
0.068402,0.007689
0.040285,0.15703
0.051516,0.139653
0.15613,1e-06
0.07929,0.040476
0.010541,0.018072
0.057412,0.039727
0.056908,0.050729
0.044834,0.170012
0.027424,0.123734
0.119333,0.061758
0.087975,0.131613
0.082907,0.165894
0.113187,0.059505
0.228299,0.14138
0.071248,0.093824
0.124554,0.049241
0.046998,0.026541
0.040672,0.002114
0.023881,0.195887
0.072197,0.179526
0.008715,0.070622
1e-06,0.077798
0.039544,0.061415
0.051705,0.049629
0.082303,0.067326
0.010892,0.104961
0.167651,0.122454
1e-06,0.111008
0.149258,0.089751
0.128096,0.004184
0.049324,0.073226
0.065181,0.055618
0.087898,1e-06
0.049506,0.075731
0.225687,0.038503
0.115873,0.060047
0.030743,0.141718
0.133654,0.084882
0.123929,0.006978
0.07021,0.05824
0.086851,0.057502
0.074664,0.032876
0.134019,0.021141
0.027809,0.084115
1e-06,0.096619
0.090021,0.08897
0.154122,0.100355
0.025343,0.226262
1e-06,0.068584
0.126084,0.116683
0.101696,0.054512
1e-06,0.058319
1e-06,1e-06
1e-06,0.062974
1e-06,0.000871
0.089263,1e-06
0.092639,0.041664
0.077114,0.064368
0.013352,0.091223
0.061787,0.004256
1e-06,0.166187
1e-06,1e-06
0.076189,0.153178
0.14108,0.115655
0.050903,0.063583
0.167486,0.045385
0.026995,0.084538
0.068705,0.045831
0.051665,0.25192
0.096003,0.110786
1e-06,0.043246
0.133936,0.10255
0.117044,0.16285
0.001772,0.056545
0.060251,0.098976
0.158924,0.070511
0.104149,0.106089
0.179272,0.021038
0.270308,0.009505
0.029942,0.100556
0.100157,0.143064
0.059943,0.021874
0.174617,0.011941
0.006483,0.107294
0.071566,0.084068
0.049956,1e-06
0.011434,1e-06
0.012045,1e-06
0.061313,1e-06
0.130922,0.090542
0.054089,0.08677
0.07942,0.061737
0.059863,0.009027
0.098329,0.053559
0.022756,1e-06
0.104502,1e-06
0.195585,0.121765
0.120408,0.050631
0.043421,0.157463
0.169526,0.011794
0.092941,0.053919
0.064946,0.039406
0.223507,0.138971
0.061625,1e-06
0.014559,0.135875
0.021655,0.080885
0.039074,1e-06
0.024705,0.065735
0.115442,0.153814
0.160196,0.100589
0.151916,0.125435
1e-06,0.159083
0.030467,0.008428
1e-06,0.087479
0.136278,0.050737
0.071992,0.197014
0.160992,0.001816
0.068905,0.066021
0.06468,0.064902
0.16149,0.057577
0.065963,0.004724
0.191673,0.054983
0.03373,0.127829
0.101314,0.048818
0.085757,0.071904
0.076752,0.060738
1e-06,0.094753
0.08391,0.026659
0.021102,0.085975
0.01163,0.200386
0.025692,0.041058
0.16676,0.15345
0.009229,0.071108
0.06277,0.064793
0.156741,0.122617
0.046854,0.062148
0.039476,0.010383
0.045029,0.023237
0.052087,0.044598
0.026305,1e-06
1e-06,0.115275
0.036656,0.131917
0.019138,0.026673
0.046769,0.053214
0.0134,1e-06
0.055595,0.115145
0.051039,0.074435
0.094162,0.143536
0.082107,0.068622
0.013074,0.043544
0.016544,0.154813
0.073662,0.063566
0.061237,0.176584
0.061674,0.09808
0.090911,0.093668
0.04671,0.062973
0.10014,1e-06
0.126847,0.037594
0.015491,0.00753
0.0909,0.04057
0.07044,0.01997
0.083807,0.169645
0.074316,0.029139
0.164372,0.069793
0.136041,0.123303
0.158851,0.049544
0.16112,0.046054
0.18414,0.053422
0.160844,0.064749
0.147212,0.054323
0.063612,1e-06
0.21529,0.046449
0.101092,1e-06
1e-06,0.035483
0.140413,0.00748
0.054051,0.050986
0.122428,0.032906
0.013879,0.08179
0.079757,0.082702
0.088895,0.030051
0.10716,0.013537
0.052255,0.083924
0.017447,0.064416
0.121217,0.066269
0.153857,0.095567
0.040055,0.052063
0.134098,0.077439
0.05899,0.110278
0.120576,1e-06
0.095297,0.08612
0.078514,0.062271
0.063811,0.078724
0.018657,0.069758
0.175759,0.151423
1e-06,0.137389
0.112074,0.165784
0.154103,0.144654
0.090405,0.182076
0.08341,0.199486
0.056638,0.161524
0.222167,0.056643
0.016697,0.161879
0.081853,0.078054
0.104847,1e-06
0.053374,0.133473
0.200729,0.033879
0.095576,0.140049
0.087361,1e-06
0.2093,0.098343
0.044291,0.084271
0.058652,0.109359
0.212735,0.045572
0.056067,0.012016
0.050854,0.130161
0.04341,0.139576
0.133889,0.042243
0.048356,0.10756
0.15672,0.04681
1e-06,0.115693
0.083381,0.09222
0.072761,0.085846
0.086946,0.054938
0.07474,0.029893
1e-06,0.149304
1e-06,1e-06
0.22996,0.108935
0.106824,0.096808
0.172841,0.081784
0.150177,0.069597
0.049871,0.04823
0.091915,0.199877
0.071121,0.034376
0.084951,0.118236
0.031052,0.115003
0.041578,0.053633
0.087243,0.109809
0.166961,0.060937
0.133886,0.059235
0.112942,0.183779
0.094645,0.042565
0.089332,0.056261
0.123178,0.106801
0.01443,0.051465
0.034198,0.035841
0.04495,0.043392
0.06384,0.119708
0.039601,0.036771
0.164344,0.157948
0.097455,1e-06
0.017753,0.050594
0.129306,0.062663
0.077583,0.106755
0.151152,0.135025
0.085062,1e-06
0.071578,1e-06
0.006292,0.232161
0.105004,0.101419
1e-06,0.152711
0.035123,0.146825
0.043186,0.045421
0.016731,0.094907
0.046812,0.068033
0.056919,0.058058
0.03589,0.025748
0.052798,0.034777
0.096808,0.098841
0.035385,0.153458
1e-06,0.120777
0.150026,0.091641
0.030557,0.004652
0.174521,0.077736
0.067002,0.119439
0.06663,0.033776
0.098114,0.029084
0.090405,0.052533
0.082877,0.061816
0.141116,0.02766
0.042766,0.164821
0.045226,0.082521
0.118709,0.037325
0.017329,0.120815
0.072864,0.074159
0.119233,0.153011
0.167241,0.085775
0.070734,0.068683
0.09492,0.032984
0.070317,0.107075
0.042987,0.040576
0.063338,0.02642
0.073433,0.042735
0.013781,0.016097
0.077161,0.041696
0.124575,0.06386
0.079455,0.024521
0.113328,0.048571
0.089487,0.053094
0.102632,0.044842
0.081591,1e-06
0.131913,0.134417
0.201741,0.042731
0.098724,0.134529
0.075324,0.07412
0.073677,0.069794
0.06278,0.076389
0.124499,0.099726
0.059865,0.063927
0.070184,0.148389
0.066148,0.033343
0.249516,0.045117
0.04518,0.127478
0.045119,0.037094
0.001834,0.065333
0.214711,0.133824
0.019423,0.091894
1e-06,0.067729
0.020371,0.09342
0.0589,0.05931
0.020683,0.074748
1e-06,0.072896
0.039466,0.015746
0.102275,0.055529
0.035125,0.105851
0.121025,0.062961
0.27583,0.102746
0.003752,0.073265
0.137188,0.094992
0.116162,0.060461
0.070231,0.125358
0.000943,0.18558
0.058146,0.097411
0.112052,0.0628
0.136113,1e-06
0.160686,0.075759
0.14725,0.107214
0.093314,0.044055
0.022219,0.04642
0.101316,0.053377
0.048133,0.20893
0.074601,0.063787
0.074534,0.063883
1e-06,0.001918
0.16474,0.187549
0.123733,0.030948
0.07045,1e-06
0.026245,0.003467
0.174139,0.060623
0.084933,0.010468
1e-06,0.001231
0.085222,0.02979
0.027799,0.099424
0.089297,0.03118
0.067645,0.117978
0.106774,0.151007
0.075655,1e-06
0.22399,0.149202
0.178232,0.111068
0.156042,0.075032
0.032702,1e-06
0.022239,0.074958
0.000159,0.106819
0.123498,0.121342
0.120734,0.132131
1e-06,0.142563
0.07839,0.043298
0.177908,0.032974
0.091918,0.093418
0.117942,0.039736
0.105619,0.073836
0.076857,0.08719
0.083346,1e-06
0.023,0.171398
0.141021,0.134361
0.018791,0.067222
0.089949,0.021653
1e-06,0.167844
0.114754,0.084111
1e-06,0.009744
0.031713,0.089472
0.16378,1e-06
1e-06,0.099052
0.087451,0.051648
0.002862,0.056981
0.09722,0.155119
0.11687,0.136696
0.012931,0.146648
0.019342,0.009991
0.045512,0.027402
0.101735,1e-06
0.0443,0.13407
0.075189,0.133646
0.035754,1e-06
0.02629,0.078245
0.080812,0.162894
0.13862,0.0718
0.114579,0.105934
0.022457,0.105304
0.106581,0.087941
0.070772,0.067347
0.11772,0.019582
0.085355,0.045473
0.154565,0.001351
0.070943,0.098423
0.106683,1e-06
0.012049,0.051354
0.104021,0.165729
0.187411,1e-06
0.108046,0.083702
0.082484,1e-06
0.02476,0.104449
0.065872,0.098251
0.111887,1e-06
0.089488,0.024018
0.035119,0.043468
0.131929,0.09746
0.115861,0.032565
0.018731,0.069918
1e-06,0.030465
0.03877,0.01689
0.071074,0.045867
0.11721,0.113235
0.116682,0.105779
0.04982,0.023236
0.036639,0.060783
0.024518,0.067756
0.025323,0.12207
0.096248,0.075745
1e-06,0.14797
0.051986,0.066806
0.075215,0.091315
0.046122,0.026019
0.069916,0.117373
0.104717,0.198667
0.013135,0.101663
0.055819,0.089087
0.008267,0.040106
0.072872,0.052447
0.033793,0.112725
0.104832,0.045881
0.390196,0.045438
0.084882,0.150413
0.007131,0.034942
0.061942,0.080074
0.077296,0.044047
0.076758,1e-06
0.22478,0.03385
0.03047,0.08256
0.008685,0.105186
0.03278,0.111284
0.102063,0.048497
0.079343,0.02258
0.008203,0.024647
0.095857,0.023158
1e-06,0.105486
0.118141,0.039854
0.135516,0.037198
0.127813,0.083331
0.116213,0.035662
0.121405,0.053559
0.095128,0.099533
0.083192,0.015314
0.043757,0.078513
0.149441,0.007416
0.05988,0.037511
0.094365,0.042856
0.07657,0.100488
0.052401,0.276543
0.152468,0.069912
0.106643,0.030111
0.109835,0.05558
0.059127,0.077678
0.075107,0.06826
0.087956,0.036685
0.11045,0.003694
0.132796,0.033562
0.107869,0.089588
0.089375,0.095022
0.1084,0.007424
0.064715,0.044708
0.128974,1e-06
0.039907,0.106292
0.14302,0.129885
0.074571,0.105083
0.125644,0.109861
0.16288,0.095692
0.092439,0.106066
0.157747,0.086194
0.222036,0.063957
0.104487,0.154205
0.007417,0.058329
0.061796,0.087591
0.070845,0.056597
0.081719,0.051304
0.085357,0.149696
0.06975,0.096911
0.106437,0.144747
0.09395,0.054516
1e-06,0.078941
0.042586,0.080501
0.177214,0.067986
0.078965,0.138412
0.098785,0.086561
0.055977,0.107446
0.069247,0.100455
0.074783,0.055476
0.04861,0.086317
0.06645,0.027483
0.085741,0.147488
0.018239,0.070235
0.066715,0.146298
0.050189,0.16198
0.064781,0.052662
0.014202,0.176425
0.117899,0.186448
0.092437,0.091498
0.022467,0.023443
0.101285,0.058594
0.090508,0.060849
0.066928,0.095338
0.134739,0.057144
0.084888,0.07429
0.056986,0.083767
0.110261,0.072143
0.112268,1e-06
0.158831,0.037905
0.072468,0.188653
0.112123,0.082078
0.033625,0.074594
0.058924,0.041458
0.148631,0.067469
1e-06,0.075077
0.058082,0.078107
0.068366,0.082599
0.098078,0.091903
0.039453,0.014366
0.047489,0.055091
0.210367,0.03938
0.074468,0.050684
0.166259,1e-06
0.210793,0.103965
0.12333,0.09288
0.096705,0.028353
0.04097,0.117066
0.150299,0.101676
0.142904,0.058918
0.125446,0.129429
0.069296,0.097671
1e-06,0.036373
0.13014,0.08011
0.047449,0.109442
0.042242,0.126088
0.057992,0.080487
0.024221,0.098743
1e-06,0.041326
0.033731,0.049675
1e-06,0.15594
0.068222,1e-06
0.017801,0.019453
0.057435,0.057982
0.080472,0.103473
0.095839,0.04565
0.02948,0.042363
0.014581,0.167164
0.007953,0.089768
0.084463,0.142217
0.047557,0.153463
0.108768,0.062001
1e-06,0.071102
0.109696,0.039484
0.118658,0.169711
0.113731,0.139422
0.122602,0.112146
0.022084,0.083653
0.105573,1e-06
0.06761,0.124843
0.090656,0.055761
0.100225,0.051825
0.081467,0.072849
0.067021,1e-06
0.162707,0.001808
0.065515,0.049297
0.051021,1e-06
1e-06,0.060865
0.095577,0.00693
0.064153,0.036944
1e-06,0.061805
0.050715,0.112508
0.045786,0.034162
1e-06,0.000846
0.028633,1e-06
1e-06,0.078965
1e-06,0.043303
0.085871,0.09439
0.090458,0.029803
0.016812,0.092372
0.060208,0.112373
0.042796,0.11696
0.045056,0.133499
0.058483,0.018863
0.095722,0.055741
0.062451,0.075499
0.112191,0.092139
0.028268,0.083952
0.198692,0.082933
0.143831,0.062476
0.123564,0.142647
1e-06,0.063339
0.077152,0.079385
0.014454,0.021331
0.160399,0.096474
0.045823,0.053866
0.08482,1e-06
0.111958,0.044522
0.150661,0.04879
0.17794,1e-06
0.008004,0.036162
0.020817,1e-06
0.093743,1e-06
0.146456,0.073986
0.114215,0.031986
0.038592,0.012022
0.109732,0.057527
0.024946,0.045348
0.14307,0.038369
0.004625,0.098638
0.143111,0.068653
0.022063,0.089556
1e-06,0.0179
1e-06,0.191601
0.089748,0.107362
0.029657,0.115925
0.080615,1e-06
0.074491,0.073543
0.073434,0.028072
0.009452,0.145737
1e-06,0.05352
0.004479,0.077798
0.132254,0.12095
1e-06,0.0669
0.081136,0.169891
0.065622,0.006358
0.078311,0.028909
0.067253,0.078738
0.063515,0.146557
0.020099,0.100616
0.197953,0.039373
0.11482,0.109984
0.047356,0.017094
0.006922,0.146963
0.054775,0.127115
0.119143,0.022418
0.085298,1e-06
0.037198,1e-06
0.06904,0.078616
0.058134,0.02326
0.008859,0.085072
0.099984,0.063571
0.050386,0.080676
0.101487,0.003305
0.016304,1e-06
1e-06,1e-06
0.0781,0.138503
0.079253,1e-06
0.192159,0.081464
0.084672,0.069526
0.056808,0.075802
0.062902,0.088958
0.031116,0.061742
0.06629,0.032968
0.042738,0.188115
0.045514,0.12818
0.076072,0.026315
0.023729,0.030058
0.015739,0.055423
0.074878,0.116422
0.042221,0.07597
0.008577,0.025659
0.004125,0.078489
0.095729,0.046142
0.089038,0.064217
0.064898,0.106222
0.191721,0.044966
0.049282,0.072171
0.124316,0.020746
0.093633,1e-06
0.196613,0.076106
0.028477,0.087707
0.217933,0.092591
0.156846,0.03387
0.071108,0.039952
0.014112,0.025746
0.029255,0.060332
0.022142,0.051547
0.130911,0.050511
0.096981,0.06756
0.053001,0.016916
0.113727,0.020147
0.058868,0.065855
0.120482,0.046437
1e-06,1e-06
0.033499,0.005072
0.043198,0.108313
0.079899,0.068938
0.030563,0.055652
0.032899,0.197813
0.073746,0.051966
0.05694,0.120695
0.111493,0.097387
0.024895,0.209684
1e-06,0.025331
1e-06,0.205458
0.07401,0.142554
0.072426,0.110885
0.100815,0.031992
0.085891,0.030298
0.084104,0.029893
0.10838,0.115895
0.105343,0.094659
0.098816,0.022996
0.054755,0.12042
0.109437,0.087732
0.049712,0.114138
0.060362,0.032917
0.094748,0.043374
0.092262,0.034725
0.059988,0.035132
1e-06,0.032975
0.070537,0.045361
1e-06,0.027116
0.067086,0.118202
0.123084,0.026045
0.09879,1e-06
0.033511,0.003234
0.055769,0.063716
0.007756,0.061411
0.117916,0.087664
0.065311,0.073363
0.084232,0.079498
0.100885,0.093744
0.000454,0.08652
0.066927,0.071386
0.02242,0.039139
2.1e-05,0.127721
0.045511,0.035513
0.002169,0.055866
0.158496,0.068278
0.022537,0.09151
0.025954,0.041659
0.149329,1e-06
1e-06,0.086751
1e-06,1e-06
0.045794,0.109575
0.071637,0.096014
0.066226,0.113635
0.13206,0.030658
0.15936,0.067831
0.140434,1e-06
0.069192,0.122121
0.152116,0.076154
0.070101,0.068669
1e-06,0.098882
1e-06,0.004354
0.136766,0.04676
0.046436,0.027475
0.13462,0.006516
0.074666,0.036394
0.14254,0.004594
0.010091,0.11649
0.005707,0.031692
0.033353,0.038569
0.039241,0.13697
1e-06,1e-06
0.111729,1e-06
0.06726,0.039178
0.101884,0.088396
0.03008,0.047524
1e-06,0.140537
0.071517,0.127801
0.010122,0.096548
0.12235,0.053515
0.092363,0.087447
0.018192,0.078771
0.079782,1e-06
0.070678,0.016867
0.15856,0.125686
0.148108,0.038375
0.08322,0.14561
0.169106,0.105037
1e-06,0.151575
0.007602,1e-06
0.075623,0.014815
0.046262,0.058303
0.237038,0.028634
1e-06,0.015225
0.125022,0.095933
0.065908,0.054289
0.096294,0.120486
0.089767,0.018148
0.068102,1e-06
0.016339,0.039107
0.013488,0.010013
0.028567,0.137437
0.023722,0.105732
0.102647,0.005833
0.037731,0.058579
0.07376,0.045586
1e-06,0.142474
0.038781,0.136713
0.046375,0.037558
0.066232,0.086964
0.111459,1e-06
0.116118,0.011224
0.029132,0.07121
0.032776,0.044846
0.036947,0.137703
0.008488,0.006533
0.089922,0.125432
0.050056,0.065663
0.051775,0.086527
0.18524,0.086501
0.099726,0.080724
0.025042,0.011937
0.197748,0.02288
1e-06,0.015461
0.109309,0.030893
0.141609,0.087041
1e-06,0.037596
0.019585,0.045042
0.027827,1e-06
0.04148,0.046789
0.045473,0.036084
0.098176,0.062739
0.197057,0.09376
0.034207,0.125197
0.073793,0.055833
0.217402,0.041624
0.077057,0.034333
0.090664,0.017028
0.112284,0.075825
0.036575,0.064121
0.084317,0.033778
0.024035,0.192105
0.124733,0.073372
0.00721,0.055168
0.061715,0.167088
0.087995,0.031432
0.129919,0.120087
0.177112,0.149674
0.238697,1e-06
0.095784,0.014551
0.153173,0.024613
0.123782,0.066198
0.049315,0.037336
0.022925,0.109696
0.075725,0.137915
0.043581,0.01117
0.13333,0.079398
1e-06,0.10877
0.109323,0.08391
0.060686,0.090734
0.061781,0.091612
0.035863,0.030046
0.055586,0.063079
0.051003,0.015841
0.099912,0.145126
0.071233,0.015042
1e-06,0.067335
0.411188,0.07917
0.101771,0.089851
0.112784,0.168742
0.024316,0.230019
0.047805,0.088963
0.077831,0.176423
0.105882,0.117234
1e-06,0.054453
0.099073,0.022128
0.047278,0.050621
0.118911,0.036165
0.124455,0.119146
0.030668,1e-06
0.157328,0.083143
0.028491,0.026785
0.082893,0.075803
0.095282,0.039152
0.061991,0.063489
0.139942,0.045849
0.110957,0.09914
1e-06,0.058896
1e-06,1e-06
0.105835,0.219398
0.044097,0.100874
0.001926,0.109342
0.095518,0.005564
0.00142,0.053101
0.040544,0.067908
0.027896,0.109234
0.098044,1e-06
0.18346,0.077687
0.029643,0.049417
1e-06,0.100774
0.139489,0.13521
0.198276,0.024028
0.016504,0.159575
0.097411,0.035785
0.007096,0.055188
0.02192,0.098771
0.100492,0.058997
0.044218,0.086873
0.058929,0.061632
0.030664,1e-06
0.153139,1e-06
0.033999,0.095724
0.111962,0.055008
0.063293,1e-06
0.155021,0.104942
0.067804,1e-06
0.090072,0.023186
0.028378,0.043137
0.053676,0.081327
0.14271,0.144902
0.046113,0.060807
0.101989,0.001923
0.019994,0.163357
0.027948,0.186964
0.056922,1e-06
0.113182,0.114137
0.020303,1e-06
1e-06,0.032359
0.113981,0.093507
0.046716,0.047966
0.052981,0.039254
0.049934,0.023641
0.042279,0.151439
0.17515,0.048017
0.088011,0.106756
0.060411,0.066432
0.115917,0.150211
0.15359,0.065515
0.069217,0.076582
0.022967,0.029218
0.069735,0.090784
0.0665,0.129583
0.060764,0.045776
0.097064,0.113983
0.039795,0.018985
0.046671,0.021107
0.13163,0.064547
0.167753,0.106116
0.023325,0.025081
0.058583,0.005553
0.141875,0.116092
0.05528,0.031961
0.068436,0.0461
0.033193,0.042279
0.048919,0.159084
0.090292,0.086028
0.224638,0.065587
0.047348,0.105239
0.070378,0.145254
0.097095,0.069406
0.051064,0.018226
0.241983,0.025599
1e-06,0.07877
0.08106,0.044358
0.215019,0.085823
0.033836,0.039703
0.13443,0.064461
0.092289,0.132604
0.029807,0.15322
0.103871,0.033517
0.113237,0.068875
0.12322,0.112921
1e-06,0.05355
1e-06,0.055776
0.02525,0.044699
0.098275,0.084327
0.086648,0.20327
0.08648,0.05018
0.001198,0.072591
0.097249,0.079558
0.093335,0.028865
0.105275,0.228772
0.060501,1e-06
0.117144,0.081528
0.016163,0.213509
1e-06,0.029834
0.022591,0.127582
0.176814,0.109438
0.250026,0.029354
0.12463,0.07845
0.148374,0.122058
0.066066,0.119041
0.100112,1e-06
0.018705,1e-06
0.154182,0.036315
0.050471,0.090859
0.148511,0.080255
0.057265,0.098786
0.120231,0.025533
0.074979,0.120325
1e-06,0.07485
0.053984,0.107664
0.138112,0.061865
0.0409,0.102484
0.136363,0.031304
0.088287,1e-06
0.100132,0.024451
0.090158,0.13689
1e-06,0.163197
0.12013,0.145109
0.006953,0.139553
0.009297,0.076557
0.202624,1e-06
0.108419,0.137049
0.045766,0.023228
0.061168,0.129012
0.096025,0.056713
0.112905,0.119463
0.078016,0.07663
0.150042,1e-06
0.086942,0.049938
0.038375,0.092868
0.052331,0.03503
0.084536,0.125128
0.091674,0.07689
1e-06,0.091922
0.04932,0.11898
0.349307,1e-06
0.03126,0.02026
0.102208,0.008934
0.137987,0.207392
0.091106,0.073743
0.115992,0.028092
0.11744,0.055674
0.043456,0.090601
0.046006,0.115668
0.084846,0.085246
0.039452,0.154432
0.374325,0.085963
0.04157,0.045954
0.004673,0.032941
0.065673,0.030282
0.062447,0.074559
0.06666,0.005075
0.109586,0.042285
0.061508,0.196198
1e-06,0.040521
0.100754,0.095049
0.071978,0.094163
0.109192,0.091891
0.073212,0.128151
0.151762,0.116518
0.064419,0.040873
0.085511,0.048205
0.060498,0.050244
0.052319,0.088655
0.069175,0.057457
0.099029,0.274049
0.041709,0.056041
0.05413,0.016326
1e-06,0.04619
0.07542,0.047995
1e-06,0.080433
0.105989,0.109205
0.169131,0.046138
0.057718,0.048481
0.03385,0.071991
0.104725,0.073967
0.184287,0.075111
0.102828,0.120562
0.015872,0.070714
0.000559,0.067646
0.00012,0.063238
0.043208,0.044364
0.129189,0.047856
0.07771,0.085583
0.05006,0.062553
0.109817,0.047493
0.036783,1e-06
0.110471,0.066026
0.086607,0.010027
0.052745,0.070953
0.163033,0.15798
0.151248,0.052803
0.090296,0.021249
0.041026,0.068701
1e-06,0.206493
0.027964,0.10606
0.13011,0.016026
0.0769,1e-06
0.061794,0.006647
0.152609,0.06084
0.038422,0.108479
0.052555,0.062565
1e-06,0.01643
1e-06,0.091769
1e-06,0.029381
0.123094,0.110682
0.053067,0.087545
0.074896,0.058944
0.033515,0.17163
1e-06,0.180558
0.026806,0.107752
0.135168,0.016257
0.072957,1e-06
0.104411,0.032499
0.153323,0.110984
0.082128,0.039127
0.074052,0.091282
0.036149,0.085757
0.059286,0.042939
0.014825,0.029338
0.065912,0.00515
0.099168,0.032449
0.061672,1e-06
0.078238,0.128074
0.027462,0.071691
0.026962,0.066849
0.087951,0.06112
0.052696,0.001968
0.048938,0.019921
0.08931,0.129442
0.01153,0.102492
0.058208,0.089124
0.047593,0.133638
0.02312,0.094363
0.101086,0.072998
0.036231,0.038676
0.039451,0.066183
0.113331,0.018908
0.044693,0.064266
0.106966,0.062472
0.141118,0.042741
0.146455,0.073882
0.193292,0.013124
0.047725,0.029549
0.033468,0.082906
0.111539,0.051289
0.195375,0.04639
0.137584,0.07472
0.060281,1e-06
0.056597,0.048435
0.13994,0.038898
0.046362,1e-06
1e-06,0.088649
0.10866,0.039841
0.048866,0.029575
0.070799,0.126785
1e-06,0.053697
0.064085,0.094989
0.068648,0.139446
0.128691,0.139689
0.029553,0.126436
0.273063,0.036963
0.085722,0.038222
0.12189,0.067383
0.118791,0.173035
0.049945,0.137151
0.141364,0.064669
0.053822,0.085238
0.126177,0.144949
0.105883,0.029854
0.111969,1e-06
0.117874,0.112506
0.072294,0.044813
0.109869,0.071519
0.028765,1e-06
0.162058,0.054437
0.062224,0.072043
0.014074,0.112126
0.123084,0.006228
0.069489,0.201763
0.002151,0.076991
1e-06,0.104952
0.09841,0.091696
0.02015,0.047234
0.08128,0.131999
0.043051,0.060281
0.165219,0.119199
0.083822,0.098914
0.06658,0.069337
0.04737,0.063983
0.093375,0.067343
0.091846,0.097154
1e-06,0.012993
0.119926,0.164386
0.002676,0.069469
0.060748,0.019719
0.084462,0.11066
0.017829,0.003702
0.081512,0.007815
0.100844,1e-06
0.114891,0.088861
0.12732,0.003826
1e-06,0.067447
0.023632,0.033558
0.114582,0.159782
0.015466,0.071055
0.030646,0.081446
0.060085,0.020999
0.177866,0.107772
0.118591,0.092321
0.088585,1e-06
0.064844,0.004764
0.112067,0.074163
0.080464,0.121703
0.034108,0.017924
0.00874,0.091766
1e-06,0.086354
0.105209,0.108604
0.129158,0.124992
0.054307,1e-06
0.075592,0.033696
0.099333,0.041977
0.110042,0.016619
0.033269,1e-06
0.149911,0.051007
0.183519,0.156882
0.117577,0.118565
0.145215,0.065736
0.074145,0.042593
0.11908,0.11192
0.074552,0.081702
0.168359,0.002871
0.043508,0.015302
0.121217,0.027695
0.099782,0.101516
0.06835,0.101998
0.068001,0.059923
1e-06,0.069845
0.039407,0.087451
0.036202,0.075539
0.000812,0.032255
0.112373,0.137231
0.057187,0.214491
0.120195,0.110733
0.033865,0.128089
0.145781,0.053137
0.031499,0.10722
0.111789,0.057296
0.098268,0.137787
0.164886,0.020991
0.00104,0.134433
0.020115,0.082987
0.078023,0.053757
0.049502,0.060573
0.096837,0.003595
0.286913,0.041543
0.110079,0.023822
0.061331,0.013796
0.05542,0.120633
0.019111,0.062075
0.060225,0.10652
0.018768,0.034043
0.054861,0.167815
0.16386,0.066916
0.065736,0.078758
0.062002,0.088523
0.122449,0.114983
0.033721,0.023768
0.053246,0.011372
0.006849,0.08943
0.117219,0.036685
0.087327,0.088603
0.061422,0.160679
0.080222,0.122932
0.083101,0.008963
0.009353,0.042206
0.052515,0.027024
0.083137,0.054247
0.05216,0.036687
0.098125,0.060048
0.169771,0.149725
0.096356,0.062514
1e-06,0.0614
0.09797,0.124837
0.024705,0.028188
0.063978,0.037855
0.171543,0.02517
0.055527,0.108493
0.020419,0.060793
0.067285,0.070548
0.090499,0.013703
0.028864,0.018238
0.097992,0.056866
0.123161,0.037991
0.037042,0.029263
0.127791,0.084697
0.092769,0.129572
0.013797,0.069092
1e-06,1e-06
0.085099,0.097497
1e-06,0.009691
0.116255,0.061064
0.062498,0.165218
0.029422,0.047863
0.034528,0.01086
0.283498,0.070531
1e-06,0.088868
0.066992,0.034911
0.084391,0.095145
0.053223,0.102316
0.03996,0.026156
0.072048,0.111654
0.110884,0.090599
0.172926,0.013099
0.068248,1e-06
0.143665,0.103462
0.078888,1e-06
1e-06,0.115775
0.109945,0.043162
0.039658,0.031033
0.153464,0.036538
0.077653,0.242027
0.11268,0.019149
0.099752,0.086019
0.039166,0.077547
0.136772,0.034866
0.106431,0.043302
0.112591,0.061625
0.10202,0.118755
1e-06,0.160919
0.133919,0.080216
0.020752,0.13033
0.21639,0.074288
0.108576,1e-06
1e-06,0.104303
0.023874,0.029066
0.027955,0.112944
0.078164,0.097854
0.131582,0.118391
1e-06,0.107884
0.136331,0.049515
0.003702,0.129038
0.007983,0.115893
0.040031,0.117244
0.049101,0.094743
0.027339,1e-06
0.046349,0.114491
0.063873,0.013315
0.073976,0.191325
0.143154,0.077281
0.060071,1e-06
0.082744,1e-06
0.160986,0.032123
0.058066,0.103171
0.13074,0.10229
0.038434,1e-06
0.083606,0.116928
0.038494,0.005107
0.068715,0.011496
0.008987,0.039046
1e-06,0.030272
0.080462,0.027861
0.097062,0.039463
0.056164,0.067249
0.089182,0.068267
0.004799,0.143714
0.064359,0.068588
0.086888,0.082446
0.013146,0.139701
0.084345,0.044325
0.041894,0.11347
0.007848,0.040476
0.117137,0.088591
0.023808,0.066187
1e-06,0.062269
0.17606,0.023621
0.072486,1e-06
0.03253,0.058303
0.041695,0.067106
1e-06,0.063316
0.049372,0.088362
0.093552,0.015253
0.039884,0.048058
0.039024,0.132891
0.135324,0.027942
0.090383,0.081109
0.041032,0.048309
0.076265,0.005983
0.059524,0.068568
0.075205,0.000354
0.035183,1e-06
0.05747,0.162164
0.014523,0.074545
0.08875,0.023306
0.069244,0.043529
0.069691,1e-06
