File_name,Source,Variance(value),SE
X.ENSG00000057935.13.hsq,V(G)/Vp,0.044562,0.049971
X.ENSG00000058262.9.hsq,V(G)/Vp,0.097378,0.059051
X.ENSG00000058453.16.hsq,V(G)/Vp,0.159845,0.079267
X.ENSG00000058600.15.hsq,V(G)/Vp,0.007310,0.063281
X.ENSG00000058729.10.hsq,V(G)/Vp,0.104918,0.057339
X.ENSG00000058804.11.hsq,V(G)/Vp,0.000001,0.052778
X.ENSG00000059378.12.hsq,V(G)/Vp,0.063319,0.064863
X.ENSG00000059573.8.hsq,V(G)/Vp,0.008039,0.046660
X.ENSG00000059588.9.hsq,V(G)/Vp,0.112343,0.069007
X.ENSG00000059691.11.hsq,V(G)/Vp,0.156935,0.071693
X.ENSG00000059728.10.hsq,V(G)/Vp,0.019160,0.035065
X.ENSG00000059758.7.hsq,V(G)/Vp,0.024399,0.052628
X.ENSG00000060339.13.hsq,V(G)/Vp,0.128026,0.068075
X.ENSG00000060491.16.hsq,V(G)/Vp,0.000001,0.039750
X.ENSG00000060762.18.hsq,V(G)/Vp,0.121743,0.071457
X.ENSG00000060971.17.hsq,V(G)/Vp,0.000001,0.038479
X.ENSG00000061794.12.hsq,V(G)/Vp,0.025210,0.040729
X.ENSG00000061936.9.hsq,V(G)/Vp,0.018686,0.057238
X.ENSG00000061938.16.hsq,V(G)/Vp,0.041823,0.054745
X.ENSG00000062485.18.hsq,V(G)/Vp,0.000001,0.042951
X.ENSG00000062582.13.hsq,V(G)/Vp,0.069051,0.054010
X.ENSG00000062822.12.hsq,V(G)/Vp,0.044622,0.055676
X.ENSG00000063046.17.hsq,V(G)/Vp,0.065636,0.057021
X.ENSG00000063169.10.hsq,V(G)/Vp,0.118012,0.074889
X.ENSG00000063176.15.hsq,V(G)/Vp,0.114940,0.067615
X.ENSG00000063177.12.hsq,V(G)/Vp,0.000001,0.054012
X.ENSG00000063180.8.hsq,V(G)/Vp,0.000001,0.066095
X.ENSG00000063244.12.hsq,V(G)/Vp,0.059462,0.067142
X.ENSG00000063245.14.hsq,V(G)/Vp,0.028939,0.052867
X.ENSG00000063322.13.hsq,V(G)/Vp,0.066146,0.058452
X.ENSG00000063761.15.hsq,V(G)/Vp,0.183491,0.072027
X.ENSG00000063978.15.hsq,V(G)/Vp,0.040447,0.045881
X.ENSG00000064102.14.hsq,V(G)/Vp,0.007204,0.043431
X.ENSG00000064201.15.hsq,V(G)/Vp,0.083375,0.065417
X.ENSG00000064313.11.hsq,V(G)/Vp,0.081345,0.060200
X.ENSG00000064490.13.hsq,V(G)/Vp,0.035490,0.062756
X.ENSG00000064545.14.hsq,V(G)/Vp,0.061328,0.069090
X.ENSG00000064607.16.hsq,V(G)/Vp,0.065634,0.067328
X.ENSG00000064703.11.hsq,V(G)/Vp,0.096069,0.058771
X.ENSG00000064726.9.hsq,V(G)/Vp,0.095512,0.064283
X.ENSG00000064933.17.hsq,V(G)/Vp,0.000001,0.044868
X.ENSG00000064961.18.hsq,V(G)/Vp,0.035440,0.055113
X.ENSG00000065000.15.hsq,V(G)/Vp,0.062654,0.064652
X.ENSG00000065029.14.hsq,V(G)/Vp,0.030365,0.053588
X.ENSG00000065057.7.hsq,V(G)/Vp,0.146557,0.066052
X.ENSG00000065060.16.hsq,V(G)/Vp,0.144923,0.059667
X.ENSG00000065150.18.hsq,V(G)/Vp,0.021052,0.057190
X.ENSG00000065183.15.hsq,V(G)/Vp,0.119501,0.061888
X.ENSG00000065268.10.hsq,V(G)/Vp,0.214911,0.090528
X.ENSG00000065308.4.hsq,V(G)/Vp,0.120435,0.058039
X.ENSG00000065357.19.hsq,V(G)/Vp,0.003052,0.032286
X.ENSG00000065427.14.hsq,V(G)/Vp,0.060943,0.051726
X.ENSG00000065518.7.hsq,V(G)/Vp,0.076299,0.051428
X.ENSG00000065600.12.hsq,V(G)/Vp,0.000001,0.048321
X.ENSG00000065675.14.hsq,V(G)/Vp,0.019825,0.061619
X.ENSG00000065717.14.hsq,V(G)/Vp,0.051107,0.069739
X.ENSG00000065809.13.hsq,V(G)/Vp,0.037139,0.056504
X.ENSG00000065911.11.hsq,V(G)/Vp,0.000001,0.046148
X.ENSG00000065970.8.hsq,V(G)/Vp,0.000001,0.056506
X.ENSG00000065989.15.hsq,V(G)/Vp,0.154691,0.083070
X.ENSG00000066044.14.hsq,V(G)/Vp,0.075774,0.070364
X.ENSG00000066117.14.hsq,V(G)/Vp,0.077817,0.054735
X.ENSG00000066294.14.hsq,V(G)/Vp,0.223450,0.085423
X.ENSG00000066379.14.hsq,V(G)/Vp,0.094827,0.041930
X.ENSG00000066583.11.hsq,V(G)/Vp,0.083970,0.053622
X.ENSG00000066651.18.hsq,V(G)/Vp,0.007958,0.044430
X.ENSG00000066654.13.hsq,V(G)/Vp,0.127778,0.072528
X.ENSG00000066855.15.hsq,V(G)/Vp,0.002542,0.050769
X.ENSG00000067057.16.hsq,V(G)/Vp,0.119822,0.072869
X.ENSG00000067082.14.hsq,V(G)/Vp,0.055729,0.057313
X.ENSG00000067167.7.hsq,V(G)/Vp,0.000001,0.045003
X.ENSG00000067191.15.hsq,V(G)/Vp,0.072755,0.069414
X.ENSG00000067248.9.hsq,V(G)/Vp,0.034354,0.047934
X.ENSG00000067369.13.hsq,V(G)/Vp,0.063963,0.062429
X.ENSG00000067560.10.hsq,V(G)/Vp,0.000001,0.042711
X.ENSG00000067704.9.hsq,V(G)/Vp,0.064397,0.049696
X.ENSG00000067955.13.hsq,V(G)/Vp,0.000001,0.053011
X.ENSG00000068028.17.hsq,V(G)/Vp,0.036545,0.051323
X.ENSG00000068097.14.hsq,V(G)/Vp,0.306388,0.085424
X.ENSG00000068120.14.hsq,V(G)/Vp,0.058006,0.055189
X.ENSG00000068654.15.hsq,V(G)/Vp,0.162134,0.073555
X.ENSG00000068724.15.hsq,V(G)/Vp,0.070168,0.054121
X.ENSG00000068796.16.hsq,V(G)/Vp,0.044165,0.054783
X.ENSG00000068831.18.hsq,V(G)/Vp,0.032065,0.040894
X.ENSG00000068885.14.hsq,V(G)/Vp,0.121165,0.065638
X.ENSG00000068903.19.hsq,V(G)/Vp,0.040854,0.063072
X.ENSG00000068912.13.hsq,V(G)/Vp,0.054246,0.052325
X.ENSG00000069248.11.hsq,V(G)/Vp,0.091637,0.059275
X.ENSG00000069275.12.hsq,V(G)/Vp,0.014457,0.055007
X.ENSG00000069424.14.hsq,V(G)/Vp,0.028229,0.047878
X.ENSG00000069493.14.hsq,V(G)/Vp,0.161559,0.071185
X.ENSG00000069667.15.hsq,V(G)/Vp,0.094207,0.067356
X.ENSG00000069702.10.hsq,V(G)/Vp,0.116463,0.073302
X.ENSG00000069956.11.hsq,V(G)/Vp,0.072994,0.059174
X.ENSG00000069966.18.hsq,V(G)/Vp,0.062777,0.057487
X.ENSG00000069998.12.hsq,V(G)/Vp,0.162418,0.077017
X.ENSG00000070047.11.hsq,V(G)/Vp,0.175974,0.082859
X.ENSG00000070061.14.hsq,V(G)/Vp,0.079977,0.061460
X.ENSG00000070366.13.hsq,V(G)/Vp,0.112393,0.081068
X.ENSG00000070423.17.hsq,V(G)/Vp,0.096051,0.080313
X.ENSG00000070610.14.hsq,V(G)/Vp,0.121578,0.071428
X.ENSG00000070718.11.hsq,V(G)/Vp,0.000001,0.060030
X.ENSG00000070756.15.hsq,V(G)/Vp,0.018062,0.050353
X.ENSG00000070761.7.hsq,V(G)/Vp,0.133117,0.064910
X.ENSG00000070770.8.hsq,V(G)/Vp,0.061111,0.063892
X.ENSG00000070785.16.hsq,V(G)/Vp,0.093205,0.061772
X.ENSG00000070814.17.hsq,V(G)/Vp,0.092517,0.061768
X.ENSG00000070882.12.hsq,V(G)/Vp,0.121616,0.068705
X.ENSG00000070950.9.hsq,V(G)/Vp,0.153489,0.069959
X.ENSG00000070961.15.hsq,V(G)/Vp,0.056971,0.062053
X.ENSG00000071073.12.hsq,V(G)/Vp,0.148445,0.075360
X.ENSG00000071082.10.hsq,V(G)/Vp,0.000001,0.053066
X.ENSG00000071127.16.hsq,V(G)/Vp,0.011913,0.028447
X.ENSG00000071205.11.hsq,V(G)/Vp,0.037819,0.058985
X.ENSG00000071462.11.hsq,V(G)/Vp,0.000001,0.054958
X.ENSG00000071575.11.hsq,V(G)/Vp,0.090761,0.065700
X.ENSG00000071626.16.hsq,V(G)/Vp,0.097480,0.083630
X.ENSG00000071655.17.hsq,V(G)/Vp,0.178059,0.079542
X.ENSG00000071894.16.hsq,V(G)/Vp,0.267713,0.088597
X.ENSG00000071994.10.hsq,V(G)/Vp,0.091120,0.058692
X.ENSG00000072042.12.hsq,V(G)/Vp,0.041670,0.050106
X.ENSG00000072062.13.hsq,V(G)/Vp,0.000001,0.050802
X.ENSG00000072071.16.hsq,V(G)/Vp,0.166307,0.074530
X.ENSG00000072121.15.hsq,V(G)/Vp,0.043748,0.055580
X.ENSG00000072135.12.hsq,V(G)/Vp,0.047713,0.034514
X.ENSG00000072210.18.hsq,V(G)/Vp,0.024950,0.042227
X.ENSG00000072364.12.hsq,V(G)/Vp,0.149532,0.063904
X.ENSG00000072415.8.hsq,V(G)/Vp,0.000001,0.027383
X.ENSG00000072736.18.hsq,V(G)/Vp,0.138333,0.074459
X.ENSG00000072778.19.hsq,V(G)/Vp,0.067326,0.065326
X.ENSG00000072786.12.hsq,V(G)/Vp,0.009740,0.064258
X.ENSG00000072818.11.hsq,V(G)/Vp,0.099183,0.067570
X.ENSG00000072858.10.hsq,V(G)/Vp,0.057285,0.061956
X.ENSG00000072958.8.hsq,V(G)/Vp,0.013679,0.051060
X.ENSG00000073050.11.hsq,V(G)/Vp,0.038769,0.046581
X.ENSG00000073169.13.hsq,V(G)/Vp,0.039872,0.045597
X.ENSG00000073350.13.hsq,V(G)/Vp,0.127134,0.075721
X.ENSG00000073417.14.hsq,V(G)/Vp,0.024765,0.048992
X.ENSG00000073536.17.hsq,V(G)/Vp,0.113025,0.064243
X.ENSG00000073578.16.hsq,V(G)/Vp,0.000001,0.034433
X.ENSG00000073584.18.hsq,V(G)/Vp,0.129578,0.064880
X.ENSG00000073605.18.hsq,V(G)/Vp,0.172613,0.084362
X.ENSG00000073849.14.hsq,V(G)/Vp,0.062870,0.066301
X.ENSG00000073861.2.hsq,V(G)/Vp,0.089238,0.067134
X.ENSG00000074071.14.hsq,V(G)/Vp,0.095274,0.053858
X.ENSG00000074201.8.hsq,V(G)/Vp,0.125585,0.066384
X.ENSG00000074266.19.hsq,V(G)/Vp,0.059026,0.053563
X.ENSG00000074370.17.hsq,V(G)/Vp,0.029159,0.038750
X.ENSG00000074582.12.hsq,V(G)/Vp,0.163381,0.073371
X.ENSG00000074695.5.hsq,V(G)/Vp,0.000001,0.060258
X.ENSG00000074696.12.hsq,V(G)/Vp,0.142382,0.068879
X.ENSG00000074842.7.hsq,V(G)/Vp,0.095543,0.074040
X.ENSG00000074855.10.hsq,V(G)/Vp,0.212903,0.091599
