module,variable,value
34,Before,170.4239666
34,Before,67.61830437
34,Before,112.4524034
34,Before,53.47643387
34,Before,85.4674792
72,Before,91.73478666
72,Before,22.57695497
72,Before,53.71378596
34,Before,52.38490978
72,Before,56.88005319
34,Before,97.69654636
34,Before,198.0106564
72,Before,182.9695408
34,Before,32.36104338
34,Before,181.4192849
34,Before,202.8793406
72,Before,86.62296518
34,Before,22.26760515
74,Before,4.821267981
72,Before,120.1548585
34,Before,138.8258962
72,Before,261.8300854
34,Before,49.11778845
34,Before,71.62808191
34,Before,65.53162594
34,Before,63.61778924
72,Before,273.8731087
72,Before,90.23502411
34,Before,39.11388031
34,Before,84.00354169
34,Before,180.2527774
34,Before,54.29064936
34,Before,151.8856554
34,Before,117.3867451
72,Before,131.9815171
34,Before,274.7183327
34,Before,217.4562882
72,Before,156.952534
34,Before,171.1802272
72,Before,333.8292938
34,Before,191.4174182
72,Before,115.0360571
72,Before,72.11916369
72,Before,297.7336046
72,Before,327.1515616
34,Before,156.685318
34,Before,189.8512248
72,Before,327.1661766
34,Before,129.5340911
34,Before,249.6431068
34,Before,229.0477283
72,Before,40.99514962
34,Before,174.7242828
34,Before,48.82305249
72,Before,156.8857863
34,Before,165.3431373
34,Before,200.4359902
34,Before,228.9736118
72,Before,167.6022967
72,Before,116.07989
34,Before,154.614412
72,Before,151.9402565
72,Before,26.13066523
34,Before,69.0117007
34,Before,83.52410746
34,Before,71.84755151
72,Before,103.8563196
72,Before,308.2241544
72,Before,155.8713469
72,Before,205.410437
34,Before,63.68502032
34,Before,83.91492816
72,Before,145.7478621
72,Before,208.1622146
72,Before,214.4244614
72,Before,193.4763885
72,Before,129.8008216
72,Before,31.65470287
72,Before,77.68983126
72,Before,130.4487376
72,Before,271.9333383
34,Before,43.03596419
34,Before,136.8377182
34,Before,207.7727521
34,Before,126.1789258
72,Before,24.75709432
34,Before,61.53109017
34,Before,87.56225504
34,Before,74.42210727
34,Before,152.868205
75,Before,2.129963009
34,Before,75.59913537
34,Before,92.65899651
34,Before,40.73548372
34,Before,159.1976983
34,Before,32.9311117
34,Before,44.46990323
72,Before,95.64252975
34,Before,193.9836718
34,Before,39.26690688
72,Before,81.2213175
34,Before,40.66172159
34,Before,45.3479424
34,Before,45.14170941
34,Before,167.4739238
34,Before,71.21859043
72,Before,60.88860015
72,Before,95.81683414
34,Before,63.25147681
34,Before,210.3455202
72,Before,160.9920795
34,Before,58.11227568
34,Before,37.12383174
34,Before,30.79658974
34,Before,94.99559163
34,Before,123.0034365
72,Before,101.5160269
34,Before,175.4961771
34,Before,74.93732274
34,Before,17.39760727
34,Before,198.5555363
34,Before,125.6386147
75,Before,2.919150757
34,Before,87.51323757
34,Before,78.29284779
34,Before,155.2435627
34,Before,151.2634063
72,Before,156.3275502
34,Before,94.09224289
34,Before,219.0952642
34,Before,128.4790527
34,Before,214.3888141
34,Before,146.6866869
72,Before,37.67289368
34,Before,111.8461643
34,Before,52.75179599
72,Before,167.314543
72,Before,70.11443859
34,Before,98.06616568
34,Before,220.7163109
72,Before,120.3834314
34,Before,98.3676338
72,Before,218.7877947
34,Before,71.46457505
34,Before,277.8561414
34,Before,170.5003106
34,Before,98.87013512
34,Before,103.5794774
34,Before,159.2356323
34,Before,123.401633
34,Before,24.31487632
34,Before,84.5844237
34,Before,202.8701211
72,Before,243.1512106
34,Before,31.77427473
34,Before,79.7515561
34,Before,73.93712873
72,Before,273.9258531
72,Before,47.07137615
34,Before,208.1442183
72,Before,50.45244617
34,Before,119.7515363
72,Before,204.7158373
72,Before,84.73038457
34,Before,130.2267538
34,Before,75.70357861
72,Before,177.562271
34,Before,176.926652
34,Before,58.47669741
34,Before,171.244577
34,Before,100.3588704
66,Before,5.942195835
72,Before,197.1244306
34,Before,62.22258423
72,Before,191.514536
72,Before,75.19407009
72,Before,87.55123914
34,Before,51.00217531
34,Before,71.25696995
34,Before,202.4175983
72,Before,27.78817806
34,Before,161.8744878
72,Before,151.8290413
34,Before,173.0158823
34,Before,110.8977797
72,Before,184.4860205
72,Before,133.5202023
34,Before,72.58719977
72,Before,238.5916404
34,Before,12.83701998
34,Before,152.0074132
72,Before,112.5911756
72,Before,27.41382101
72,Before,23.38165162
72,Before,251.1063677
34,Before,59.08050925
72,Before,285.5391412
34,Before,163.3242422
34,Before,119.6990118
34,Before,67.53346314
34,Before,94.06615832
72,Before,88.33274396
34,Before,94.96393755
34,Before,100.7455351
34,Before,111.1046218
72,Before,199.1912084
66,Before,15.00961978
34,Before,156.8511903
72,Before,120.0118236
34,Before,163.7646741
72,Before,182.5926035
34,Before,127.8333477
34,Before,194.1446158
34,Before,92.78449785
34,Before,203.4217318
34,Before,73.81977639
34,Before,123.0520523
72,Before,36.01524165
34,Before,173.3404351
34,Before,211.6362457
72,Before,161.562802
34,Before,147.677419
72,Before,216.0592776
34,Before,71.12180634
72,Before,122.8694245
34,Before,104.0692244
34,Before,79.98221913
72,Before,82.76415516
34,Before,164.374206
34,Before,275.1946498
72,Before,89.79696524
34,Before,178.6679361
34,Before,91.64702177
34,Before,56.4536098
34,Before,178.2337773
72,Before,73.53364494
72,Before,51.66537994
34,Before,160.7090539
34,Before,232.4256197
72,Before,284.1985679
34,Before,293.8352834
34,Before,181.9217534
34,Before,126.7066012
34,Before,166.4713495
34,Before,41.90598367
34,Before,158.7920697
72,Before,109.7068679
34,Before,130.8271646
72,Before,205.5889812
72,Before,99.74163826
72,Before,112.1732697
34,Before,171.2748496
34,Before,65.17513176
34,Before,164.5259719
34,Before,142.4230532
72,Before,279.0181285
34,Before,135.426081
72,Before,59.99697996
72,Before,174.2441922
72,Before,236.1110098
34,Before,69.68251479
34,Before,282.4915432
72,Before,233.4917165
34,Before,149.321983
34,Before,269.2387399
72,Before,232.1749909
34,Before,99.98560913
72,Before,55.17705058
72,Before,125.2188694
72,Before,175.0899539
72,Before,132.72347
34,Before,56.71953619
34,Before,171.7100569
34,Before,220.121832
34,Before,230.5812256
34,Before,199.8677696
34,Before,109.3616767
34,Before,24.57317328
34,Before,174.6666468
34,Before,239.0281355
34,Before,247.7010213
34,Before,233.4735534
72,Before,140.360949
75,Before,2.93621509
34,Before,138.1533878
34,Before,90.70237801
34,Before,156.2083678
34,Before,173.4342184
34,Before,124.6177792
34,Before,188.2027599
34,Before,85.62623488
72,Before,90.17360452
72,Before,191.8469886
72,Before,140.0546258
72,Before,285.0276086
34,Before,91.77205025
34,Before,112.6316436
72,Before,197.8392498
34,Before,46.69258376
34,Before,59.60719502
34,Before,218.5832932
34,Before,69.5385098
72,Before,28.3689239
34,Before,40.66612633
34,Before,232.0597525
34,Before,234.3033965
34,Before,78.86364496
72,Before,170.9824146
34,Before,133.4226321
34,Before,28.59641886
72,Before,113.0482035
34,Before,119.9895267
34,Before,3.589179106
34,Before,144.5659974
34,Before,126.0199538
34,Before,27.16235288
34,Before,46.45830743
34,Before,69.87253267
34,Before,71.61463768
34,Before,73.28887833
72,Before,139.8536237
34,Before,113.2221121
34,Before,134.0215932
72,Before,182.2256605
34,Before,43.60936604
34,Before,171.804288
34,Before,192.7708921
34,Before,137.554015
34,Before,72.82054176
34,Before,111.0579556
34,Before,158.8067462
34,Before,52.88641543
34,Before,95.48316916
34,Before,94.6829376
34,Before,30.63318736
72,Before,29.02134434
34,Before,59.70658311
72,Before,145.8506398
72,Before,299.3143804
34,Before,203.1091711
72,Before,230.3769066
34,Before,83.5218387
34,Before,133.2014972
34,Before,85.01286052
72,Before,205.9173011
72,Before,39.86758588
72,Before,90.96367135
34,Before,61.71379139
72,Before,212.6350928
72,Before,151.1358949
34,Before,146.0212951
34,Before,202.1606242
34,Before,77.23309678
72,Before,157.2877173
72,Before,251.1304147
34,Before,177.6016548
34,Before,159.4725937
72,Before,177.7155842
34,Before,129.353228
72,Before,45.28360228
66,Before,8.279245288
72,Before,213.7775241
34,Before,187.5138189
72,Before,288.356985
72,Before,190.9487327
72,Before,209.5816158
72,Before,217.8659616
72,Before,217.7628816
72,Before,24.76288244
72,Before,140.461762
34,Before,79.19049512
72,Before,38.15041724
72,Before,27.79297033
72,Before,85.81884002
72,Before,277.7490879
34,Before,93.97772136
72,Before,197.4724612
34,Before,364.5418968
34,Before,59.03862098
72,Before,143.2075016
72,Before,134.2511775
34,Before,240.0082698
72,Before,219.5114527
72,Before,227.2244235
34,Before,133.5687835
34,Before,81.26188655
72,Before,172.9968125
72,Before,215.2551667
34,Before,175.9888709
34,Before,7.886852184
34,Before,232.0979924
72,Before,264.7849213
34,Before,242.5952446
34,Before,166.7297087
34,Before,105.6724305
34,Before,32.82947747
72,Before,61.1355742
34,Before,126.5935744
34,Before,241.1280601
34,Before,84.60342829
72,Before,26.42258472
66,Before,10.67497636
34,Before,197.4290277
72,Before,231.6890111
72,Before,203.2832009
72,Before,100.1470123
34,Before,263.4558894
72,Before,39.07802236
34,Before,117.2255454
34,Before,243.324333
34,Before,34.79215252
72,Before,106.5205506
72,Before,129.7594397
34,Before,262.9038629
72,Before,168.8743212
34,Before,259.8643321
72,Before,153.1031699
34,Before,119.7532983
34,Before,100.4722296
34,Before,166.0504529
72,Before,199.4135675
34,Before,233.8274395
72,Before,215.3307138
72,Before,138.6191531
34,Before,193.4929907
34,Before,195.5674684
72,Before,31.30976328
72,Before,64.50470809
72,Before,50.26955969
72,Before,95.68543546
72,Before,34.82510644
72,Before,302.4308419
34,Before,76.55716077
34,Before,208.0252372
34,Before,64.74850585
72,Before,98.30868037
34,Before,258.4521336
72,Before,125.0580006
34,Before,59.59376403
72,Before,120.654805
72,Before,97.33508808
34,Before,238.3125757
72,Before,146.1949159
72,Before,157.820857
34,Before,160.0530246
34,Before,249.0147879
72,Before,167.0837324
34,Before,297.3365175
72,Before,237.9327276
72,Before,41.77740696
34,Before,164.0509438
72,Before,393.8257756
34,Before,63.48952049
72,Before,94.47876971
72,Before,25.02094043
34,Before,199.4720591
34,Before,311.3120346
34,Before,94.55796504
72,Before,258.7974693
72,Before,26.60471015
72,Before,20.63899052
34,Before,115.0680939
34,Before,67.23996194
34,Before,65.11502596
72,Before,31.36379793
34,Before,93.15659691
66,Before,9.925567387
34,Before,168.1087193
72,Before,264.8290502
34,Before,112.0807677
34,Before,163.9327042
72,Before,195.9315341
34,Before,136.5544784
72,Before,48.57604397
34,Before,97.33427559
34,Before,184.5571811
72,Before,210.6074456
34,Before,49.11804958
34,Before,79.45099127
34,Before,189.6453281
72,Before,103.2111346
34,Before,22.9094279
34,Before,154.1982575
34,Before,100.8338137
72,Before,47.7642
34,Before,108.0824802
72,Before,118.6486479
72,Before,120.7192482
72,Before,90.01178444
34,Before,90.9429027
72,Before,117.8807509
72,Before,152.7100059
34,Before,38.50918293
34,Before,132.6845885
34,Before,56.16712803
34,Before,102.0842029
72,Before,155.7302589
34,Before,206.577491
34,Before,16.58763696
34,Before,217.8224537
72,Before,157.2342439
72,Before,175.3904219
34,Before,251.3230639
72,Before,163.7148435
72,Before,101.7046273
72,Before,135.8863424
72,Before,225.3514228
72,Before,49.57819896
72,Before,244.9929402
34,Before,153.2595915
72,Before,130.5385825
72,Before,198.0290556
72,Before,201.0966442
34,Before,27.28436742
34,Before,231.384754
72,Before,188.2826809
34,Before,237.928624
34,Before,119.8163788
34,Before,157.3278431
72,Before,299.3627022
72,Before,252.1674855
72,Before,187.8667764
72,Before,49.56014927
72,Before,183.8026107
72,Before,184.7234912
34,Before,236.1647868
72,Before,111.7086809
72,Before,213.7905701
34,Before,96.6740486
72,Before,324.3758685
34,Before,112.9579503
34,Before,45.0721866
34,Before,61.54426754
34,Before,149.6987244
34,Before,156.4544362
72,Before,226.241238
72,Before,366.5977096
72,Before,96.7285079
34,Before,335.9421208
72,Before,178.7315331
34,Before,95.53940174
72,Before,138.733181
34,Before,114.1597699
34,Before,247.956321
34,Before,58.13394391
72,Before,39.12659873
34,Before,75.7667109
72,Before,180.235827
34,Before,123.0588282
34,Before,180.0692929
34,Before,114.5109742
34,Before,157.9814961
34,Before,233.5637894
34,Before,200.8179973
34,Before,91.61189702
34,Before,109.7409036
72,Before,152.8908102
34,Before,65.7641819
34,Before,133.338914
72,Before,28.68164136
72,Before,322.3526231
72,Before,176.9543652
34,Before,119.7938136
34,Before,237.0227998
34,Before,214.1161792
72,Before,296.9653624
72,Before,362.7874971
34,Before,83.92844038
34,Before,264.1968848
34,Before,54.54847548
34,Before,163.3435846
34,Before,153.032447
34,Before,157.6580935
34,Before,131.7447826
72,Before,263.3715145
72,Before,251.9126526
34,Before,50.64235353
34,Before,177.8356165
72,Before,23.92015755
34,Before,130.6017393
72,Before,174.4374856
34,Before,116.1084994
72,Before,23.08842189
34,Before,247.5510713
34,Before,281.8344435
34,Before,183.1203058
34,Before,51.5252266
34,Before,79.18364932
34,Before,144.05073
34,Before,56.96667658
72,Before,198.4692991
34,Before,75.54658641
72,Before,215.7533175
72,Before,362.9638275
72,Before,56.82724411
34,Before,124.6356145
34,Before,162.2494672
34,Before,146.7478129
72,Before,84.27833512
72,Before,200.3765122
34,Before,83.47952657
34,Before,33.10995711
72,Before,30.3514235
72,Before,79.05712257
72,Before,86.80677625
72,Before,189.1135626
75,Before,3.23741431
34,Before,109.4459038
34,Before,204.628362
34,Before,109.1247616
34,Before,137.705204
34,Before,112.2842631
34,Before,254.2860455
34,Before,86.62850267
34,Before,124.0139686
34,Before,50.07947853
72,Before,220.7182452
72,Before,78.43455929
72,Before,60.13565888
34,Before,182.124224
34,Before,308.8046695
34,Before,24.93559076
72,Before,130.1505152
34,Before,18.97144672
34,Before,240.36593
34,Before,48.13873526
72,Before,170.9281787
34,Before,107.8092002
72,Before,158.8592113
34,Before,104.7223277
34,Before,148.245277
34,Before,166.9172082
72,Before,170.6590643
34,Before,47.4562566
34,Before,21.10993774
34,Before,102.6783228
34,Before,47.25725352
34,Before,26.53606726
34,Before,133.5108106
34,Before,40.02809658
34,Before,80.28890881
34,Before,61.18268
34,Before,42.40288561
34,Before,118.3819153
72,Before,136.1695528
34,Before,114.8129326
34,Before,163.7150916
72,Before,160.2761513
34,Before,42.57022442
34,Before,260.9187078
72,Before,252.9170157
34,Before,27.60182098
66,Before,18.6589905
72,Before,62.81399121
34,Before,133.1663544
34,Before,104.1254723
34,Before,87.39193432
72,Before,26.13332185
34,Before,54.31420338
34,Before,114.8398815
34,Before,117.0961015
72,Before,174.9365132
72,Before,197.0093923
34,Before,20.20723867
34,Before,25.38069217
72,Before,42.30272838
72,Before,139.8328247
34,Before,38.85304378
72,Before,233.3272353
34,Before,31.95687613
34,Before,146.0018394
72,Before,166.9938025
34,Before,50.84347715
34,Before,144.3373688
72,Before,158.0105134
34,Before,126.3114003
34,Before,212.7836302
34,Before,47.68904498
34,Before,201.4682893
72,Before,121.329413
72,Before,137.0929835
34,Before,232.266843
72,Before,89.4673662
34,Before,72.03803405
34,Before,81.23611562
34,Before,116.8722717
34,Before,82.41338185
34,Before,14.63157325
72,Before,103.1915281
34,Before,127.9104633
72,Before,112.6123456
34,Before,249.7016897
72,Before,347.5191013
34,Before,188.5356128
66,Before,15.77774794
72,Before,90.21620145
34,Before,90.55955013
72,Before,99.12276437
34,Before,81.12777294
34,Before,24.87888747
34,Before,161.5024183
34,Before,77.81596454
34,Before,45.67755686
34,Before,150.1679946
72,Before,282.6644697
34,Before,17.47988025
72,Before,129.445024
72,Before,198.5477
34,Before,128.208408
72,Before,262.613455
34,Before,89.59287619
34,Before,125.5937115
72,Before,188.7758519
72,Before,178.6200539
34,Before,112.3149063
34,Before,102.8814778
72,Before,39.8467316
72,Before,75.94466571
72,Before,278.2638418
34,Before,181.6748991
34,Before,177.5370857
34,Before,108.7224702
72,Before,209.7531865
34,Before,106.6278953
34,Before,250.512387
34,Before,183.7963684
34,Before,96.96626324
34,Before,229.7743432
66,Before,10.53647698
34,Before,27.06573984
34,Before,31.90596952
72,Before,89.24630607
72,Before,174.1314358
72,Before,132.74265
75,Before,2.280590904
72,Before,169.1418536
72,Before,71.4312102
72,Before,185.8449728
34,Before,191.2651006
72,Before,56.00165085
34,Before,6.009624715
34,Before,146.3376071
34,Before,134.5162414
34,Before,105.7926609
72,Before,82.80187779
34,Before,39.86001832
34,Before,150.2050995
72,Before,167.7542248
72,Before,165.6928471
34,Before,90.59428349
72,Before,89.802321
34,Before,90.75938076
72,Before,84.44918204
72,Before,188.8593857
34,Before,62.79012748
34,Before,105.1256943
34,Before,81.04698488
72,Before,49.02909617
72,Before,254.3251848
72,Before,111.7305448
72,Before,176.9794476
72,Before,85.76131843
72,Before,347.6871999
34,Before,183.3307482
72,Before,199.3780868
72,Before,225.5844694
72,Before,67.32046417
72,Before,149.4097703
34,Before,221.8416733
72,Before,37.40055322
72,Before,178.6720681
34,Before,138.9936927
34,Before,141.0880306
34,Before,143.3162058
34,Before,141.8183163
72,Before,104.916501
34,Before,82.10540555
34,Before,108.9412288
34,Before,174.6970919
34,Before,278.6155002
34,Before,184.9656409
34,Before,100.2537718
72,Before,76.99182695
34,Before,57.05441121
72,Before,337.4587562
72,Before,37.96869552
72,Before,43.31899175
72,Before,168.0801085
34,Before,132.8326239
34,Before,24.73397409
34,Before,66.29849358
72,Before,45.60400938
72,Before,200.1763948
72,Before,231.453614
34,Before,67.45223002
72,Before,94.05673013
72,Before,38.66717038
72,Before,197.6552811
34,Before,92.04174964
72,Before,69.77783692
72,Before,54.79111485
34,Before,5.948172836
72,Before,79.23148848
34,Before,160.3064397
72,Before,18.89803637
34,Before,171.8536094
34,Before,118.0199314
72,Before,207.1633807
34,Before,111.4749755
72,Before,194.5291852
34,Before,92.36427775
34,Before,38.81342836
34,Before,58.79466359
34,Before,57.72743262
72,Before,139.5690993
34,Before,81.02625593
72,Before,361.9844172
72,Before,199.7271975
34,Before,83.33279658
72,Before,116.1494256
34,Before,141.22181
72,Before,30.35825366
34,Before,56.03276505
34,Before,70.16204468
72,Before,31.76914195
34,Before,264.7084179
34,Before,89.20297805
72,Before,170.4248821
72,Before,315.6316544
34,Before,181.8569562
34,Before,23.84658519
72,Before,244.8544788
72,Before,152.8889596
72,Before,105.1210861
34,Before,127.6871038
72,Before,27.41463873
34,Before,86.69123516
34,Before,167.1413296
34,Before,156.1064873
34,Before,183.5442005
34,Before,288.0120986
34,Before,113.4216664
34,Before,73.62023741
34,Before,39.67336016
72,Before,55.03552244
34,Before,85.11250088
34,Before,43.42742294
34,Before,158.4266257
72,Before,291.1963377
34,Before,193.7884626
34,Before,175.6498899
72,Before,122.6622864
34,Before,82.55850895
34,Before,31.14841376
34,Before,102.6097302
72,Before,212.5564496
72,Before,330.7372048
72,Before,172.4162297
72,Before,242.2987785
34,Before,80.15875927
34,Before,310.0365386
34,Before,116.385531
72,Before,298.5525034
34,Before,20.28875896
72,Before,182.3341576
34,Before,93.26488507
72,Before,24.76566323
72,Before,184.6763813
72,Before,150.7990853
34,Before,32.28823865
34,Before,138.2421005
34,Before,177.2062371
34,Before,74.5581517
72,Before,143.7579798
72,Before,35.16850444
72,Before,330.259551
72,Before,327.0349502
72,Before,239.4373706
72,Before,150.4562156
34,Before,198.9342283
34,Before,238.2617244
72,Before,203.3835914
72,Before,81.91023523
34,Before,198.6081784
34,Before,172.1815177
34,Before,7.007087184
72,Before,148.2973692
34,Before,42.10268908
34,Before,195.8535856
72,Before,103.812869
34,Before,81.32789957
34,Before,269.7244374
34,Before,72.95476243
34,Before,101.9702223
34,Before,117.2703166
72,Before,170.1104743
34,Before,64.15296316
72,Before,89.69126075
72,Before,49.76057604
72,Before,27.69275688
72,Before,287.8109649
34,Before,141.3833699
34,Before,177.2832712
34,Before,184.0836401
34,Before,197.0571745
34,Before,37.10651434
34,Before,197.1214309
66,Before,17.77479776
72,Before,125.3359314
34,Before,71.03696847
72,Before,115.998465
34,Before,41.06132037
72,Before,78.78538129
72,Before,46.2057451
72,Before,164.4860675
34,Before,122.0539185
34,Before,178.6780809
72,Before,115.133489
72,Before,347.1357308
34,Before,66.75990424
72,Before,59.3597183
34,Before,198.4289831
34,Before,62.76293182
34,Before,166.9122433
34,Before,187.7683325
34,Before,38.89807672
72,Before,115.4884371
34,Before,197.8855004
34,Before,234.4847325
72,Before,169.1849683
72,Before,55.80226077
72,Before,53.81870422
34,Before,141.7926148
34,Before,164.4864291
72,Before,13.73472373
34,Before,291.9231384
72,Before,59.81146721
72,Before,65.22575185
34,Before,70.81499993
34,Before,145.8096569
72,Before,42.55954244
34,Before,81.51018973
34,Before,61.36120535
72,Before,178.1314374
72,Before,106.4368614
34,Before,111.0666109
72,Before,150.3169477
34,Before,112.0657965
34,Before,123.3369401
34,Before,174.455145
34,Before,177.0159333
34,Before,221.8349544
72,Before,47.57158708
72,Before,212.2716751
34,Before,75.1352796
34,Before,115.227934
72,Before,257.8446864
34,Before,83.95895306
34,Before,70.89946866
72,Before,176.7565246
72,Before,97.79436641
34,Before,51.24271244
72,Before,213.9565472
72,Before,43.96159907
34,Before,344.8929026
34,Before,185.3489174
72,Before,91.91333201
72,Before,209.8421344
72,Before,221.9864765
72,Before,138.7544941
72,Before,220.8124901
34,Before,107.8027547
34,Before,99.27001911
34,Before,179.6231061
34,Before,104.9458047
72,Before,42.22961877
34,Before,129.0539685
34,Before,101.4166807
72,Before,129.4532767
34,Before,143.7426653
34,Before,27.00851077
34,Before,144.8033863
72,Before,40.94675369
34,Before,33.93318386
72,Before,100.1012321
34,Before,39.23878053
34,Before,122.1532714
34,Before,155.2452003
34,Before,137.5923868
34,Before,135.9832264
34,Before,193.9691089
72,Before,53.81568819
34,Before,48.74504904
34,Before,60.55679951
34,Before,16.43477699
72,Before,39.63956717
34,Before,134.9441813
34,Before,281.3853472
72,Before,375.995323
34,Before,20.09756359
34,Before,149.3084683
34,Before,21.12383581
72,Before,61.78360282
34,Before,81.94984906
34,Before,50.63008846
34,Before,40.56567578
34,Before,140.3236562
34,Before,139.2881243
72,Before,179.7647672
34,Before,90.81445178
34,Before,40.65777418
34,Before,133.8052913
34,Before,216.9663433
34,Before,186.5410939
72,Before,49.7235195
72,Before,163.2163285
34,Before,36.2991191
34,Before,55.80228954
34,Before,190.6606957
34,Before,57.1549456
34,Before,136.8799727
72,Before,103.3584881
34,Before,195.0558323
34,Before,62.57061685
34,Before,44.90678837
72,Before,101.7957621
34,Before,182.4176102
72,Before,130.9420041
34,Before,165.124014
72,Before,109.9831964
72,Before,64.8618978
34,Before,143.2862671
34,Before,67.41254435
34,Before,51.32010707
34,Before,72.57086744
34,Before,26.3869847
34,Before,78.51474223
34,Before,54.87086584
72,Before,7.668413139
72,Before,145.474286
72,Before,187.2622257
34,Before,116.0580723
72,Before,43.25473612
34,Before,14.946897
34,Before,14.50025443
34,Before,82.34085414
72,Before,109.469812
34,Before,255.997068
34,Before,37.65650481
34,Before,63.948
34,Before,272.3513415
72,Before,241.880738
34,Before,90.05299749
72,Before,122.8703141
34,Before,59.61713033
66,Before,15.54941662
72,Before,133.1173981
72,Before,171.9246192
34,Before,204.4171977
34,Before,267.4433001
34,Before,142.6329378
72,Before,19.856646
72,Before,195.4749586
72,Before,198.3338843
72,Before,257.9898126
34,Before,253.9404751
34,Before,34.26979953
72,Before,138.999799
34,Before,8.902213423
72,Before,279.0424247
34,Before,61.91319859
72,Before,128.1741814
72,Before,158.8971171
34,Before,41.56789653
34,Before,139.5046437
34,Before,185.9315599
34,Before,122.8298773
34,Before,50.78744265
34,Before,105.7273996
74,Before,1.651022231
34,Before,191.8986586
72,Before,44.91751882
72,Before,220.219705
72,Before,315.281208
72,Before,114.4208489
72,Before,196.6051921
34,Before,84.36241722
72,Before,149.3991772
34,Before,193.9367618
72,Before,168.5346575
72,Before,284.7931816
72,Before,143.885073
72,Before,42.51140816
34,Before,237.0896949
34,Before,242.7024611
72,Before,228.5375801
34,Before,84.25885818
72,Before,116.0035471
72,Before,78.48084141
72,Before,222.8610658
34,Before,77.79025974
34,Before,159.9489323
72,Before,111.6460181
72,Before,146.5071862
72,Before,58.15790929
34,Before,140.9029472
34,Before,133.0092316
34,Before,147.28228
34,Before,172.6188678
34,Before,22.90958651
72,Before,177.60892
34,Before,117.1629872
72,Before,76.4841727
34,Before,149.4249606
72,Before,156.1174589
34,Before,55.29543092
34,Before,93.27013557
72,Before,174.6949018
34,Before,102.7268885
34,Before,65.445067
72,Before,203.9931694
34,Before,29.016943
34,Before,143.8524144
72,Before,105.9849134
72,Before,61.60019898
74,Before,5.276648497
72,Before,204.390847
72,Before,52.74062478
34,Before,212.4571317
72,Before,203.5283808
72,Before,104.9058294
34,Before,152.6507457
72,Before,168.5359236
34,Before,251.794051
34,Before,32.18460641
72,Before,124.7093898
72,Before,326.6484011
34,Before,55.0374559
72,Before,85.85314646
34,Before,61.31671203
34,Before,95.71747389
72,Before,89.09035927
34,Before,165.5797558
34,Before,47.36433342
34,Before,132.9067321
72,Before,206.3921887
34,Before,41.78802205
34,Before,64.28790343
72,Before,40.96380314
34,Before,55.03661214
34,Before,81.46845873
34,Before,31.34040862
34,Before,49.73364389
72,Before,140.471908
34,Before,65.65543399
72,Before,180.1480584
72,Before,237.5421634
34,Before,7.711628477
34,Before,210.5409553
34,Before,64.07287685
34,Before,198.918968
34,Before,134.3851513
72,Before,150.2270145
34,Before,205.9677598
72,Before,310.5495368
72,Before,123.7933808
34,Before,116.7152275
34,Before,93.21620672
34,Before,65.69705397
34,Before,45.22748397
72,Before,205.9165366
72,Before,78.5679003
34,Before,202.107298
72,Before,312.2407873
72,Before,170.4042216
72,Before,21.65249516
66,Before,7.61448388
72,Before,261.9063278
72,Before,183.2280885
72,Before,162.2423171
34,Before,130.2979038
34,Before,143.8726545
34,Before,254.9217989
34,Before,132.5174876
34,Before,35.46980364
34,Before,130.6505644
34,Before,65.31148588
72,Before,158.4725839
72,Before,184.3696761
34,Before,262.0818807
34,Before,121.6283526
34,Before,97.93057799
34,Before,36.05980471
72,Before,293.9806603
34,Before,31.16247238
34,Before,238.2351903
72,Before,118.750729
34,Before,45.34986458
34,Before,162.4859864
34,Before,142.7074225
72,Before,253.0464718
72,Before,252.6102631
72,Before,239.9185325
34,Before,65.2830781
34,Before,129.7460058
72,Before,99.70261915
72,Before,198.7699249
34,Before,158.9088524
34,Before,214.9896989
34,Before,65.40714884
72,Before,96.92705033
34,Before,95.62934524
34,Before,123.1425228
72,Before,260.0895889
34,Before,63.55096206
34,Before,128.8370421
34,Before,62.93109897
72,Before,119.1753489
34,Before,173.9996519
34,Before,210.7641359
34,Before,309.7093852
75,Before,3.201253662
34,Before,31.27553333
34,Before,190.0369861
34,Before,106.9922708
34,Before,198.994268
34,Before,112.4168365
34,Before,27.62221659
34,Before,178.8475069
75,Before,4.4321178
72,Before,97.60771654
34,Before,55.91510912
34,Before,148.2721361
72,Before,40.20526885
66,Before,12.2450732
72,Before,289.4456769
34,Before,39.82042998
72,Before,70.58509365
34,Before,115.0697327
72,Before,76.18097831
34,Before,8.918579124
72,Before,64.31580322
72,Before,198.7562387
34,Before,65.11140817
72,Before,71.9565611
34,Before,49.77906681
34,Before,179.9775428
72,Before,135.9911498
34,Before,35.22810322
34,Before,129.8965436
34,Before,12.62228955
34,Before,74.15418127
72,Before,99.38097733
72,Before,294.6161174
72,Before,133.2917323
34,Before,138.8023264
72,Before,326.5443408
34,Before,17.93135584
34,Before,128.6573387
72,Before,224.0086365
34,Before,15.77895154
34,Before,84.85391919
72,Before,314.2913153
72,Before,215.7395642
72,Before,73.90726152
34,Before,265.5008972
72,Before,202.1488286
72,Before,249.7606734
34,Before,98.31485904
34,Before,304.4395796
34,Before,102.6250363
34,Before,183.6845546
34,Before,107.6525094
34,Before,94.47449973
34,Before,209.1214972
72,Before,33.83780746
34,Before,204.6426797
34,Before,68.65635804
34,Before,20.62735483
72,Before,133.607613
