module,variable,value
34,Before,55.15999565
72,Before,189.1095185
34,Before,159.5610595
72,Before,32.37743373
34,Before,276.8505451
72,Before,225.5983112
34,Before,77.33487173
34,Before,52.24861203
34,Before,234.8273671
72,Before,207.6741579
34,Before,71.50628684
34,Before,171.8634168
34,Before,78.18983755
34,Before,203.2989347
34,Before,168.4083543
34,Before,20.35712265
34,Before,21.43170326
34,Before,32.21207891
72,Before,20.97956914
34,Before,166.5375187
34,Before,138.865282
34,Before,147.2086266
72,Before,236.0628319
34,Before,60.4957247
72,Before,184.2368187
34,Before,76.30833817
72,Before,66.74040275
34,Before,78.89140653
34,Before,322.612107
34,Before,94.78201242
34,Before,74.01254799
34,Before,210.7359237
34,Before,79.99080271
34,Before,101.681338
34,Before,128.2735692
34,Before,36.8859701
34,Before,178.0862419
34,Before,23.40464289
72,Before,67.55772741
72,Before,192.1154125
34,Before,116.3076338
72,Before,154.6970082
34,Before,216.0159318
34,Before,124.0703486
72,Before,136.1054143
72,Before,266.244255
72,Before,75.93640947
34,Before,124.1881907
72,Before,303.1934341
34,Before,166.7647056
34,Before,271.8220868
34,Before,90.05186842
34,Before,275.757364
34,Before,48.88917492
34,Before,193.4859419
72,Before,238.9529564
72,Before,25.23445651
72,Before,93.17290691
72,Before,164.4248056
72,Before,122.6116542
34,Before,170.2346061
34,Before,106.0041457
72,Before,159.0800064
72,Before,225.9466338
72,Before,298.1545128
34,Before,43.69453823
34,Before,259.8617576
34,Before,219.9086323
34,Before,183.1977219
72,Before,220.210172
34,Before,64.57545791
34,Before,131.866445
34,Before,149.1865808
34,Before,23.33232827
72,Before,94.38270571
34,Before,158.6753973
34,Before,115.053922
34,Before,51.1607157
34,Before,91.25406356
72,Before,183.3190829
34,Before,46.19376495
34,Before,52.75609801
34,Before,111.8911659
34,Before,159.6572223
72,Before,265.6981146
72,Before,129.9579271
34,Before,49.97074463
34,Before,224.213162
34,Before,56.59193589
34,Before,64.41883919
34,Before,271.9801211
72,Before,85.72616571
72,Before,70.49076851
72,Before,139.4551166
72,Before,51.47688676
66,Before,11.63362063
72,Before,250.4435247
34,Before,106.5912435
34,Before,186.2283094
72,Before,18.14075073
34,Before,185.1431266
34,Before,62.69031502
72,Before,185.9647384
34,Before,76.92574372
72,Before,48.86290261
34,Before,101.7317962
34,Before,43.36034476
34,Before,132.1344347
72,Before,216.9220753
34,Before,104.4527059
72,Before,159.0500794
72,Before,56.60167217
72,Before,62.53395568
34,Before,74.02195503
34,Before,35.47227048
34,Before,119.0607694
72,Before,150.1998466
34,Before,27.89204052
34,Before,178.1756388
72,Before,94.14422983
34,Before,182.3635595
34,Before,178.8445951
72,Before,264.2573265
34,Before,164.3493637
34,Before,179.6495766
34,Before,73.83002686
72,Before,99.7352171
34,Before,180.449779
72,Before,190.0949852
34,Before,73.28956075
34,Before,169.5886301
34,Before,21.49555183
34,Before,185.1481696
34,Before,84.71831
72,Before,199.0428465
72,Before,181.0816457
72,Before,123.4352967
34,Before,65.44800541
34,Before,67.23267071
72,Before,120.1652208
34,Before,33.0167469
72,Before,88.87494432
34,Before,160.1912714
34,Before,166.115327
34,Before,122.5104305
34,Before,98.33247793
34,Before,76.900952
72,Before,262.6852926
34,Before,201.0537643
34,Before,69.24015659
34,Before,52.95991341
72,Before,49.39103175
34,Before,61.65320334
34,Before,117.8339393
34,Before,81.42707538
34,Before,170.7808393
34,Before,47.39806456
34,Before,125.8559053
72,Before,204.5477914
34,Before,132.7398849
72,Before,22.55272879
34,Before,26.76877358
34,Before,53.17633405
34,Before,62.78649834
72,Before,37.14984814
34,Before,62.3676065
34,Before,228.7034287
34,Before,164.5261536
34,Before,140.9406708
72,Before,165.2679573
34,Before,155.2549785
34,Before,203.9516423
72,Before,38.86150733
34,Before,112.5965024
72,Before,108.753439
72,Before,173.0804033
72,Before,174.4326087
34,Before,73.5211772
34,Before,98.82846265
72,Before,52.04233197
72,Before,123.2457643
34,Before,55.93896469
34,Before,111.3860086
34,Before,94.52107705
72,Before,73.74090682
34,Before,55.99859502
34,Before,50.10410081
34,Before,33.32358369
34,Before,163.5962904
34,Before,191.7055543
34,Before,42.97591317
34,Before,173.9145464
72,Before,67.47244034
34,Before,60.11779933
72,Before,76.93929255
34,Before,52.8936207
34,Before,56.64423356
34,Before,128.8649928
34,Before,150.0449365
72,Before,61.70861375
72,Before,186.2785049
34,Before,38.81483516
34,Before,221.9635924
72,Before,109.5545202
34,Before,157.6675375
72,Before,108.7209516
72,Before,224.7428355
34,Before,27.73075005
34,Before,107.247536
34,Before,52.15161387
34,Before,150.5439325
34,Before,73.50304912
34,Before,101.3178602
72,Before,108.5030325
72,Before,36.94654504
34,Before,72.15338243
34,Before,196.0617469
72,Before,236.5139719
72,Before,84.83671498
34,Before,8.081574543
72,Before,25.06807667
34,Before,55.40705455
34,Before,268.4302799
34,Before,65.31787285
34,Before,91.88189624
34,Before,94.93772433
72,Before,76.80694743
34,Before,159.0388036
34,Before,256.6786979
34,Before,23.46867471
34,Before,100.5193577
72,Before,184.0599507
34,Before,52.06439992
72,Before,225.992303
72,Before,298.4055398
34,Before,292.0186287
59,Before,17.05782857
59,Before,10.50000888
59,Before,13.35584432
59,Before,11.04587945
59,Before,14.29338121
59,Before,14.94295319
59,Before,10.40981755
59,Before,4.064276601
59,Before,4.288069451
59,Before,4.325071642
59,Before,8.31951457
59,Before,6.475201687
59,Before,7.544717359
59,Before,9.598886346
59,Before,3.457486203
59,Before,4.550990273
59,Before,9.026533204
59,Before,5.079294509
59,Before,5.197487597
59,Before,7.8530635
59,Before,5.931117961
59,Before,5.736529779
59,Before,5.668618124
59,Before,11.14933251
59,Before,4.438053388
59,Before,11.5474079
59,Before,5.204364924
59,Before,4.116434965
34,Before,37.40079603
34,Before,13.06459508
34,Before,42.36443282
34,Before,20.89891617
34,Before,9.054764482
34,Before,13.49644425
34,Before,16.7308249
34,Before,23.77394566
34,Before,44.82239057
34,Before,11.83008963
34,Before,12.65793901
34,Before,8.189623887
34,Before,10.64001301
34,Before,15.51893645
34,Before,48.08947724
34,Before,18.03585708
34,Before,18.93416564
34,Before,18.41351466
34,Before,24.45716156
34,Before,26.30416216
34,Before,21.9571199
34,Before,10.68232346
34,Before,16.12424049
34,Before,17.31072797
34,Before,12.30213633
34,Before,19.13986968
34,Before,11.98496704
34,Before,19.81410275
59,Before,4.739874496
59,Before,7.870532699
59,Before,4.473331889
59,Before,3.667228152
59,Before,2.249364908
59,Before,4.967757125
59,Before,3.530208799
59,Before,4.817937175
59,Before,4.809131157
59,Before,7.146156612
59,Before,7.115140438
59,Before,7.060998076
59,Before,9.12987954
59,Before,8.19710197
59,Before,9.597771821
59,Before,4.392182093
59,Before,3.095606766
59,Before,6.618325442
59,Before,3.578305439
59,Before,4.702199767
59,Before,9.177739187
59,Before,3.719415175
72,Before,37.18779457
72,Before,107.8672373
34,Before,153.4659295
72,Before,159.3141427
72,Before,186.4833929
72,Before,79.34030776
72,Before,262.0822951
72,Before,19.48999383
72,Before,63.5666109
34,Before,73.43350114
72,Before,182.9338601
72,Before,228.425434
34,Before,117.9025797
34,Before,125.0798187
72,Before,238.7972446
72,Before,101.5938074
72,Before,24.24216167
34,Before,227.2693842
72,Before,172.8600737
34,Before,50.75538846
34,Before,152.527774
34,Before,39.83504258
72,Before,157.9716623
34,Before,22.72140009
72,Before,53.28808715
34,Before,73.83841874
34,Before,43.15031974
34,Before,83.43635557
34,Before,203.2967262
34,Before,101.2776898
34,Before,94.39013036
72,Before,175.6691986
34,Before,93.57460611
72,Before,95.71942569
72,Before,70.69994059
34,Before,63.53307407
34,Before,38.80196458
34,Before,199.9871418
34,Before,146.5073808
72,Before,122.537064
72,Before,20.27084033
34,Before,11.45309918
72,Before,124.7073505
34,Before,161.3354767
34,Before,170.1380873
72,Before,97.57038648
72,Before,115.1161802
72,Before,53.16886475
34,Before,51.02095532
72,Before,81.08598421
72,Before,146.7455942
72,Before,72.50506309
72,Before,73.11802917
34,Before,87.63701086
34,Before,46.94437278
34,Before,149.8205818
72,Before,31.3579528
34,Before,140.5805689
34,Before,50.5929834
34,Before,61.32754127
34,Before,198.8037071
72,Before,21.4077302
72,Before,200.2908503
34,Before,40.33753163
34,Before,137.4379593
34,Before,173.8025309
34,Before,41.18656182
34,Before,10.75680591
34,Before,48.48999913
72,Before,182.3501407
34,Before,143.8632664
34,Before,90.63309522
72,Before,42.45340413
34,Before,30.52970439
72,Before,64.34717932
72,Before,77.59295006
34,Before,95.16607265
34,Before,156.5135775
72,Before,175.143227
72,Before,30.86938387
34,Before,57.1900073
34,Before,29.01554694
34,Before,160.9796923
34,Before,146.9985769
34,Before,30.59174557
34,Before,129.9485396
72,Before,120.3093333
34,Before,154.7664294
34,Before,206.9943755
72,Before,130.6860365
72,Before,42.97067179
72,Before,128.9554043
34,Before,222.6774362
72,Before,45.4056402
72,Before,164.2553701
34,Before,60.78116405
34,Before,73.89708111
34,Before,70.03723713
34,Before,165.6427641
72,Before,151.9695892
72,Before,75.86594606
34,Before,72.96755301
72,Before,114.9293933
34,Before,44.18376161
34,Before,77.51889566
72,Before,37.96020138
34,Before,41.14056639
72,Before,95.49461203
72,Before,82.79348692
34,Before,20.82592209
72,Before,172.0251763
72,Before,125.9300484
72,Before,144.150904
34,Before,23.22522669
34,Before,122.7573755
72,Before,53.43813571
72,Before,91.41461304
34,Before,34.03985793
34,Before,72.15206634
72,Before,129.9200162
34,Before,67.28946374
34,Before,101.6490785
72,Before,57.24886224
34,Before,29.50563375
72,Before,83.33981877
72,Before,28.73034634
34,Before,32.54245437
34,Before,31.71732385
34,Before,167.5209936
34,Before,25.92656375
59,Before,4.964383959
34,Before,149.6765077
34,Before,246.4728662
72,Before,33.71104015
34,Before,92.24538294
72,Before,71.06592958
34,Before,215.2037679
34,Before,46.98941169
72,Before,112.4794695
72,Before,13.16505899
72,Before,39.1725128
72,Before,41.11049244
59,Before,7.148237159
34,Before,33.6442829
72,Before,29.51332582
72,Before,119.6689306
59,Before,4.773705789
72,Before,119.6997944
34,Before,5.003424095
34,Before,168.7648943
34,Before,30.82374881
34,Before,12.75092349
72,Before,198.9252623
72,Before,37.58316441
72,Before,55.74548905
34,Before,51.384009
34,Before,83.30480677
34,Before,58.84408046
72,Before,303.5171669
34,Before,153.7717571
34,Before,128.9101226
72,Before,21.31927663
72,Before,54.1832216
72,Before,131.262877
72,Before,106.5292389
34,Before,36.78976967
34,Before,68.42660542
72,Before,155.0049536
72,Before,22.79001473
72,Before,73.37866577
34,Before,39.92696049
34,Before,83.255484
34,Before,27.83552617
34,Before,43.76149815
34,Before,29.20968532
34,Before,155.578243
34,Before,19.91693514
72,Before,257.4895773
34,Before,167.641475
34,Before,75.00996236
34,Before,109.7026122
72,Before,46.84393175
34,Before,27.03022882
72,Before,39.56260889
72,Before,44.58507331
34,Before,86.57888822
72,Before,124.3431966
34,Before,4.597190132
72,Before,146.4312954
34,Before,67.66660584
34,Before,118.5054609
72,Before,52.89472636
34,Before,80.19889476
72,Before,58.46340787
72,Before,56.21315085
34,Before,14.7217043
72,Before,75.69646488
34,Before,22.0916011
72,Before,120.8146493
34,Before,154.2689087
72,Before,64.09156448
34,Before,23.73874146
72,Before,45.66535724
72,Before,82.4517047
72,Before,123.1608784
72,Before,37.36370972
34,Before,2.458692276
72,Before,40.09610786
34,Before,34.94632662
72,Before,26.82968294
72,Before,29.73665547
72,Before,99.63204358
72,Before,35.84364263
34,Before,5.729776582
72,Before,27.50592155
34,Before,10.68837281
72,Before,45.37181057
34,Before,81.34221718
34,Before,41.44224412
72,Before,15.45973231
72,Before,47.32166445
72,Before,28.21319395
72,Before,93.13949968
72,Before,23.09512126
72,Before,16.72610653
34,Before,12.17682663
34,Before,39.40343409
34,Before,79.64407575
34,Before,136.9132981
34,Before,146.4800135
72,Before,19.43978752
72,Before,66.18740017
34,Before,166.4180473
34,Before,101.0405666
72,Before,78.60274631
72,Before,59.38548995
34,Before,12.0161592
72,Before,32.11582006
34,Before,130.2380884
75,Before,4.349899713
34,Before,54.02620977
34,Before,73.33396782
72,Before,35.82333145
34,Before,20.5931107
34,Before,79.50923246
72,Before,70.17417307
34,Before,25.60453276
72,Before,121.2544999
34,Before,7.594681129
72,Before,66.16651827
72,Before,59.2853603
72,Before,155.4345297
34,Before,57.52516134
72,Before,124.8404819
34,Before,133.8343137
72,Before,84.3585822
72,Before,240.1189027
72,Before,54.59090989
34,Before,41.00007807
72,Before,90.55326505
72,Before,33.51473415
72,Before,25.13895609
34,Before,93.47188769
72,Before,168.5499326
34,Before,9.893677505
72,Before,25.22703184
66,Before,15.85354637
72,Before,123.9270829
34,Before,86.43028335
72,Before,40.41492077
34,Before,45.92571035
34,Before,46.00213699
72,Before,48.84234543
72,Before,49.79162846
72,Before,122.3527843
34,Before,11.23140087
72,Before,203.6135724
34,Before,58.05686485
34,Before,55.24534129
74,Before,1.770512086
72,Before,79.78759779
72,Before,86.9289227
34,Before,56.63438002
34,Before,53.59993875
34,Before,64.79504558
72,Before,36.88159653
34,Before,106.7315488
34,Before,54.62546904
59,Before,3.284724841
34,Before,173.5368376
59,Before,12.21171921
72,Before,94.18040712
72,Before,89.72762812
59,Before,10.17690032
34,Before,210.6267983
34,Before,106.6643875
34,Before,76.32299171
59,Before,2.612697695
34,Before,11.71047153
72,Before,75.41052047
72,Before,282.1408371
34,Before,51.05076253
72,Before,56.33587165
34,Before,90.84336011
34,Before,128.9044854
72,Before,33.02884561
59,Before,5.874354511
34,Before,49.27926748
34,Before,82.31664494
34,Before,122.2846112
34,Before,176.6566181
59,Before,2.459795474
59,Before,11.18424986
34,Before,74.11988785
72,Before,123.0145117
34,Before,20.63271964
72,Before,10.87918918
72,Before,160.700517
72,Before,210.5500798
59,Before,3.856798839
72,Before,36.4022753
34,Before,33.41780272
72,Before,140.1719799
72,Before,157.0579706
34,Before,199.8644017
34,Before,46.36513444
59,Before,5.443419597
34,Before,44.18174653
72,Before,161.2168232
34,Before,150.3544713
34,Before,84.83615835
59,Before,7.504459023
34,Before,69.17809961
59,Before,6.086775465
34,Before,155.288011
72,Before,63.11266351
34,Before,52.16836975
34,Before,141.1034237
34,Before,38.6695224
59,Before,5.334651428
34,Before,55.82613783
72,Before,16.55350854
59,Before,4.27944329
59,Before,7.292838765
34,Before,143.7503077
34,Before,72.99019007
34,Before,131.2122331
72,Before,86.28923024
59,Before,10.9226908
34,Before,36.80502915
72,Before,215.7435453
72,Before,69.08623888
34,Before,50.50608572
34,Before,88.01780781
34,Before,166.9800575
34,Before,115.757388
34,Before,9.989786722
34,Before,156.8360157
34,Before,67.85636793
34,Before,183.4755288
75,Before,1.290578106
34,Before,29.11151695
34,Before,159.3059138
34,Before,165.0721396
72,Before,250.1244545
59,Before,6.97671748
34,Before,78.67076394
34,Before,29.29302618
59,Before,9.70854155
34,Before,230.9600636
72,Before,44.47063749
34,Before,82.28007888
59,Before,5.533235719
72,Before,16.29507513
72,Before,81.59158372
34,Before,37.93707771
34,Before,56.9296313
72,Before,246.3658876
34,Before,7.425759555
34,Before,81.91996595
72,Before,53.8531132
34,Before,72.9729503
34,Before,50.14235441
72,Before,90.65637621
34,Before,47.10413086
72,Before,54.79952372
72,Before,52.8782724
72,Before,82.94501404
72,Before,43.2072284
72,Before,24.34932209
72,Before,39.94636462
34,Before,167.82149
72,Before,45.22157261
72,Before,216.811447
72,Before,51.12318673
72,Before,201.4824006
72,Before,187.8723159
34,Before,112.0292913
34,Before,50.46052977
72,Before,63.05216296
72,Before,111.6637272
34,Before,55.81093348
34,Before,107.6803867
75,Before,1.9939503
34,Before,84.77516933
34,Before,69.91386303
72,Before,92.23214142
34,Before,133.4681434
72,Before,42.25201176
34,Before,83.39164769
72,Before,200.2910372
34,Before,82.58534625
72,Before,28.40404398
72,Before,206.6059028
34,Before,32.21021208
72,Before,20.38636482
34,Before,104.4392809
34,Before,41.44982958
72,Before,42.70119292
34,Before,214.4557834
34,Before,46.13409203
72,Before,58.92645413
34,Before,66.11331641
34,Before,26.91950375
72,Before,17.86495354
72,Before,44.25356166
34,Before,97.58413176
72,Before,187.1189042
72,Before,50.57117185
72,Before,56.04743029
34,Before,53.60495518
72,Before,75.84792944
72,Before,261.9349593
72,Before,21.90319371
34,Before,302.4261289
59,Before,2.799292299
72,Before,206.4397488
72,Before,128.6817888
34,Before,141.041616
34,Before,4.9727248
72,Before,34.00771974
72,Before,147.9105986
34,Before,111.329304
72,Before,153.5855197
72,Before,99.27347504
72,Before,25.48535044
34,Before,80.00657766
34,Before,16.14425235
34,Before,64.20673667
34,Before,61.35096463
72,Before,166.2827962
34,Before,44.80587993
34,Before,49.77494942
72,Before,36.22360137
72,Before,39.26679595
72,Before,256.9417337
34,Before,50.06277908
72,Before,55.00263872
34,Before,207.2947773
72,Before,104.8788581
34,Before,185.4350333
34,Before,84.26813816
34,Before,28.3763989
34,Before,83.71136776
72,Before,123.0171762
72,Before,61.67829824
72,Before,52.74462646
72,Before,28.69611526
72,Before,46.51853543
34,Before,183.7225373
34,Before,75.86209883
34,Before,68.5699043
72,Before,213.5114533
34,Before,106.4233361
34,Before,142.6110548
72,Before,329.381344
34,Before,50.57797649
34,Before,285.0575778
72,Before,72.02720952
72,Before,51.6907066
72,Before,78.08556435
72,Before,114.0721412
72,Before,133.5775209
72,Before,262.8055618
34,Before,100.3501278
72,Before,27.07134066
72,Before,11.19236276
34,Before,81.12644785
34,Before,57.07729105
72,Before,39.3958553
72,Before,53.55769552
34,Before,94.53146197
34,Before,46.71984138
34,Before,105.9511766
34,Before,113.3364359
34,Before,63.18397162
34,Before,28.4344877
34,Before,59.36806482
72,Before,84.16122794
72,Before,171.9276956
34,Before,89.3133931
72,Before,88.77992527
34,Before,168.8070477
72,Before,31.87355117
72,Before,26.73181745
34,Before,43.1849461
72,Before,71.25652394
72,Before,78.23694233
34,Before,45.77005709
72,Before,110.9080598
72,Before,47.95610642
72,Before,18.66955865
72,Before,46.66786107
34,Before,111.0080402
72,Before,104.7478513
72,Before,66.31547993
34,Before,41.72570499
34,Before,181.618303
34,Before,94.62787233
72,Before,243.8241123
34,Before,22.68910399
34,Before,73.18068531
72,Before,35.00682525
72,Before,48.64685112
34,Before,20.09496741
72,Before,77.40913586
34,Before,93.7613208
72,Before,34.76609857
72,Before,57.57719171
72,Before,46.30634678
34,Before,10.8606817
34,Before,46.61425674
72,Before,148.8297558
72,Before,184.5249162
72,Before,60.82845272
34,Before,52.91242252
34,Before,46.30237531
34,Before,105.257972
72,Before,21.60419656
72,Before,66.62877886
72,Before,63.59762664
72,Before,49.96912867
72,Before,40.17539063
72,Before,66.67329957
72,Before,41.11612704
72,Before,35.74652129
72,Before,47.26661327
72,Before,93.21392217
34,Before,93.03739026
72,Before,58.31767194
72,Before,59.02450797
72,Before,20.68225797
72,Before,122.0118913
72,Before,86.0032659
34,Before,45.8064831
34,Before,70.59500201
72,Before,28.18000171
34,Before,33.93890954
34,Before,119.5000379
34,Before,72.2350649
34,Before,146.0104602
34,Before,27.70632936
34,Before,89.37968488
72,Before,171.0957982
34,Before,195.2261391
34,Before,131.7928428
72,Before,64.7905016
72,Before,143.8745721
72,Before,31.38032256
34,Before,93.55712196
34,Before,96.68889253
34,Before,35.53642738
34,Before,119.6815772
72,Before,185.7220194
34,Before,49.89369031
34,Before,10.45447866
34,Before,171.4257789
72,Before,78.13947359
34,Before,12.0976575
72,Before,188.9488805
72,Before,31.82670091
72,Before,23.09290218
72,Before,38.00374832
72,Before,108.2479973
34,Before,140.3603893
34,Before,65.79934278
72,Before,28.3700076
34,Before,199.7502794
34,Before,61.92097284
72,Before,206.783996
72,Before,141.4153463
34,Before,148.5980182
72,Before,80.84012201
72,Before,26.30526805
34,Before,39.97738731
34,Before,70.53142199
72,Before,42.72219167
34,Before,106.1218247
34,Before,114.8800474
72,Before,49.93770256
34,Before,34.02413223
72,Before,85.44806695
72,Before,79.3218994
34,Before,41.01354364
72,Before,32.91438808
72,Before,79.12333461
34,Before,47.19588852
72,Before,75.42839578
72,Before,35.6625779
34,Before,72.47164043
72,Before,34.96198989
72,Before,44.00606084
34,Before,39.0310211
34,Before,34.63581575
72,Before,35.28485975
34,Before,25.35707604
72,Before,44.6714283
72,Before,229.1685194
34,Before,56.92873578
34,Before,42.1056286
34,Before,23.99160536
72,Before,47.16720538
72,Before,45.6004669
72,Before,166.9954673
72,Before,57.36291872
34,Before,57.5907858
34,Before,197.3369994
72,Before,46.58556651
34,Before,219.4179149
34,Before,39.11165937
72,Before,36.98291109
34,Before,73.32547171
72,Before,124.7690138
72,Before,41.78273414
72,Before,63.47154634
34,Before,90.24148743
72,Before,67.51315152
72,Before,113.6473252
34,Before,47.79830987
72,Before,31.45127487
72,Before,27.04378452
34,Before,41.2116456
72,Before,100.3916789
72,Before,61.10522396
72,Before,38.29986181
34,Before,25.46102835
72,Before,110.8965745
72,Before,14.14217846
72,Before,83.00715612
72,Before,58.52141124
34,Before,86.5199233
72,Before,50.42723511
34,Before,75.25256699
34,Before,36.85104852
72,Before,45.0236933
34,Before,11.47998286
72,Before,31.46994864
34,Before,95.23948202
72,Before,28.12554287
34,Before,36.49245048
72,Before,39.20165991
72,Before,29.51793071
34,Before,20.00133792
72,Before,43.70024678
34,Before,159.754758
72,Before,97.18150111
34,Before,30.66101856
34,Before,39.891845
72,Before,52.11392358
34,Before,82.93909391
72,Before,58.40419522
72,Before,34.64567823
34,Before,38.00885218
72,Before,53.59275822
72,Before,65.37341075
72,Before,40.68167799
72,Before,34.49397932
72,Before,34.28079189
34,Before,27.95435065
72,Before,216.3274217
34,Before,94.25895536
34,Before,34.25602023
72,Before,74.44959495
34,Before,148.1112231
72,Before,113.6041956
72,Before,86.67736442
34,Before,128.0656349
72,Before,25.70251689
72,Before,48.84351455
72,Before,341.0858455
34,Before,5.605282147
72,Before,76.74463194
72,Before,39.59910285
72,Before,30.41331308
72,Before,54.2153544
34,Before,119.8280043
72,Before,132.1792045
34,Before,25.18337351
72,Before,51.33241606
34,Before,14.71371016
72,Before,37.37427173
72,Before,29.53909813
72,Before,66.59683853
34,Before,31.21744929
34,Before,68.12907631
34,Before,46.51462159
72,Before,65.33225198
34,Before,48.25223343
34,Before,71.45438207
72,Before,35.32657951
72,Before,102.7509364
72,Before,20.77598397
34,Before,49.02068372
72,Before,120.9303973
72,Before,15.67913715
34,Before,131.0607977
72,Before,48.7608448
72,Before,25.39852299
34,Before,196.9063639
34,Before,43.97003928
34,Before,72.84859889
72,Before,15.47733381
72,Before,42.86491667
72,Before,68.48299766
34,Before,130.9161042
72,Before,367.3855344
34,Before,258.1398316
34,Before,48.30316316
72,Before,39.17425373
34,Before,20.38312527
34,Before,34.58729371
34,Before,60.92273017
72,Before,128.7769883
34,Before,27.90110719
72,Before,48.48328614
34,Before,184.0929378
72,Before,152.1849916
34,Before,233.3171367
72,Before,45.83349803
34,Before,11.80941128
72,Before,16.7170004
72,Before,78.76108072
34,Before,52.59452563
34,Before,13.52091767
34,Before,60.036018
72,Before,54.87284183
72,Before,42.56417114
34,Before,9.976783519
72,Before,62.48123242
34,Before,46.95461958
72,Before,89.59060526
34,Before,27.27635477
72,Before,109.5883189
34,Before,16.5691785
34,Before,155.705352
72,Before,116.8973351
72,Before,78.3835963
59,Before,4.093161327
34,Before,183.8950973
72,Before,309.1331774
34,Before,128.6580147
34,Before,6.412999618
72,Before,40.62720697
34,Before,45.99847232
34,Before,151.6930083
34,Before,95.95083206
34,Before,132.4536392
72,Before,50.87316132
34,Before,28.10095654
34,Before,5.958482855
72,Before,92.05180257
72,Before,40.89555163
72,Before,71.53300178
34,Before,42.20921822
72,Before,60.39683838
72,Before,43.53763897
72,Before,56.86060571
72,Before,62.5852784
34,Before,4.434960476
34,Before,32.106261
72,Before,54.3399855
72,Before,37.41189436
72,Before,25.27339944
34,Before,61.12745361
72,Before,45.15205182
72,Before,125.9058802
72,Before,153.8065128
34,Before,49.61723943
34,Before,35.7883786
34,Before,39.92459339
34,Before,123.3576442
34,Before,25.61523333
34,Before,106.1543428
72,Before,75.80874901
72,Before,46.6702075
72,Before,58.94769326
34,Before,213.4635896
72,Before,70.77546085
34,Before,17.75891896
72,Before,60.46027629
72,Before,134.684842
72,Before,45.57692193
34,Before,67.42283098
72,Before,19.22568847
34,Before,44.19237945
72,Before,32.99603268
34,Before,201.8271985
34,Before,12.20424971
72,Before,90.99730026
34,Before,8.45964217
34,Before,14.06433631
72,Before,41.08938341
34,Before,96.33109591
72,Before,43.95461068
72,Before,79.17676754
34,Before,48.91506793
72,Before,36.92688405
72,After,264.009583
72,After,359.7378172
72,After,202.1373176
34,After,35.18917291
34,After,20.26812435
34,After,140.429288
34,After,186.1476472
34,After,144.8842435
34,After,55.63564663
34,After,15.68361124
34,After,44.88527121
72,After,255.5947785
72,After,315.355464
34,After,204.5298549
34,After,81.28287585
72,After,125.8024813
72,After,305.871591
72,After,234.2675597
72,After,226.5898219
72,After,182.9410261
34,After,88.17622665
34,After,75.18198329
34,After,107.7127815
34,After,218.6954575
34,After,49.42527761
72,After,206.0718891
72,After,238.449217
34,After,89.05467135
74,After,28.40136112
34,After,49.30590001
34,After,68.79073568
34,After,102.002153
34,After,217.0968375
72,After,202.2170785
72,After,225.781394
34,After,119.635528
72,After,58.2899924
34,After,139.4896862
34,After,142.5335114
72,After,206.7932063
34,After,172.8545137
34,After,98.83415575
72,After,129.0814006
72,After,123.4596089
34,After,50.16115618
34,After,123.9472715
34,After,57.93472111
34,After,78.67110481
34,After,66.17684042
34,After,12.13769339
34,After,180.0260643
34,After,153.6294109
34,After,179.500956
72,After,303.873352
34,After,56.45699002
72,After,197.6195524
34,After,20.94525042
34,After,68.29303286
34,After,84.69145972
34,After,59.03406474
34,After,217.2906025
34,After,104.1197061
34,After,20.211423
34,After,199.0213225
34,After,97.10446493
34,After,57.45376996
34,After,71.82026208
34,After,8.296712792
34,After,205.0855849
34,After,23.93790747
72,After,235.1841754
34,After,193.1609116
34,After,65.53276392
34,After,52.57340976
34,After,170.4251722
72,After,181.7726181
34,After,42.78560413
34,After,43.52814741
34,After,66.44608212
34,After,24.18980326
34,After,47.43232508
34,After,38.77852396
34,After,113.3196165
34,After,216.2947531
72,After,136.6650101
34,After,80.62737914
34,After,38.35525564
72,After,258.0817856
72,After,243.3315542
34,After,51.13434811
34,After,24.71732962
34,After,35.56961224
34,After,42.24563644
34,After,85.96218723
34,After,42.49444899
72,After,153.1113869
34,After,23.38874326
34,After,152.8158736
34,After,186.9264553
72,After,115.110238
72,After,78.40699525
34,After,42.44337687
72,After,87.85117984
34,After,137.9829191
34,After,113.5055684
34,After,190.7671166
34,After,52.58035058
72,After,330.3447692
34,After,248.0142942
72,After,107.4176325
72,After,278.9544886
34,After,105.5206682
34,After,165.1378564
34,After,38.69131143
72,After,190.7673998
34,After,69.56587567
34,After,104.5238595
34,After,29.00541319
34,After,172.8741565
72,After,206.7492598
34,After,33.06522801
34,After,118.7301717
34,After,103.8941797
34,After,33.98542156
34,After,157.3077501
34,After,75.74077604
34,After,119.8101623
72,After,359.4393814
34,After,86.23571815
34,After,98.72617353
34,After,23.87206266
72,After,304.1439929
34,After,106.5288888
34,After,116.1085517
34,After,159.0274282
34,After,193.6663003
34,After,154.7644248
34,After,139.3076851
34,After,149.504043
72,After,152.61571
34,After,70.46757117
34,After,146.7237337
72,After,34.75320179
72,After,91.91438196
34,After,49.8651427
34,After,86.68109736
72,After,238.1838199
72,After,201.7824959
72,After,166.1314215
72,After,133.7017126
34,After,139.2179855
34,After,27.75618328
34,After,117.1486672
34,After,143.6020811
72,After,192.7905322
34,After,124.6874637
34,After,71.98828717
34,After,21.55144867
34,After,80.78064847
34,After,174.8379976
