gene,beta,t,p,se(beta),p_corr,gene_symbol
ENSG00000188976.10,1.33406620466293,0.19736785923642397,0.8435396795108292,6.75928801084512,0.9959086557149435,NOC2L
ENSG00000187961.13,0.932012916336809,0.13750162810404098,0.8906343059280509,6.7781954962133,0.9966035177222086,KLHL17
ENSG00000131591.17,0.912199826943698,0.19269408141129102,0.847198558937256,4.73392758232505,0.9959086557149435,C1orf159
ENSG00000186891.13,1.16719517824908,0.5711477418064019,0.567899498541688,2.04359589089423,0.9539173562906852,TNFRSF18
ENSG00000186827.10,1.4875369392158797,0.6032736651652459,0.546326649117298,2.4657746974723698,0.9502392768904437,TNFRSF4
ENSG00000078808.16,-4.0459216347486295,-0.516591697271884,0.6054412127985761,7.831952499653231,0.9627323115545098,SDF4
ENSG00000162572.20,-0.353924778247135,-0.0709180281772001,0.943462995090529,4.99061786324343,0.9980674635533142,SCNN1D
ENSG00000131584.18,-3.1754391769455297,-0.43675598584434,0.6622883221915451,7.2705109485946595,0.9742384754979125,ACAP3
ENSG00000169972.11,-5.9143742338192,-1.0220150940531898,0.306773756502961,5.786973468624129,0.8834027208672094,PUSL1
ENSG00000127054.20,-2.67176458546201,-0.33904914413882004,0.734572708715756,7.880169089493671,0.985323783879648,INTS11
ENSG00000240731.1,-6.93359246799964,-0.7141597563830909,0.47512839861450895,9.708741505003411,0.9364972411201279,RP5-890O3.9
ENSG00000107404.19,-3.06863147824587,-0.466841034701016,0.64061361489296,6.57318283987428,0.9677237877473551,DVL1
ENSG00000221978.11,-11.1452435444559,-1.33893658550867,0.18059131810954898,8.32395175774643,0.8031559383996828,CCNL2
ENSG00000224870.6,-4.14105570437187,-1.31696512388206,0.18785031521335002,3.1443928387147797,0.8080698464605776,RP4-758J18.2
ENSG00000242485.5,-6.35312394344067,-0.883481400483681,0.376976227443913,7.19101040493044,0.9112989873158207,MRPL20
ENSG00000160072.19,-0.0100122496506652,-0.00202991216597903,0.9983803655352751,4.93235609819415,0.9997881323725517,ATAD3B
ENSG00000197785.13,-1.06013591667066,-0.151150212651897,0.879857223504219,7.01379044111689,0.9966035177222086,ATAD3A
ENSG00000160075.11,-4.75430404444747,-0.907420460453203,0.364184493661466,5.23936174204512,0.9077930589309464,SSU72
ENSG00000197530.12,-9.74804870468868,-1.0220759609132901,0.306744949774851,9.53749924416396,0.8834027208672094,MIB2
ENSG00000248333.8,-7.5072766004619504,-1.12076804386575,0.262386609945113,6.698332131747709,0.8637186030594293,CDK11B
ENSG00000078369.17,-33.466863360158,-2.6177472441594,0.00885123402649173,12.784604562120302,0.3752474711757953,GNB1
ENSG00000162585.16,-26.7364086848308,-2.87026614381064,0.00410126440237316,9.31495803707419,0.2885946950819499,FAAP20
ENSG00000157911.9,1.7659142271928001,0.996199476586013,0.319153233682438,1.7726512296960901,0.8846427261002434,PEX10
ENSG00000149527.17,3.7315661836309504,0.465521685359945,0.641557911227876,8.01588046482876,0.9677237877473551,PLCH2
ENSG00000157881.13,-29.8541589542172,-2.0033262542053603,0.0451422812602253,14.9022950662917,0.6088630258277834,PANK4
ENSG00000157873.17,-14.3896302825572,-1.5438211164687299,0.12263167425413199,9.32078861278403,0.7542185074553575,TNFRSF14
ENSG00000157870.14,1.7687160495563898,0.18729507828054898,0.851429281671286,9.44347318570237,0.9959086557149435,FAM213B
ENSG00000227372.11,-4.53994994520053,-0.6803110261658211,0.49630754437833297,6.673344647649371,0.9378821544447159,TP73-AS1
ENSG00000130764.9,1.60338655255584,0.378326931486937,0.705187741182805,4.2380978437196,0.9807334670048183,LRRC47
ENSG00000116198.12,4.36503391393099,0.64090942435741,0.521581532412454,6.81068766980214,0.9449986896535287,CEP104
ENSG00000169598.15,-0.589925178491389,-0.109367009589204,0.9129113992874391,5.39399569127128,0.9971336452393184,DFFB
ENSG00000198912.10,6.2238432229657805,0.506553907556327,0.612467856199477,12.286635499448199,0.9643768594685757,C1orf174
ENSG00000131697.17,2.02512482714614,0.44734250281931803,0.654627783313718,4.52701188548607,0.9712175951533666,NPHP4
ENSG00000069424.14,1.85193806471446,0.244744206037126,0.806654497250172,7.56683107927603,0.9938129529007477,KCNAB2
ENSG00000116251.9,2.01085706300869,0.34172749386558304,0.7325559792750921,5.88438770396288,0.985323783879648,RPL22
ENSG00000116237.15,2.5473183038799103,0.8824815482477221,0.377516453676017,2.88654001767848,0.9112989873158207,ICMT
ENSG00000158292.6,1.32922718952822,0.197982514092358,0.8430587446709391,6.71386155298612,0.9959086557149435,GPR153
ENSG00000215788.9,2.34914606703919,0.559618181960998,0.5757399004050029,4.19776580311844,0.9550501920495523,TNFRSF25
ENSG00000162408.10,0.917662480444654,0.322461711273883,0.747102939824037,2.84580292283209,0.9866950997947455,NOL9
ENSG00000204859.12,14.046864269056599,0.8857078032364408,0.37577500232879996,15.8594789587811,0.9112766421996106,ZBTB48
ENSG00000116273.5,1.18328391991238,0.32971209516863204,0.741617513730295,3.5888398916854602,0.9859756223971969,PHF13
ENSG00000041988.15,3.65084333120764,0.36249407072866796,0.716982853566763,10.0714566830539,0.9820625822981923,THAP3
ENSG00000007923.15,0.914629894668293,0.16255598553551,0.8708680443891709,5.626553163546831,0.9966035177222086,DNAJC11
ENSG00000171735.18,-0.550088873746296,-0.25653118832327,0.797540701145438,2.14433526520408,0.9938129529007477,CAMTA1
ENSG00000049245.12,-10.194670479873402,-0.798178605040108,0.42476685126113795,12.772417621192801,0.9258158823490862,VAMP3
