gene,beta,t,p,se.beta.,p_corr,gene_symbol
ENSG00000104299.14,0.781803796361548,1.97226311085437,0.0486185341832854,0.396399340462682,0.171368659298245,INTS9
ENSG00000104320.13,-0.997506455181991,-1.78266322666307,0.0746840858690775,0.559559674683594,0.215245053499448,NBN
ENSG00000104324.15,-0.0775016788461963,-0.145874051864763,0.884024979439652,0.531291740069348,0.929882893891875,CPQ
ENSG00000104325.6,-1.67408772621883,-1.91763607833929,0.0551974635492261,0.872995530866639,0.182852762542319,DECR1
ENSG00000104331.8,0.79950161840906,0.823879615482081,0.41003578683784,0.970410729170964,0.588568458968461,IMPAD1
ENSG00000104343.19,-0.967766765602746,-1.76555906283036,0.0775130594961851,0.548136160367994,0.219258875376256,UBE2W
ENSG00000104365.13,0.637411072216021,1.37066847947109,0.170521887180229,0.465036645813862,0.348230357635635,IKBKB
ENSG00000104375.15,0.0958780964581089,0.237010262896028,0.81265570305799,0.404531412634096,0.889684164751588,STK3
ENSG00000104388.14,-1.3897625352736,-2.44412550519206,0.0145446677826135,0.568613408894644,0.0886867345285346,RAB2A
ENSG00000104408.9,-1.1588107967712,-1.09449290130162,0.273776187160969,1.05876501838714,0.462639949785633,EIF3E
ENSG00000104412.7,0.73742229106112,0.983230656234358,0.325527613285209,0.749999286927595,0.512028579261351,EMC2
ENSG00000104442.9,0.730592366440522,1.42988715375184,0.152793647296391,0.510944073120415,0.326756405730138,ARMC1
ENSG00000104447.12,-0.263720254240925,-0.211696190935904,0.832350168882683,1.24574869805179,0.901407942864861,TRPS1
ENSG00000104472.9,1.28544301836237,1.51617954270546,0.129518717264262,0.847817149721355,0.295522088514082,CHRAC1
ENSG00000104490.17,-1.61576111286416,-1.11642962472386,0.264276262676738,1.44725746888329,0.451696877433735,NCALD
ENSG00000104497.13,-1.02159858741788,-0.83997436243382,0.400951196876913,1.21622591486936,0.580439236684695,SNX16
