gene,beta,t,p,se.beta.,p_corr,gene_symbol
ENSG00000005486.16,-0.200329700105064,-1.00511744788776,0.314874736919764,0.19930974288234,0.507723194169238,RHBDD2
ENSG00000005700.14,-0.0155242274839502,-0.0860588968693039,0.931422037603956,0.180390732959621,0.962935875008054,IBTK
ENSG00000005801.16,0.112068058453437,0.447104178135492,0.654813554099818,0.250653122770586,0.784954965064803,ZNF195
ENSG00000005810.17,0.184685044012197,1.04683925332757,0.295209550278559,0.176421588534382,0.48877464206625,MYCBP2
ENSG00000005812.10,0.0335714870877185,0.627357834359351,0.5304449833957,0.0535125015566295,0.692682820766606,FBXL3
ENSG00000005844.17,0.20499937778418,1.33916729892702,0.180559315264752,0.153079736899513,0.3599318969579,ITGAL
ENSG00000006007.11,0.133706688720118,2.08574483110077,0.0370375507227278,0.0641050078256953,0.141861788058194,GDE1
ENSG00000006015.17,-0.050256727362605,-0.994670748848956,0.319930505027106,0.0505259930693274,0.512201545584941,C19orf60
ENSG00000006025.11,0.127937548034866,1.06312579346465,0.287761260119141,0.120340931262638,0.480600949159564,OSBPL7
ENSG00000006062.14,0.0753190891403188,0.708857679543114,0.478436198716842,0.106254176704222,0.651899173259937,MAP3K14
ENSG00000006125.17,0.648750326701029,1.85581476953203,0.0635215951059477,0.349577089994074,0.19287294858087,AP2B1
ENSG00000006194.9,0.160354201441475,1.43456365374042,0.151455758186408,0.111779077229076,0.32153482833271,ZNF263
ENSG00000006451.7,0.086932929397983,1.46562415647684,0.142795227035731,0.0593146128315446,0.311051361446509,RALA
ENSG00000006459.10,-0.273204196950429,-1.77529374148837,0.0758924581219606,0.153892390068012,0.214156905430991,KDM7A
ENSG00000006530.15,-0.390666999722866,-1.66810103964857,0.0953400042188208,0.234198642910247,0.246300387686179,AGK
ENSG00000006576.16,-0.451934145036836,-3.21162969840727,0.00132576077462375,0.14071801156309,0.0277663810316979,PHTF2
ENSG00000006625.17,0.0915907081578816,0.653857378513977,0.513224985390992,0.140077501864459,0.679954603683358,GGCT
ENSG00000006634.7,-0.676029137847674,-2.36350349507954,0.0181299854906628,0.286028406243132,0.0959538450392747,DBF4
ENSG00000006652.13,-0.185970009628378,-3.16278510980861,0.0015692969174025,0.0587994451635796,0.0302375822508449,IFRD1
ENSG00000006695.10,0.244562424312376,1.61456448910482,0.106449715404467,0.151472688742196,0.262401660187387,COX10
ENSG00000006712.14,-0.122000743572136,-0.450056965046632,0.652683180595564,0.271078447946018,0.78314538253309,PAF1
ENSG00000006715.15,0.159615885879715,1.9900595692573,0.0466228668126565,0.0802065869512058,0.162189743555159,VPS41
