gene_id,gene,module,kTotal_output
ENSG00000168883.19,USP39,34,177.9423793
ENSG00000168924.14,LETM1,34,238.5703056
ENSG00000169045.17,HNRNPH1,34,208.7262866
ENSG00000169062.14,UPF3A,34,178.578397
ENSG00000169359.13,SLC33A1,34,158.5379461
ENSG00000169718.17,DUS1L,34,163.9147183
ENSG00000170348.8,TMED10,34,197.0148605
ENSG00000170445.12,HARS,34,266.5036412
ENSG00000170734.11,POLH,34,163.374998
ENSG00000171262.11,FAM98B,34,170.1461825
ENSG00000171824.13,EXOSC10,34,226.9315849
ENSG00000172175.12,MALT1,34,208.4784697
ENSG00000172262.11,ZNF131,34,182.1849989
ENSG00000172273.12,HINFP,34,162.6023667
ENSG00000173473.10,SMARCC1,34,166.9160922
ENSG00000173726.10,TOMM20,34,171.1150466
ENSG00000174032.16,SLC25A30,34,188.2848111
ENSG00000174197.16,MGA,34,218.6486699
ENSG00000174227.15,PIGG,34,170.5421543
ENSG00000174780.15,SRP72,34,191.1363636
ENSG00000174840.8,PDE12,34,205.0464149
ENSG00000175054.14,ATR,34,225.2655911
ENSG00000176248.8,ANAPC2,34,163.8987239
ENSG00000176953.12,NFATC2IP,34,292.8506841
ENSG00000177192.13,PUS1,34,158.6751643
ENSG00000177479.19,ARIH2,34,234.1427889
ENSG00000177542.10,SLC25A22,34,171.2907929
ENSG00000177728.16,TMEM94,34,233.5583524
ENSG00000178028.13,DMAP1,34,181.5386954
ENSG00000179051.13,RCC2,34,209.2354909
ENSG00000179195.15,ZNF664,34,163.7929317
ENSG00000179364.13,PACS2,34,170.3296308
ENSG00000179889.18,PDXDC1,34,222.5392769
ENSG00000180900.18,SCRIB,34,161.8896103
ENSG00000180957.17,PITPNB,34,191.8136172
ENSG00000181090.19,EHMT1,34,172.5220565
ENSG00000181396.12,OGFOD3,34,178.4356458
ENSG00000181915.4,ADO,34,163.3824012
ENSG00000182158.14,CREB3L2,34,170.9694278
ENSG00000182307.12,C8orf33,34,189.1356772
ENSG00000182670.13,TTC3,34,230.0055681
ENSG00000182979.17,MTA1,34,217.4890188
ENSG00000183495.13,EP400,34,169.7911564
ENSG00000184575.11,XPOT,34,196.4281682
ENSG00000184640.17,09-Sep,34,169.5040786
ENSG00000184677.16,ZBTB40,34,197.1243277
ENSG00000184787.18,UBE2G2,34,294.9595828
ENSG00000185024.16,BRF1,34,161.7274707
ENSG00000185049.14,NELFA,34,235.301082
ENSG00000185163.9,DDX51,34,168.1692206
ENSG00000185246.17,PRPF39,34,160.1690683
ENSG00000185298.12,CCDC137,34,174.6084668
ENSG00000185344.13,ATP6V0A2,34,205.3952011
ENSG00000185379.20,RAD51D,34,173.4611761
ENSG00000185404.16,SP140L,34,193.2925575
ENSG00000185504.16,FAAP100,34,167.5400372
ENSG00000185803.8,SLC52A2,34,163.8131446
ENSG00000187147.17,RNF220,34,181.859956
ENSG00000188529.14,SRSF10,34,223.8887114
ENSG00000188976.10,NOC2L,34,225.4501335
ENSG00000188986.6,NELFB,34,205.6276347
ENSG00000196305.17,IARS,34,170.7643035
ENSG00000196363.9,WDR5,34,175.9522976
ENSG00000196367.12,TRRAP,34,177.859049
ENSG00000197037.10,ZSCAN25,34,172.953799
ENSG00000197226.12,TBC1D9B,34,182.5013534
ENSG00000197912.14,SPG7,34,168.6443229
ENSG00000197961.11,ZNF121,34,175.519053
ENSG00000198000.11,NOL8,34,187.4513007
ENSG00000198026.7,ZNF335,34,163.5821183
ENSG00000198162.12,MAN1A2,34,182.3366589
ENSG00000198218.10,QRICH1,34,254.6136228
ENSG00000198276.15,UCKL1,34,171.4393043
ENSG00000198492.15,YTHDF2,34,166.7838116
ENSG00000198522.13,GPN1,34,202.9040919
ENSG00000198677.10,TTC37,34,229.7592339
ENSG00000198700.9,IPO9,34,270.6273129
ENSG00000198793.12,MTOR,34,218.9649145
ENSG00000198799.11,LRIG2,34,207.6327341
ENSG00000198874.12,TYW1,34,221.449147
ENSG00000198912.10,C1orf174,34,176.7231397
ENSG00000198917.12,SPOUT1,34,184.1867264
ENSG00000203993.4,ARRDC1-AS1,34,170.8796085
ENSG00000204084.12,INPP5B,34,172.5384735
ENSG00000204149.10,AGAP6,34,175.2155277
ENSG00000204227.4,RING1,34,168.9895249
ENSG00000204316.12,MRPL38,34,159.9565633
ENSG00000204371.11,EHMT2,34,200.6384893
ENSG00000204564.11,C6orf136,34,162.9540034
ENSG00000204576.11,PRR3,34,198.9946066
ENSG00000204946.9,ZNF783,34,160.8204973
ENSG00000205339.9,IPO7,34,192.8560614
ENSG00000205937.11,RNPS1,34,263.3998372
ENSG00000206527.9,HACD2,34,209.0101028
ENSG00000213593.9,TMX2,34,194.898914
ENSG00000213780.10,GTF2H4,34,169.4611383
ENSG00000213995.11,NAXD,34,182.5874619
ENSG00000215041.9,NEURL4,34,204.5666621
ENSG00000215193.12,PEX26,34,209.1198476
ENSG00000223501.8,VPS52,34,233.771263
ENSG00000223959.8,AFG3L1P,34,179.1968636
ENSG00000241973.10,PI4KA,34,188.0881666
ENSG00000244038.9,DDOST,34,159.9597918
ENSG00000244462.7,RBM12,34,200.3244431
ENSG00000247077.6,PGAM5,34,163.2987443
ENSG00000250462.8,LRRC37BP1,34,169.4915238
ENSG00000253719.3,ATXN7L3B,34,172.6543487
ENSG00000255529.7,POLR2M,34,173.1329517
ENSG00000257218.5,GATC,34,246.1681044
ENSG00000258890.6,CEP95,34,162.5631383
ENSG00000263753.6,LINC00667,34,163.5445182
ENSG00000265491.4,RNF115,34,167.3906837
ENSG00000268205.1,CTC-444N24.11,34,167.6416936
ENSG00000274523.4,RCC1L,34,193.7945976
ENSG00000275066.4,SYNRG,34,221.8578315
ENSG00000276234.4,TADA2A,34,176.5008948
ENSG00000278259.4,MYO19,34,181.8778192
ENSG00000170476.15,MZB1,59,68.49108215
ENSG00000211592.8,IGKC,59,68.21512624
ENSG00000211593.2,IGKJ5,59,69.27605434
ENSG00000211594.2,IGKJ4,59,66.18111646
ENSG00000211595.2,IGKJ3,59,67.31881346
ENSG00000211596.3,IGKJ2,59,68.97013623
ENSG00000211597.2,IGKJ1,59,68.85074588
ENSG00000211598.2,IGKV4-1,59,69.72083117
ENSG00000211625.2,IGKV3D-20,59,62.85426141
ENSG00000211637.2,IGLV4-69,59,70.11917358
ENSG00000211640.4,IGLV6-57,59,70.47859992
ENSG00000211644.3,IGLV1-51,59,70.23048666
ENSG00000211648.2,IGLV1-47,59,70.49842894
ENSG00000211651.3,IGLV1-44,59,70.19833101
ENSG00000211653.2,IGLV1-40,59,70.23803174
ENSG00000211655.3,IGLV1-36,59,67.24909853
ENSG00000211659.2,IGLV3-25,59,68.12793578
ENSG00000211660.3,IGLV2-23,59,70.27064394
ENSG00000211662.2,IGLV3-21,59,70.34434962
ENSG00000211663.2,IGLV3-19,59,69.95911276
ENSG00000211666.2,IGLV2-14,59,69.0610621
ENSG00000211668.2,IGLV2-11,59,70.31031491
ENSG00000211673.2,IGLV3-1,59,69.62906134
ENSG00000211674.2,IGLJ1,59,64.49513519
ENSG00000211675.2,IGLC1,59,70.28658448
ENSG00000211676.2,IGLJ2,59,57.1861784
ENSG00000211677.2,IGLC2,59,69.09727821
ENSG00000211678.2,IGLJ3,59,65.37710822
ENSG00000211679.2,IGLC3,59,67.97209085
ENSG00000211893.3,IGHG2,59,70.16285651
ENSG00000211895.4,IGHA1,59,67.89054993
ENSG00000211896.7,IGHG1,59,70.03189217
ENSG00000211897.8,IGHG3,59,70.11082507
ENSG00000211899.9,IGHM,59,54.68817868
ENSG00000211900.2,IGHJ6,59,66.33913859
ENSG00000211904.2,IGHJ2,59,69.46673857
ENSG00000211933.2,IGHV6-1,59,66.24891085
ENSG00000211937.3,IGHV2-5,59,70.18657063
ENSG00000211938.2,IGHV3-7,59,70.27529802
ENSG00000211941.3,IGHV3-11,59,69.63013636
ENSG00000211943.2,IGHV3-15,59,70.02868241
ENSG00000211945.2,IGHV1-18,59,70.5514413
ENSG00000211947.2,IGHV3-21,59,70.36214536
ENSG00000211949.3,IGHV3-23,59,69.96202872
ENSG00000211955.2,IGHV3-33,59,70.29725441
ENSG00000211956.2,IGHV4-34,59,70.54291167
ENSG00000211962.2,IGHV1-46,59,68.51429217
ENSG00000211964.3,IGHV3-48,59,69.45643846
ENSG00000211965.4,IGHV3-49,59,68.70254138
ENSG00000211966.2,IGHV5-51,59,69.50648779
ENSG00000211967.3,IGHV3-53,59,65.21792636
ENSG00000222037.5,IGLC6,59,67.65991288
ENSG00000224373.3,IGHV4-59,59,70.12442541
ENSG00000224650.2,IGHV3-74,59,67.90786398
ENSG00000239855.1,IGKV1-6,59,69.45505651
ENSG00000239951.1,IGKV3-20,59,65.80192673
ENSG00000240041.1,IGHJ4,59,67.566128
ENSG00000240382.3,IGKV1-17,59,66.68092353
ENSG00000240864.3,IGKV1-16,59,70.30355171
ENSG00000241294.1,IGKV2-24,59,68.33487999
ENSG00000241351.3,IGKV3-11,59,68.24805142
ENSG00000241755.1,IGKV1-9,59,70.49854023
ENSG00000242076.2,IGKV1-33,59,68.43859188
ENSG00000242371.1,IGKV1-39,59,70.25771123
ENSG00000242472.1,IGHJ5,59,67.32876897
ENSG00000242887.1,IGHJ3,59,64.54214884
ENSG00000243238.1,IGKV2-30,59,70.15922232
ENSG00000243290.3,IGKV1-12,59,69.259941
ENSG00000243466.1,IGKV1-5,59,69.90778698
ENSG00000244116.3,IGKV2-28,59,69.66737679
ENSG00000244437.1,IGKV3-15,59,69.89300831
ENSG00000244575.3,IGKV1-27,59,70.5058597
ENSG00000253755.1,IGHGP,59,55.35330211
ENSG00000278196.3,IGLV2-8,59,69.84764448
ENSG00000051180.16,RAD51,66,59.68808424
ENSG00000073111.13,MCM2,66,58.49661722
ENSG00000075218.18,GTSE1,66,55.57906392
ENSG00000076382.16,SPAG5,66,61.8895869
ENSG00000077152.9,UBE2T,66,62.4191505
ENSG00000080986.12,NDC80,66,58.46232845
ENSG00000085840.12,ORC1,66,62.32629116
ENSG00000087586.17,AURKA,66,60.30971053
ENSG00000088325.15,TPX2,66,60.23937776
ENSG00000089685.14,BIRC5,66,62.26600592
ENSG00000092470.11,WDR76,66,60.79500505
ENSG00000093009.9,CDC45,66,61.04580577
ENSG00000100162.14,CENPM,66,50.1986306
ENSG00000100526.19,CDKN3,66,43.92009077
ENSG00000101057.15,MYBL2,66,51.51695178
ENSG00000104738.16,MCM4,66,60.42809991
ENSG00000105173.13,CCNE1,66,58.63178799
ENSG00000106462.10,EZH2,66,60.42358734
ENSG00000109685.17,NSD2,66,57.7043331
ENSG00000109805.9,NCAPG,66,52.66371399
ENSG00000111206.12,FOXM1,66,62.13779621
ENSG00000112984.11,KIF20A,66,49.36498895
ENSG00000117399.13,CDC20,66,60.03529967
ENSG00000117632.22,STMN1,66,53.51621846
ENSG00000121152.9,NCAPH,66,60.98845888
ENSG00000122952.16,ZWINT,66,62.19197189
ENSG00000123485.11,HJURP,66,56.03746102
ENSG00000126787.12,DLGAP5,66,57.18494516
ENSG00000127564.16,PKMYT1,66,59.20493644
ENSG00000131153.8,GINS2,66,62.25646775
ENSG00000131747.14,TOP2A,66,59.55673397
ENSG00000134057.14,CCNB1,66,62.26870411
ENSG00000134690.10,CDCA8,66,59.26284165
ENSG00000135451.12,TROAP,66,61.86857285
ENSG00000137310.11,TCF19,66,55.2489462
ENSG00000137804.12,NUSAP1,66,61.67624358
ENSG00000138160.5,KIF11,66,53.64027083
ENSG00000140525.17,FANCI,66,61.91262975
ENSG00000142945.12,KIF2C,66,61.15227765
ENSG00000144354.13,CDCA7,66,61.7361112
ENSG00000145386.9,CCNA2,66,60.43549386
ENSG00000146670.9,CDCA5,66,61.84948503
ENSG00000146918.19,NCAPG2,66,59.8807809
ENSG00000148773.13,MKI67,66,57.79295137
ENSG00000149503.12,INCENP,66,60.39682804
ENSG00000151503.12,NCAPD3,66,60.39016514
ENSG00000153044.9,CENPH,66,59.1451063
ENSG00000156802.12,ATAD2,66,61.90239445
ENSG00000157456.7,CCNB2,66,60.68687676
ENSG00000160957.12,RECQL4,66,54.84956646
ENSG00000161800.12,RACGAP1,66,61.92456711
ENSG00000161888.11,SPC24,66,61.73191304
ENSG00000162063.12,CCNF,66,62.25558215
ENSG00000164611.12,PTTG1,66,50.81595006
ENSG00000166851.14,PLK1,66,60.4846966
ENSG00000167325.14,RRM1,66,55.45413201
ENSG00000167513.8,CDT1,66,53.41251946
ENSG00000167670.15,CHAF1A,66,59.54581244
ENSG00000167900.11,TK1,66,57.65110636
ENSG00000169679.14,BUB1,66,56.09604724
ENSG00000170312.15,CDK1,66,60.54736804
ENSG00000171848.13,RRM2,66,58.18646545
ENSG00000173207.12,CKS1B,66,60.31978823
ENSG00000176890.15,TYMS,66,58.2658985
ENSG00000178999.12,AURKB,66,60.44432047
ENSG00000186185.13,KIF18B,66,56.56598552
ENSG00000198901.13,PRC1,66,62.26849824
ENSG00000237649.7,KIFC1,66,61.64206267
ENSG00000000419.12,DPM1,72,264.009583
ENSG00000000457.13,SCYL3,72,359.7378172
ENSG00000000938.12,FGR,72,202.1373176
ENSG00000002834.17,LASP1,72,255.5947785
ENSG00000002919.14,SNX11,72,315.355464
ENSG00000003402.19,CFLAR,72,305.871591
ENSG00000003509.15,NDUFAF7,72,234.2675597
ENSG00000003756.16,RBM5,72,226.5898219
ENSG00000004660.14,CAMKK1,72,206.0718891
ENSG00000004700.15,RECQL,72,238.449217
ENSG00000005007.12,UPF1,72,202.2170785
ENSG00000005020.12,SKAP2,72,225.781394
ENSG00000005175.9,RPAP3,72,206.7932063
ENSG00000005812.10,FBXL3,72,303.873352
ENSG00000006715.15,VPS41,72,235.1841754
ENSG00000008130.15,NADK,72,258.0817856
ENSG00000008282.8,SYPL1,72,243.3315542
ENSG00000009844.15,VTA1,72,330.3447692
ENSG00000010072.15,SPRTN,72,278.9544886
ENSG00000010539.11,ZNF200,72,206.7492598
ENSG00000011114.14,BTBD7,72,359.4393814
ENSG00000011258.15,MBTD1,72,304.1439929
ENSG00000012232.8,EXTL3,72,238.1838199
ENSG00000012660.13,ELOVL5,72,201.7824959
ENSG00000014123.9,UFL1,72,204.8141429
ENSG00000014824.13,SLC30A9,72,232.8213413
ENSG00000014919.12,COX15,72,328.7511479
ENSG00000016864.18,GLT8D1,72,206.3736148
ENSG00000021574.11,SPAST,72,356.4994972
ENSG00000022976.15,ZNF839,72,208.014746
ENSG00000023041.11,ZDHHC6,72,338.82489
ENSG00000023287.12,RB1CC1,72,213.3024781
ENSG00000023318.7,ERP44,72,215.7590719
ENSG00000023697.12,DERA,72,293.7137989
ENSG00000024048.10,UBR2,72,293.4119876
ENSG00000024862.17,CCDC28A,72,214.7008062
ENSG00000026103.21,FAS,72,295.2229817
ENSG00000028116.16,VRK2,72,243.7830426
ENSG00000028528.14,SNX1,72,374.8753331
ENSG00000029363.16,BCLAF1,72,232.0103925
ENSG00000029364.11,SLC39A9,72,375.1055096
ENSG00000032219.18,ARID4A,72,239.4679782
ENSG00000033030.13,ZCCHC8,72,251.9393363
ENSG00000033100.16,CHPF2,72,269.4874954
ENSG00000033800.13,PIAS1,72,212.1680761
ENSG00000035681.7,NSMAF,72,279.864011
ENSG00000035862.12,TIMP2,72,241.8613054
ENSG00000036054.12,TBC1D23,72,369.2400025
ENSG00000036257.12,CUL3,72,334.2692278
ENSG00000037749.11,MFAP3,72,220.0303428
ENSG00000038219.12,BOD1L1,72,301.7318704
ENSG00000038274.16,MAT2B,72,311.4683795
ENSG00000039319.16,ZFYVE16,72,226.4451311
ENSG00000042429.11,MED17,72,314.3975345
ENSG00000042445.13,RETSAT,72,215.4860613
ENSG00000047056.14,WDR37,72,372.1234988
ENSG00000047315.15,POLR2B,72,336.2880844
ENSG00000047410.13,TPR,72,214.5099338
ENSG00000047578.12,KIAA0556,72,289.4213502
ENSG00000047932.13,GOPC,72,224.0794417
ENSG00000048392.11,RRM2B,72,259.1787242
ENSG00000048649.13,RSF1,72,233.259606
ENSG00000048740.18,CELF2,72,292.9535472
ENSG00000048828.16,FAM120A,72,321.3640578
ENSG00000049239.12,H6PD,72,287.6587778
ENSG00000049860.13,HEXB,72,221.1524537
ENSG00000050130.17,JKAMP,72,353.2148092
ENSG00000050344.8,NFE2L3,72,255.0054106
ENSG00000051382.8,PIK3CB,72,204.1136593
ENSG00000051620.10,HEBP2,72,239.2235713
ENSG00000052723.11,SIKE1,72,337.6000793
ENSG00000053770.11,AP5M1,72,316.2912676
ENSG00000053900.10,ANAPC4,72,255.1651882
ENSG00000054116.11,TRAPPC3,72,236.2984925
ENSG00000054267.21,ARID4B,72,206.0288047
ENSG00000054282.15,SDCCAG8,72,212.9631426
ENSG00000054965.10,FAM168A,72,358.3923778
ENSG00000055147.18,FAM114A2,72,259.2209957
ENSG00000055211.12,GINM1,72,280.4054849
ENSG00000055917.15,PUM2,72,423.266105
ENSG00000056097.15,ZFR,72,366.9155671
ENSG00000056586.15,RC3H2,72,272.5576014
ENSG00000057252.12,SOAT1,72,211.5667692
ENSG00000057608.16,GDI2,72,332.3358462
ENSG00000058272.16,PPP1R12A,72,246.0351385
ENSG00000060642.10,PIGV,72,254.1919019
ENSG00000061987.14,MON2,72,325.0669506
ENSG00000062650.17,WAPL,72,388.5593221
ENSG00000062725.9,APPBP2,72,383.1112459
ENSG00000064012.21,CASP8,72,229.7798061
ENSG00000064419.13,TNPO3,72,257.2221071
ENSG00000064995.16,TAF11,72,231.2301625
ENSG00000065135.10,GNAI3,72,370.3488806
ENSG00000065243.19,PKN2,72,201.1516094
ENSG00000065559.14,MAP2K4,72,293.7826956
ENSG00000065613.13,SLK,72,327.8630691
ENSG00000065615.13,CYB5R4,72,284.368707
ENSG00000065802.11,ASB1,72,237.4690848
ENSG00000065883.14,CDK13,72,359.9480785
ENSG00000066027.11,PPP2R5A,72,302.7556198
ENSG00000066084.12,DIP2B,72,349.9458402
ENSG00000066135.12,KDM4A,72,226.3854706
ENSG00000066136.20,NFYC,72,231.8207891
ENSG00000066322.14,ELOVL1,72,234.5263736
ENSG00000066427.21,ATXN3,72,219.7398422
ENSG00000066455.12,GOLGA5,72,317.5701377
ENSG00000066777.8,ARFGEF1,72,374.0948991
ENSG00000067066.16,SP100,72,279.1807403
ENSG00000067182.7,TNFRSF1A,72,281.5231891
ENSG00000067208.14,EVI5,72,226.4338614
ENSG00000067596.10,DHX8,72,207.4426968
ENSG00000067900.7,ROCK1,72,270.2428491
ENSG00000068024.16,HDAC4,72,221.3304584
ENSG00000068305.17,MEF2A,72,198.9708255
ENSG00000068650.18,ATP11A,72,229.0994603
ENSG00000068697.6,LAPTM4A,72,314.8388071
ENSG00000068745.14,IP6K2,72,262.6673696
ENSG00000068784.12,SRBD1,72,217.6969932
ENSG00000069345.11,DNAJA2,72,329.6628794
ENSG00000069974.15,RAB27A,72,276.1110181
ENSG00000070269.13,TMEM260,72,212.4617593
ENSG00000070367.15,EXOC5,72,278.3596934
ENSG00000070413.19,DGCR2,72,314.078157
ENSG00000070444.14,MNT,72,281.6772389
ENSG00000070476.14,ZXDC,72,363.6872699
ENSG00000070831.15,CDC42,72,278.5017635
ENSG00000071189.21,SNX13,72,212.7660518
ENSG00000071243.15,ING3,72,367.9438821
ENSG00000071537.13,SEL1L,72,366.0881043
ENSG00000072401.14,UBE2D1,72,231.3682766
ENSG00000072518.20,MARK2,72,234.324413
ENSG00000072609.17,CHFR,72,354.610654
ENSG00000072756.16,TRNT1,72,218.0223221
ENSG00000072803.17,FBXW11,72,264.6493886
ENSG00000072849.10,DERL2,72,290.1842708
ENSG00000073921.17,PICALM,72,287.909327
ENSG00000073969.18,NSF,72,329.7609759
ENSG00000074319.12,TSG101,72,297.1049523
ENSG00000074356.16,NCBP3,72,256.1300494
ENSG00000074603.18,DPP8,72,445.5564492
ENSG00000075292.18,ZNF638,72,404.9173492
ENSG00000075539.13,FRYL,72,207.4787751
ENSG00000075785.12,RAB7A,72,264.4111423
ENSG00000075975.15,MKRN2,72,280.1281267
ENSG00000076053.10,RBM7,72,342.0253038
ENSG00000076513.16,ANKRD13A,72,347.5992708
ENSG00000076662.9,ICAM3,72,200.6024614
ENSG00000076685.18,NT5C2,72,235.747791
ENSG00000077254.14,USP33,72,415.3313112
ENSG00000077514.8,POLD3,72,288.5675369
ENSG00000078140.13,UBE2K,72,378.4395815
ENSG00000078142.12,PIK3C3,72,429.8759606
ENSG00000078237.6,TIGAR,72,245.4039396
ENSG00000078618.21,NRDC,72,241.6728726
ENSG00000078747.14,ITCH,72,319.5658171
ENSG00000078902.15,TOLLIP,72,266.9179329
ENSG00000079246.15,XRCC5,72,302.8145079
ENSG00000079950.13,STX7,72,382.0618034
ENSG00000080802.18,CNOT4,72,297.1217271
ENSG00000080815.18,PSEN1,72,416.3468862
ENSG00000081087.14,OSTM1,72,339.9354702
ENSG00000081237.18,PTPRC,72,280.841182
ENSG00000081320.10,STK17B,72,244.2551885
ENSG00000082074.15,FYB,72,248.9343876
ENSG00000082212.12,ME2,72,296.6549723
ENSG00000082258.12,CCNT2,72,268.6670696
ENSG00000082701.14,GSK3B,72,384.2397533
ENSG00000082996.19,RNF13,72,216.8553044
ENSG00000083312.17,TNPO1,72,399.3200549
ENSG00000083520.14,DIS3,72,331.8058762
ENSG00000083642.18,PDS5B,72,401.0322044
ENSG00000083814.13,ZNF671,72,202.995273
ENSG00000083937.8,CHMP2B,72,301.2629174
ENSG00000084073.8,ZMPSTE24,72,316.3766364
ENSG00000084093.16,REST,72,387.5446915
ENSG00000084112.14,SSH1,72,235.6353135
ENSG00000084733.10,RAB10,72,319.6608853
ENSG00000085365.17,SCAMP1,72,260.2324808
ENSG00000085433.15,WDR47,72,268.414604
ENSG00000085491.15,SLC25A24,72,201.7292374
ENSG00000085832.16,EPS15,72,305.6385167
ENSG00000086300.15,SNX10,72,221.5770964
ENSG00000086598.10,TMED2,72,294.9954905
ENSG00000086666.18,ZFAND6,72,311.9991739
ENSG00000086730.16,LAT2,72,297.9813662
ENSG00000087095.12,NLK,72,214.302845
ENSG00000087152.15,ATXN7L3,72,347.3965414
ENSG00000087253.12,LPCAT2,72,254.3606207
ENSG00000087338.4,GMCL1,72,315.8220023
ENSG00000087502.17,ERGIC2,72,281.4668374
ENSG00000088035.15,ALG6,72,285.5528693
ENSG00000088298.12,EDEM2,72,342.950868
ENSG00000088448.14,ANKRD10,72,240.1755296
ENSG00000088832.16,FKBP1A,72,221.6967481
ENSG00000088833.17,NSFL1C,72,206.6412128
ENSG00000088888.17,MAVS,72,301.5210944
ENSG00000088930.7,XRN2,72,353.5831896
ENSG00000089159.16,PXN,72,209.1317165
ENSG00000089234.15,BRAP,72,292.196058
ENSG00000089902.9,RCOR1,72,226.8148235
ENSG00000089916.17,GPATCH2L,72,272.7937391
ENSG00000090020.10,SLC9A1,72,213.7607233
ENSG00000090054.13,SPTLC1,72,401.1565125
ENSG00000090060.17,PAPOLA,72,346.0498056
ENSG00000090316.15,MAEA,72,267.8049625
ENSG00000090432.6,MUL1,72,230.1624684
ENSG00000090686.15,USP48,72,296.8977056
ENSG00000090989.17,EXOC1,72,424.9492733
ENSG00000091009.7,RBM27,72,286.9137092
ENSG00000091039.16,OSBPL8,72,235.2109804
ENSG00000091140.13,DLD,72,311.7392492
ENSG00000091317.7,CMTM6,72,341.8238875
ENSG00000092020.10,PPP2R3C,72,266.0682757
ENSG00000092108.20,SCFD1,72,263.6396081
ENSG00000092148.12,HECTD1,72,276.0505809
ENSG00000092330.15,TINF2,72,242.7841983
ENSG00000092531.9,SNAP23,72,289.2248571
ENSG00000092847.11,AGO1,72,208.2128581
ENSG00000092871.16,RFFL,72,214.3765237
ENSG00000092931.11,MFSD11,72,236.4263188
ENSG00000093000.18,NUP50,72,317.5797084
ENSG00000093144.18,ECHDC1,72,263.032268
ENSG00000093183.13,SEC22C,72,292.5369109
ENSG00000095015.5,MAP3K1,72,222.607682
ENSG00000095261.13,PSMD5,72,261.5136549
ENSG00000095485.16,CWF19L1,72,272.1900044
ENSG00000096401.7,CDC5L,72,424.2652003
ENSG00000096717.11,SIRT1,72,240.6427228
ENSG00000096968.13,JAK2,72,235.1739228
ENSG00000099246.16,RAB18,72,311.0971018
ENSG00000099940.11,SNAP29,72,400.4726839
ENSG00000100030.14,MAPK1,72,414.6679842
ENSG00000100034.13,PPM1F,72,200.2189786
ENSG00000100106.19,TRIOBP,72,222.3888431
ENSG00000100201.20,DDX17,72,357.3158108
ENSG00000100296.13,THOC5,72,248.1376767
ENSG00000100330.15,MTMR3,72,285.1269901
ENSG00000100368.13,CSF2RB,72,236.4777374
ENSG00000100393.12,EP300,72,252.46128
ENSG00000100441.9,KHNYN,72,210.1117071
ENSG00000100461.17,RBM23,72,278.8085651
ENSG00000100483.13,VCPKMT,72,213.7250129
ENSG00000100485.11,SOS2,72,332.3145418
ENSG00000100580.7,TMED8,72,228.499682
ENSG00000100603.13,SNW1,72,222.4779394
ENSG00000100612.13,DHRS7,72,293.1194193
ENSG00000100664.10,EIF5,72,239.0110857
ENSG00000100697.14,DICER1,72,282.7206371
ENSG00000100731.15,PCNX1,72,240.3431853
ENSG00000100764.13,PSMC1,72,240.1286718
ENSG00000100811.12,YY1,72,276.6268753
ENSG00000100815.12,TRIP11,72,289.3244662
ENSG00000100883.11,SRP54,72,278.4868161
ENSG00000100926.14,TM9SF1,72,262.3896621
ENSG00000100934.14,SEC23A,72,265.8882904
ENSG00000100938.17,GMPR2,72,361.1776331
ENSG00000101109.11,STK4,72,221.5078745
ENSG00000101126.15,ADNP,72,369.6720213
ENSG00000101138.11,CSTF1,72,208.4730999
ENSG00000101146.12,RAE1,72,240.6991609
ENSG00000101150.17,TPD52L2,72,291.2029848
ENSG00000101152.10,DNAJC5,72,225.7301954
ENSG00000101190.12,TCFL5,72,245.144928
ENSG00000101265.15,RASSF2,72,310.3394008
ENSG00000101290.13,CDS2,72,340.2086453
ENSG00000101310.14,SEC23B,72,209.6589053
ENSG00000101343.14,CRNKL1,72,386.6620739
ENSG00000101413.11,RPRD1B,72,328.7082999
ENSG00000101745.16,ANKRD12,72,254.0894537
ENSG00000101751.10,POLI,72,244.7971251
ENSG00000102580.14,DNAJC3,72,362.7059099
ENSG00000102699.5,PARP4,72,262.4964956
ENSG00000102710.19,SUPT20H,72,302.2272378
ENSG00000102786.14,INTS6,72,205.7584455
ENSG00000102893.15,PHKB,72,318.0661907
ENSG00000102910.13,LONP2,72,251.899899
ENSG00000102921.7,N4BP1,72,255.3153534
ENSG00000102978.12,POLR2C,72,253.8387049
ENSG00000103005.11,USB1,72,228.2866617
ENSG00000103111.14,MON1B,72,325.0886423
ENSG00000103160.11,HSDL1,72,233.9482934
ENSG00000103343.12,ZNF174,72,244.019114
ENSG00000103479.15,RBL2,72,256.4118852
ENSG00000103569.9,AQP9,72,207.0854452
ENSG00000103642.11,LACTB,72,233.3411028
ENSG00000103653.16,CSK,72,201.8792298
ENSG00000103671.9,TRIP4,72,306.8919657
ENSG00000103707.9,MTFMT,72,270.054298
ENSG00000103769.9,RAB11A,72,316.4394055
ENSG00000103978.15,TMEM87A,72,338.5608318
ENSG00000103994.16,ZNF106,72,337.3763215
ENSG00000104133.14,SPG11,72,233.3261737
ENSG00000104205.12,SGK3,72,291.8247229
ENSG00000104221.12,BRF2,72,218.7479987
ENSG00000104320.13,NBN,72,335.1153806
ENSG00000104325.6,DECR1,72,266.5217524
ENSG00000104343.19,UBE2W,72,290.4733533
ENSG00000104388.14,RAB2A,72,375.2207008
ENSG00000104643.9,MTMR9,72,295.70335
ENSG00000104687.12,GSR,72,257.002957
ENSG00000104695.12,PPP2CB,72,271.5841492
ENSG00000105058.11,FAM32A,72,316.2268404
