gene_id,gene,module,kTotal_output
ENSG00000105186.15,ANKRD27,72,236.1531247
ENSG00000105483.17,CARD8,72,360.3556605
ENSG00000105514.7,RAB3D,72,210.8490398
ENSG00000105778.18,AVL9,72,406.5391262
ENSG00000105851.10,PIK3CG,72,333.3700224
ENSG00000105856.13,HBP1,72,297.5815168
ENSG00000105879.11,CBLL1,72,213.9474644
ENSG00000105887.10,MTPN,72,283.3716712
ENSG00000105993.14,DNAJB6,72,279.8195374
ENSG00000106052.13,TAX1BP1,72,232.2777704
ENSG00000106144.19,CASP2,72,315.2648837
ENSG00000106261.16,ZKSCAN1,72,293.1138045
ENSG00000106348.16,IMPDH1,72,205.1875992
ENSG00000106459.14,NRF1,72,285.2048788
ENSG00000106636.7,YKT6,72,286.306754
ENSG00000106780.8,MEGF9,72,217.3393845
ENSG00000106829.18,TLE4,72,205.7392909
ENSG00000107036.11,RIC1,72,335.9997902
ENSG00000107099.15,DOCK8,72,209.3287453
ENSG00000107185.9,RGP1,72,227.4722464
ENSG00000107560.10,RAB11FIP2,72,205.743508
ENSG00000107854.5,TNKS2,72,326.7026366
ENSG00000107897.18,ACBD5,72,330.4643032
ENSG00000107929.14,LARP4B,72,358.9217877
ENSG00000107938.17,EDRF1,72,298.9091998
ENSG00000108055.9,SMC3,72,287.6527125
ENSG00000108061.11,SHOC2,72,250.958693
ENSG00000108094.14,CUL2,72,330.7091051
ENSG00000108100.17,CCNY,72,291.0428595
ENSG00000108219.14,TSPAN14,72,253.0470647
ENSG00000108256.8,NUFIP2,72,279.4582674
ENSG00000108306.11,FBXL20,72,246.9621937
ENSG00000108423.14,TUBD1,72,230.8077431
ENSG00000108424.9,KPNB1,72,341.075618
ENSG00000108468.14,CBX1,72,247.1934066
ENSG00000108587.15,GOSR1,72,356.4019553
ENSG00000108599.14,AKAP10,72,281.8813724
ENSG00000108654.13,DDX5,72,230.2911842
ENSG00000108774.14,RAB5C,72,259.6567964
ENSG00000108788.11,MLX,72,238.3099039
ENSG00000108946.14,PRKAR1A,72,331.7875642
ENSG00000109016.17,DHRS7B,72,210.881656
ENSG00000109079.9,TNFAIP1,72,297.9178369
ENSG00000109133.12,TMEM33,72,345.2555273
ENSG00000109180.14,OCIAD1,72,363.4559603
ENSG00000109220.10,CHIC2,72,207.8705746
ENSG00000109270.12,LAMTOR3,72,286.2384468
ENSG00000109320.11,NFKB1,72,234.4667982
ENSG00000109323.8,MANBA,72,222.0109566
ENSG00000109332.19,UBE2D3,72,199.7555015
ENSG00000109381.19,ELF2,72,243.8376635
ENSG00000109445.10,ZNF330,72,280.3401199
ENSG00000109586.11,GALNT7,72,313.8609983
ENSG00000109854.13,HTATIP2,72,254.0506667
ENSG00000110066.14,KMT5B,72,427.7102208
ENSG00000110075.14,PPP6R3,72,332.7755008
ENSG00000110315.6,RNF141,72,199.2123489
ENSG00000110321.16,EIF4G2,72,342.654287
ENSG00000110344.9,UBE4A,72,244.1503967
ENSG00000110367.11,DDX6,72,200.9223728
ENSG00000110395.6,CBL,72,249.7187417
ENSG00000110422.11,HIPK3,72,269.7724221
ENSG00000110429.13,FBXO3,72,305.3073113
ENSG00000110768.11,GTF2H1,72,231.8124732
ENSG00000110880.10,CORO1C,72,230.002613
ENSG00000110931.18,CAMKK2,72,248.2398653
ENSG00000110934.10,BIN2,72,230.3890431
ENSG00000111229.15,ARPC3,72,205.1313586
ENSG00000111540.15,RAB5B,72,295.5938834
ENSG00000111554.14,MDM1,72,216.9452772
ENSG00000111647.12,UHRF1BP1L,72,208.4183602
ENSG00000111653.19,ING4,72,243.3310953
ENSG00000111679.16,PTPN6,72,201.5415159
ENSG00000111684.10,LPCAT3,72,203.2879302
ENSG00000111707.11,SUDS3,72,208.1205136
ENSG00000111731.12,C2CD5,72,293.5881823
ENSG00000111737.11,RAB35,72,306.2414418
ENSG00000111786.8,SRSF9,72,231.414922
ENSG00000111817.16,DSE,72,237.9953801
ENSG00000111877.17,MCM9,72,243.1790601
ENSG00000111897.6,SERINC1,72,313.2804893
ENSG00000111911.6,HINT3,72,345.1684968
ENSG00000112062.10,MAPK14,72,211.0688773
ENSG00000112079.8,STK38,72,310.2674032
ENSG00000112282.17,MED23,72,370.4057462
ENSG00000112297.14,AIM1,72,269.3461326
ENSG00000112304.10,ACOT13,72,242.565916
ENSG00000112308.12,C6orf62,72,352.2852602
ENSG00000112584.13,FAM120B,72,291.7245463
ENSG00000112624.12,GLTSCR1L,72,201.1414132
ENSG00000112658.7,SRF,72,231.0137143
ENSG00000112679.14,DUSP22,72,395.537228
ENSG00000112697.15,TMEM30A,72,377.5967099
ENSG00000112701.17,SENP6,72,353.450454
ENSG00000112739.16,PRPF4B,72,244.5711356
ENSG00000112763.15,BTN2A1,72,233.9569447
ENSG00000112851.14,ERBIN,72,264.8270031
ENSG00000112855.14,HARS2,72,374.9322219
ENSG00000112983.17,BRD8,72,323.0222938
ENSG00000113119.12,TMCO6,72,285.8330033
ENSG00000113161.15,HMGCR,72,314.0273114
ENSG00000113163.15,COL4A3BP,72,343.0263056
ENSG00000113194.12,FAF2,72,375.7028489
ENSG00000113240.12,CLK4,72,230.092716
ENSG00000113269.13,RNF130,72,259.2524888
ENSG00000113300.11,CNOT6,72,269.3159442
ENSG00000113368.11,LMNB1,72,233.4261219
ENSG00000113384.13,GOLPH3,72,379.8419924
ENSG00000113391.18,FAM172A,72,254.8246159
ENSG00000113441.15,LNPEP,72,265.3633576
ENSG00000113532.12,ST8SIA4,72,271.4231243
ENSG00000113575.9,PPP2CA,72,356.2870023
ENSG00000113580.14,NR3C1,72,274.2359145
ENSG00000113593.11,PPWD1,72,340.3477968
ENSG00000113712.17,CSNK1A1,72,299.0690483
ENSG00000113845.9,TIMMDC1,72,254.6821577
ENSG00000114098.17,ARMC8,72,384.961504
ENSG00000114302.15,PRKAR2A,72,288.5367128
ENSG00000114331.13,ACAP2,72,375.217169
ENSG00000114450.9,GNB4,72,213.812401
ENSG00000114573.9,ATP6V1A,72,392.8577172
ENSG00000114648.11,KLHL18,72,355.7856656
ENSG00000114744.8,COMMD2,72,283.1148013
ENSG00000114770.16,ABCC5,72,202.6608185
ENSG00000114933.15,INO80D,72,274.2702407
ENSG00000114978.17,MOB1A,72,446.2350155
ENSG00000115084.13,SLC35F5,72,286.4108999
ENSG00000115091.11,ACTR3,72,312.7223918
ENSG00000115145.9,STAM2,72,368.7630729
ENSG00000115310.17,RTN4,72,367.2849619
ENSG00000115421.12,PAPOLG,72,311.3564489
ENSG00000115446.11,UNC50,72,307.3953664
ENSG00000115459.17,ELMOD3,72,248.049652
ENSG00000115486.11,GGCX,72,219.2046797
ENSG00000115520.8,COQ10B,72,244.7718522
ENSG00000115524.15,SF3B1,72,341.9446693
ENSG00000115561.15,CHMP3,72,341.9945363
ENSG00000115808.11,STRN,72,325.8483653
ENSG00000115816.14,CEBPZ,72,293.5562856
ENSG00000115947.13,ORC4,72,290.0619185
ENSG00000116001.15,TIA1,72,266.0597075
ENSG00000116095.10,PLEKHA3,72,200.2067652
ENSG00000116205.12,TCEANC2,72,256.4580227
ENSG00000116209.11,TMEM59,72,275.9157063
ENSG00000116213.15,WRAP73,72,228.2018096
ENSG00000116266.10,STXBP3,72,365.5322347
ENSG00000116406.18,EDEM3,72,245.3728325
ENSG00000116459.10,ATP5F1,72,234.3705313
ENSG00000116473.14,RAP1A,72,308.9279972
ENSG00000116489.12,CAPZA1,72,323.011509
ENSG00000116497.17,S100PBP,72,203.0550238
ENSG00000116668.12,SWT1,72,262.0529033
ENSG00000116685.15,KIAA2013,72,207.2386394
ENSG00000116731.22,PRDM2,72,298.7520422
ENSG00000116747.12,TROVE2,72,355.8630188
ENSG00000116815.15,CD58,72,288.8168019
ENSG00000116903.7,EXOC8,72,313.808729
ENSG00000116906.11,GNPAT,72,255.7229031
ENSG00000117118.9,SDHB,72,225.924491
ENSG00000117151.12,CTBS,72,290.7581322
ENSG00000117153.15,KLHL12,72,382.3805797
ENSG00000117222.13,RBBP5,72,395.307284
ENSG00000117298.14,ECE1,72,253.9447377
ENSG00000117335.19,CD46,72,223.1270964
ENSG00000117475.13,BLZF1,72,318.3978942
ENSG00000117500.12,TMED5,72,308.7045824
ENSG00000117505.12,DR1,72,354.8653715
ENSG00000117528.11,ABCD3,72,207.4862539
ENSG00000117614.9,SYF2,72,378.2968641
ENSG00000117616.17,RSRP1,72,232.0025337
ENSG00000117676.13,RPS6KA1,72,255.1490233
ENSG00000117697.14,NSL1,72,318.8089143
ENSG00000117713.18,ARID1A,72,287.1750669
ENSG00000117751.17,PPP1R8,72,302.8999406
ENSG00000117862.11,TXNDC12,72,325.3851796
ENSG00000118007.12,STAG1,72,358.4842134
ENSG00000118197.13,DDX59,72,379.5263297
ENSG00000118217.5,ATF6,72,249.711203
ENSG00000118260.14,CREB1,72,363.1815492
ENSG00000118308.15,LRMP,72,265.9616465
ENSG00000118518.15,RNF146,72,227.0688133
ENSG00000118564.14,FBXL5,72,277.727046
ENSG00000118579.12,MED28,72,355.368298
ENSG00000118855.18,MFSD1,72,279.582751
ENSG00000118873.15,RAB3GAP2,72,368.3371225
ENSG00000118960.12,HS1BP3,72,230.834676
ENSG00000119314.15,PTBP3,72,218.2832509
ENSG00000119328.11,FAM206A,72,350.6155771
ENSG00000119392.14,GLE1,72,344.8761448
ENSG00000119396.10,RAB14,72,453.1344636
ENSG00000119414.11,PPP6C,72,371.2542215
ENSG00000119446.13,RBM18,72,265.5157174
ENSG00000119541.9,VPS4B,72,417.4270749
ENSG00000119616.11,FCF1,72,334.0909401
ENSG00000119638.12,NEK9,72,237.1732649
ENSG00000119682.16,AREL1,72,318.2750289
ENSG00000119720.17,NRDE2,72,290.9373114
ENSG00000119729.11,RHOQ,72,292.5211219
ENSG00000119787.13,ATL2,72,209.5293901
ENSG00000119820.10,YIPF4,72,311.9765079
ENSG00000119844.15,AFTPH,72,347.6992076
ENSG00000119899.12,SLC17A5,72,367.2651782
ENSG00000119906.11,SLF2,72,335.1590396
ENSG00000119929.12,CUTC,72,213.8923604
ENSG00000119953.12,SMNDC1,72,241.3023961
ENSG00000119979.16,FAM45A,72,332.7715708
ENSG00000120451.10,SNX19,72,293.5255548
ENSG00000120616.15,EPC1,72,357.2409459
ENSG00000120647.9,CCDC77,72,211.1861828
ENSG00000120656.11,TAF12,72,319.1700304
ENSG00000120662.15,MTRF1,72,203.2243388
ENSG00000120688.8,WBP4,72,277.6077003
ENSG00000120690.15,ELF1,72,212.9636269
ENSG00000120727.12,PAIP2,72,305.8532243
ENSG00000120733.13,KDM3B,72,354.5148026
ENSG00000120868.13,APAF1,72,279.5424824
ENSG00000120899.17,PTK2B,72,253.0334744
ENSG00000120925.15,RNF170,72,202.9907423
ENSG00000120992.17,LYPLA1,72,277.8620241
ENSG00000121022.13,COPS5,72,208.0618747
ENSG00000121067.17,SPOP,72,353.0739684
ENSG00000121481.10,RNF2,72,303.9175876
ENSG00000121486.11,TRMT1L,72,248.3482803
ENSG00000121644.18,DESI2,72,274.632929
ENSG00000121879.3,PIK3CA,72,365.7577532
ENSG00000121931.15,LRIF1,72,223.5209294
ENSG00000122008.15,POLK,72,219.4854139
ENSG00000122033.14,MTIF3,72,255.4005135
ENSG00000122042.9,UBL3,72,326.2414425
ENSG00000122257.18,RBBP6,72,255.6798529
ENSG00000122545.18,07-Sep,72,384.1359532
ENSG00000122550.17,KLHL7,72,284.5970076
ENSG00000122565.18,CBX3,72,293.2451592
ENSG00000122692.8,SMU1,72,286.8324016
ENSG00000122694.15,GLIPR2,72,264.6346211
ENSG00000123200.16,ZC3H13,72,268.2535437
ENSG00000123444.13,KBTBD4,72,240.6405775
ENSG00000123609.10,NMI,72,241.1185739
ENSG00000123643.12,SLC36A1,72,245.8991509
ENSG00000123684.12,LPGAT1,72,391.0966465
ENSG00000124164.15,VAPB,72,284.5837298
ENSG00000124209.3,RAB22A,72,399.6834247
ENSG00000124222.22,STX16,72,222.3708745
ENSG00000124275.14,MTRR,72,230.465962
ENSG00000124356.15,STAMBP,72,321.4682233
ENSG00000124422.11,USP22,72,228.3410151
ENSG00000124459.11,ZNF45,72,220.3418236
ENSG00000124659.6,TBCC,72,256.7923839
ENSG00000124688.13,MAD2L1BP,72,240.4552498
ENSG00000124783.12,SSR1,72,369.6459428
ENSG00000124786.9,SLC35B3,72,313.6221455
ENSG00000124788.17,ATXN1,72,271.2011283
ENSG00000124789.11,NUP153,72,213.7557071
ENSG00000124831.18,LRRFIP1,72,302.1903701
ENSG00000125149.11,C16orf70,72,329.727081
ENSG00000125304.8,TM9SF2,72,332.0194342
ENSG00000125449.6,ARMC7,72,208.727056
ENSG00000125510.15,OPRL1,72,213.396641
ENSG00000125779.21,PANK2,72,404.7589237
ENSG00000125827.8,TMX4,72,280.1749805
ENSG00000125834.12,STK35,72,284.0456772
ENSG00000125871.13,MGME1,72,242.6349264
ENSG00000125875.13,TBC1D20,72,237.8750382
ENSG00000125900.12,SIRPD,72,221.1202201
ENSG00000125945.14,ZNF436,72,211.0421801
ENSG00000126070.19,AGO3,72,269.251603
ENSG00000126216.13,TUBGCP3,72,342.0292522
ENSG00000126391.13,FRMD8,72,284.6114575
ENSG00000126581.12,BECN1,72,395.7220583
ENSG00000126653.17,NSRP1,72,229.5850695
ENSG00000126773.12,PCNX4,72,213.3618408
ENSG00000126858.16,RHOT1,72,274.2372864
ENSG00000127125.8,PPCS,72,324.9644143
ENSG00000127314.17,RAP1B,72,323.0110873
ENSG00000127663.14,KDM4B,72,220.9993514
ENSG00000127720.7,METTL25,72,233.6267091
ENSG00000127870.16,RNF6,72,319.3148482
ENSG00000127993.15,RBM48,72,298.6459074
ENSG00000128607.13,KLHDC10,72,365.3989901
ENSG00000128699.13,ORMDL1,72,292.8708689
ENSG00000128923.10,MINDY2,72,212.3316288
ENSG00000128989.10,ARPP19,72,343.9401461
ENSG00000129007.14,CALML4,72,217.6633969
ENSG00000129071.9,MBD4,72,415.7171477
ENSG00000129083.12,COPB1,72,412.2468686
ENSG00000129128.12,SPCS3,72,397.6631464
ENSG00000129353.14,SLC44A2,72,224.5190088
ENSG00000129465.15,RIPK3,72,211.1532737
ENSG00000129515.18,SNX6,72,440.1243845
ENSG00000129518.8,EAPP,72,245.6469882
ENSG00000129534.13,MIS18BP1,72,264.5223556
ENSG00000129625.12,REEP5,72,315.4104867
ENSG00000129636.12,ITFG1,72,303.3310539
ENSG00000129691.15,ASH2L,72,283.8354102
ENSG00000129696.12,TTI2,72,209.925082
ENSG00000129933.20,MAU2,72,359.3230289
ENSG00000130429.12,ARPC1B,72,221.8084003
ENSG00000130703.15,OSBPL2,72,213.5323624
ENSG00000130749.9,ZC3H4,72,228.3234158
ENSG00000130779.19,CLIP1,72,304.1385656
ENSG00000130939.18,UBE4B,72,342.9557505
ENSG00000131013.3,PPIL4,72,287.3020694
ENSG00000131051.22,RBM39,72,206.1560713
ENSG00000131100.12,ATP6V1E1,72,225.9896099
ENSG00000131165.14,CHMP1A,72,223.4776708
ENSG00000131236.16,CAP1,72,258.0752706
ENSG00000131389.16,SLC6A6,72,198.9265748
ENSG00000131467.10,PSME3,72,253.2008896
ENSG00000131503.20,ANKHD1,72,204.1349206
ENSG00000131507.10,NDFIP1,72,395.9792238
ENSG00000131732.11,ZCCHC9,72,256.2021347
ENSG00000131779.10,PEX11B,72,213.6444496
ENSG00000131931.8,THAP1,72,252.1180524
ENSG00000131966.13,ACTR10,72,306.5512831
ENSG00000132010.15,ZNF20,72,221.4525523
ENSG00000132294.14,EFR3A,72,254.0425329
ENSG00000132356.11,PRKAA1,72,248.3789186
ENSG00000132388.12,UBE2G1,72,349.9761936
ENSG00000132424.14,PNISR,72,230.1295614
ENSG00000132581.9,SDF2,72,259.4553472
ENSG00000132694.18,ARHGEF11,72,237.8818459
ENSG00000132824.13,SERINC3,72,283.7932776
ENSG00000132825.6,PPP1R3D,72,216.2446588
ENSG00000132842.13,AP3B1,72,367.6198429
ENSG00000132912.12,DCTN4,72,237.7226223
ENSG00000133059.16,DSTYK,72,255.1284729
ENSG00000133302.12,SLF1,72,245.2471027
ENSG00000133318.13,RTN3,72,253.8554044
ENSG00000133704.9,IPO8,72,388.7609236
ENSG00000133731.9,IMPA1,72,265.863306
ENSG00000133794.17,ARNTL,72,316.1128728
ENSG00000133858.15,ZFC3H1,72,284.034917
ENSG00000133961.19,NUMB,72,212.7311186
ENSG00000133997.11,MED6,72,247.5878496
ENSG00000134046.11,MBD2,72,241.8547757
ENSG00000134058.11,CDK7,72,315.7066461
ENSG00000134086.7,VHL,72,322.4107451
ENSG00000134108.12,ARL8B,72,233.0856304
ENSG00000134153.9,EMC7,72,246.2383746
ENSG00000134186.11,PRPF38B,72,245.0840045
ENSG00000134255.13,CEPT1,72,326.9181355
ENSG00000134265.12,NAPG,72,241.3829786
ENSG00000134313.15,KIDINS220,72,288.777933
ENSG00000134318.13,ROCK2,72,318.8990041
ENSG00000134352.19,IL6ST,72,262.4177427
ENSG00000134371.10,CDC73,72,250.0266642
ENSG00000134444.13,KIAA1468,72,232.3305726
ENSG00000134698.10,AGO4,72,324.1515268
ENSG00000134717.17,BTF3L4,72,250.0038643
ENSG00000134851.12,TMEM165,72,203.8945185
ENSG00000134905.16,CARS2,72,249.0127034
ENSG00000134982.16,APC,72,288.0649144
ENSG00000134996.11,OSTF1,72,295.0427609
ENSG00000135090.13,TAOK3,72,304.6862082
ENSG00000135250.16,SRPK2,72,202.9147432
ENSG00000135269.17,TES,72,239.8497362
ENSG00000135315.11,CEP162,72,258.812953
ENSG00000135317.12,SNX14,72,317.6100776
ENSG00000135341.17,MAP3K7,72,360.1458903
ENSG00000135392.15,DNAJC14,72,324.388173
ENSG00000135457.9,TFCP2,72,277.0674438
ENSG00000135482.6,ZC3H10,72,263.4236204
ENSG00000135535.15,CD164,72,297.1642458
ENSG00000135604.9,STX11,72,205.8642689
ENSG00000135677.10,GNS,72,209.0818027
ENSG00000135709.12,KIAA0513,72,218.9293368
ENSG00000135766.8,EGLN1,72,240.1473452
ENSG00000135823.13,STX6,72,207.8657888
ENSG00000135828.11,RNASEL,72,279.4540731
ENSG00000135842.16,FAM129A,72,212.2641894
ENSG00000135870.11,RC3H1,72,305.8372019
ENSG00000135900.3,MRPL44,72,317.9804453
ENSG00000135930.13,EIF4E2,72,239.7690639
ENSG00000135932.10,CAB39,72,260.345785
ENSG00000135956.8,TMEM127,72,244.9225907
ENSG00000135974.9,C2orf49,72,357.1841656
ENSG00000135999.11,EPC2,72,331.9822953
ENSG00000136040.8,PLXNC1,72,263.8726585
ENSG00000136044.11,APPL2,72,274.088226
ENSG00000136051.13,WASHC4,72,278.2782497
ENSG00000136100.12,VPS36,72,280.7460942
ENSG00000136144.11,RCBTB1,72,248.5232508
ENSG00000136146.14,MED4,72,418.046239
ENSG00000136156.12,ITM2B,72,271.822515
ENSG00000136161.12,RCBTB2,72,222.9772123
ENSG00000136238.17,RAC1,72,256.2167062
ENSG00000136280.15,CCM2,72,211.8685691
ENSG00000136381.12,IREB2,72,339.4118409
ENSG00000136404.15,TM6SF1,72,291.527886
ENSG00000136450.12,SRSF1,72,322.055937
ENSG00000136451.8,VEZF1,72,453.1584934
ENSG00000136536.14,07-Mar,72,359.1428063
ENSG00000136560.13,TANK,72,350.5478325
ENSG00000136643.11,RPS6KC1,72,218.6046723
ENSG00000136731.12,UGGT1,72,198.4613269
ENSG00000136754.16,ABI1,72,233.8556708
ENSG00000136758.18,YME1L1,72,356.2253551
ENSG00000136816.15,TOR1B,72,206.0066507
ENSG00000136827.11,TOR1A,72,284.5187565
ENSG00000136870.10,ZNF189,72,277.7294406
ENSG00000136932.13,TRMO,72,316.4897773
ENSG00000137177.19,KIF13A,72,225.1106685
ENSG00000137207.11,YIPF3,72,227.8569467
ENSG00000137275.13,RIPK1,72,315.6860794
ENSG00000137413.15,TAF8,72,300.3392211
ENSG00000137414.5,FAM8A1,72,295.4607913
ENSG00000137509.10,PRCP,72,245.9378392
ENSG00000137642.12,SORL1,72,206.025198
ENSG00000137776.16,SLTM,72,414.7225839
ENSG00000137845.14,ADAM10,72,391.1413223
ENSG00000137947.11,GTF2B,72,317.8248289
ENSG00000137996.12,RTCA,72,270.3363664
ENSG00000138029.13,HADHB,72,267.8089343
ENSG00000138032.20,PPM1B,72,212.3060307
ENSG00000138071.13,ACTR2,72,363.7719648
ENSG00000138081.20,FBXO11,72,265.0918304
ENSG00000138185.18,ENTPD1,72,268.3034543
ENSG00000138231.12,DBR1,72,219.2298949
ENSG00000138279.15,ANXA7,72,247.7473225
ENSG00000138381.9,ASNSD1,72,200.1678488
ENSG00000138386.16,NAB1,72,227.7421198
ENSG00000138398.15,PPIG,72,227.7767368
ENSG00000138434.16,SSFA2,72,251.4581988
ENSG00000138459.8,SLC35A5,72,368.9568328
ENSG00000138463.8,DIRC2,72,210.2840848
ENSG00000138496.16,PARP9,72,228.31184
ENSG00000138592.13,USP8,72,442.8789345
ENSG00000138594.13,TMOD3,72,239.7147576
ENSG00000138600.9,SPPL2A,72,332.3023704
ENSG00000138613.13,APH1B,72,244.4594639
ENSG00000138641.15,HERC3,72,210.0498957
ENSG00000138768.14,USO1,72,346.2533195
ENSG00000138785.14,INTS12,72,231.430705
ENSG00000138814.16,PPP3CA,72,340.504642
ENSG00000138942.15,RNF185,72,247.2522477
ENSG00000139178.10,C1RL,72,285.8317596
ENSG00000139218.17,SCAF11,72,407.0944054
ENSG00000139233.6,LLPH,72,283.4071203
ENSG00000139433.9,GLTP,72,242.9106223
ENSG00000139436.20,GIT2,72,422.7337462
ENSG00000139505.11,MTMR6,72,353.4881414
ENSG00000139508.14,SLC46A3,72,249.6729857
ENSG00000139644.12,TMBIM6,72,358.4371236
ENSG00000139668.8,WDFY2,72,201.9316044
ENSG00000139687.13,RB1,72,224.7941786
ENSG00000139697.13,SBNO1,72,428.7602433
ENSG00000139718.10,SETD1B,72,211.9392755
ENSG00000139719.9,VPS33A,72,237.405896
ENSG00000139746.15,RBM26,72,200.0113625
ENSG00000139826.5,ABHD13,72,224.5746355
ENSG00000139921.12,TMX1,72,237.2485934
ENSG00000139946.9,PELI2,72,206.3780572
ENSG00000140030.5,GPR65,72,205.6989782
ENSG00000140153.17,WDR20,72,423.170885
ENSG00000140157.14,NIPA2,72,373.2269016
ENSG00000140199.11,SLC12A6,72,333.665767
ENSG00000140259.6,MFAP1,72,238.3703739
ENSG00000140299.11,BNIP2,72,264.0352404
ENSG00000140350.15,ANP32A,72,212.366621
ENSG00000140455.16,USP3,72,404.0228664
ENSG00000140526.17,ABHD2,72,214.8514786
ENSG00000140575.12,IQGAP1,72,247.1343727
ENSG00000140632.16,GLYR1,72,357.0426259
ENSG00000140830.8,TXNL4B,72,264.2260244
ENSG00000140992.18,PDPK1,72,228.3902222
ENSG00000141012.12,GALNS,72,202.5717064
ENSG00000141219.15,C17orf80,72,304.5451084
ENSG00000141279.15,NPEPPS,72,359.56981
ENSG00000141298.17,SSH2,72,256.6827472
ENSG00000141367.11,CLTC,72,309.945964
ENSG00000141424.12,SLC39A6,72,205.0817159
ENSG00000141425.17,RPRD1A,72,268.9506354
ENSG00000141428.16,C18orf21,72,204.7157229
ENSG00000141429.13,GALNT1,72,309.7527273
ENSG00000141646.13,SMAD4,72,410.5499975
ENSG00000141968.7,VAV1,72,227.2207484
ENSG00000142166.12,IFNAR1,72,247.972413
ENSG00000142599.17,RERE,72,226.1929762
ENSG00000142634.12,EFHD2,72,253.1062259
ENSG00000142687.17,KIAA0319L,72,198.8166406
ENSG00000142867.12,BCL10,72,389.5296467
ENSG00000142961.14,MOB3C,72,269.6839915
ENSG00000143013.12,LMO4,72,247.7258396
ENSG00000143119.12,CD53,72,286.8604472
ENSG00000143149.12,ALDH9A1,72,221.2056013
ENSG00000143155.12,TIPRL,72,331.287541
ENSG00000143207.19,RFWD2,72,392.7224985
ENSG00000143226.13,FCGR2A,72,198.5681779
ENSG00000143252.14,SDHC,72,252.6111643
ENSG00000143324.13,XPR1,72,201.4437976
ENSG00000143337.18,TOR1AIP1,72,426.0295334
ENSG00000143363.15,PRUNE1,72,293.1156766
ENSG00000143373.17,ZNF687,72,201.636432
ENSG00000143376.12,SNX27,72,255.4788621
ENSG00000143379.12,SETDB1,72,285.4686946
ENSG00000143384.12,MCL1,72,239.4833957
ENSG00000143418.19,CERS2,72,262.5812739
ENSG00000143553.10,SNAPIN,72,213.547722
ENSG00000143570.17,SLC39A1,72,263.8930091
ENSG00000143612.19,C1orf43,72,220.5655746
ENSG00000143633.12,C1orf131,72,278.9919308
ENSG00000143669.13,LYST,72,245.0343374
ENSG00000143753.12,DEGS1,72,211.9246692
ENSG00000143756.11,FBXO28,72,350.2092601
ENSG00000143815.14,LBR,72,282.6395765
ENSG00000143933.16,CALM2,72,225.2599838
ENSG00000143952.19,VPS54,72,238.818611
ENSG00000143970.16,ASXL2,72,299.5926712
ENSG00000144040.12,SFXN5,72,245.3617057
ENSG00000144048.10,DUSP11,72,401.9259173
ENSG00000144233.9,AMMECR1L,72,292.1065151
ENSG00000144306.14,SCRN3,72,262.2110076
ENSG00000144357.16,UBR3,72,298.1461426
ENSG00000144445.16,KANSL1L,72,249.5654672
ENSG00000144455.13,SUMF1,72,274.4279816
ENSG00000144566.10,RAB5A,72,214.8052131
ENSG00000144579.7,CTDSP1,72,227.9577789
ENSG00000144635.8,DYNC1LI1,72,427.2652655
ENSG00000144744.16,UBA3,72,349.371332
ENSG00000144746.6,ARL6IP5,72,338.6899791
ENSG00000144747.15,TMF1,72,264.4125289
ENSG00000144815.15,NXPE3,72,322.9513387
ENSG00000144909.7,OSBPL11,72,359.4474618
ENSG00000145388.14,METTL14,72,273.3745711
ENSG00000145439.11,CBR4,72,304.8397258
ENSG00000145569.5,FAM105A,72,210.1129263
ENSG00000145715.14,RASA1,72,334.2030817
ENSG00000145725.19,PPIP5K2,72,206.7236132
ENSG00000145740.18,SLC30A5,72,320.6801939
ENSG00000145779.7,TNFAIP8,72,272.5319604
ENSG00000145782.12,ATG12,72,347.9561674
ENSG00000145817.16,YIPF5,72,291.3954288
ENSG00000145860.11,RNF145,72,279.6685465
ENSG00000145868.16,FBXO38,72,365.0525003
ENSG00000146085.7,MUT,72,282.4818493
ENSG00000146282.17,RARS2,72,243.7848909
ENSG00000146425.10,DYNLT1,72,263.8088319
ENSG00000146457.14,WTAP,72,288.4149446
ENSG00000146476.10,ARMT1,72,254.9311926
ENSG00000146676.8,PURB,72,290.864628
ENSG00000146729.9,GBAS,72,259.513866
ENSG00000146802.12,TMEM168,72,251.6143654
ENSG00000146872.17,TLK2,72,270.9371241
ENSG00000147471.11,PROSC,72,214.1408946
ENSG00000147526.19,TACC1,72,264.7374096
ENSG00000147533.16,GOLGA7,72,318.499635
ENSG00000147679.11,UTP23,72,224.3626526
ENSG00000148110.15,MFSD14B,72,317.5972082
ENSG00000148153.13,INIP,72,336.5081703
ENSG00000148358.19,GPR107,72,424.8156315
ENSG00000148411.7,NACC2,72,251.9241463
ENSG00000148481.13,MINDY3,72,233.8710852
ENSG00000148572.15,NRBF2,72,245.7205417
ENSG00000148634.15,HERC4,72,330.0188166
ENSG00000148660.20,CAMK2G,72,236.9140619
ENSG00000148700.14,ADD3,72,228.2856227
ENSG00000148925.10,BTBD10,72,271.4624539
ENSG00000149177.12,PTPRJ,72,361.3562726
ENSG00000149187.17,CELF1,72,246.628595
ENSG00000149231.11,CCDC82,72,234.0380377
ENSG00000149313.10,AASDHPPT,72,267.3825268
ENSG00000149346.14,SLX4IP,72,219.0103713
ENSG00000149357.9,LAMTOR1,72,222.9916785
ENSG00000149532.15,CPSF7,72,272.3448101
