gene_id,gene,module,kTotal_input
ENSG00000135018.13,UBQLN1,34,193.4929907
ENSG00000135040.15,NAA35,34,195.5674684
ENSG00000135108.14,FBXO21,34,208.0252372
ENSG00000135164.18,DMTF1,34,258.4521336
ENSG00000135249.7,RINT1,34,238.3125757
ENSG00000135272.10,MDFIC,34,160.0530246
ENSG00000135297.15,MTO1,34,249.0147879
ENSG00000135316.17,SYNCRIP,34,297.3365175
ENSG00000135336.14,ORC3,34,164.0509438
ENSG00000135372.8,NAT10,34,199.4720591
ENSG00000135387.20,CAPRIN1,34,311.3120346
ENSG00000135452.9,TSPAN31,34,168.1087193
ENSG00000135473.14,PAN2,34,163.9327042
ENSG00000135521.8,LTV1,34,184.5571811
ENSG00000135597.18,REPS1,34,189.6453281
ENSG00000135775.13,COG2,34,206.577491
ENSG00000135801.9,TAF5L,34,217.8224537
ENSG00000135829.16,DHX9,34,251.3230639
ENSG00000135945.9,REV1,34,231.384754
ENSG00000135966.12,TGFBRAP1,34,237.928624
ENSG00000136045.11,PWP1,34,236.1647868
ENSG00000136152.14,COG3,34,335.9421208
ENSG00000136169.16,SETDB2,34,247.956321
ENSG00000136243.16,NUPL2,34,180.0692929
ENSG00000136270.13,TBRG4,34,233.5637894
ENSG00000136271.10,DDX56,34,200.8179973
ENSG00000136444.9,RSAD1,34,237.0227998
ENSG00000136448.11,NMT1,34,214.1161792
ENSG00000136485.14,DCAF7,34,264.1968848
ENSG00000136504.11,KAT7,34,163.3435846
ENSG00000136628.17,EPRS,34,177.8356165
ENSG00000136699.19,SMPD4,34,247.5510713
ENSG00000136709.11,WDR33,34,281.8344435
ENSG00000136710.9,CCDC115,34,183.1203058
ENSG00000136811.16,ODF2,34,162.2494672
ENSG00000136875.12,PRPF4,34,204.628362
ENSG00000136891.13,TEX10,34,254.2860455
ENSG00000136936.10,XPA,34,182.124224
ENSG00000136937.12,NCBP1,34,308.8046695
ENSG00000136986.9,DERL1,34,240.36593
ENSG00000137074.18,APTX,34,166.9172082
ENSG00000137200.12,CMTR1,34,163.7150916
ENSG00000137221.14,TJAP1,34,260.9187078
ENSG00000137522.17,RNF121,34,212.7836302
ENSG00000137574.10,TGS1,34,201.4682893
ENSG00000137656.11,BUD13,34,232.266843
ENSG00000137770.13,CTDSPL2,34,249.7016897
ENSG00000137802.13,MAPKBP1,34,188.5356128
ENSG00000137822.12,TUBGCP4,34,161.5024183
ENSG00000138073.13,PREB,34,181.6748991
ENSG00000138074.14,SLC5A6,34,177.5370857
ENSG00000138095.18,LRPPRC,34,250.512387
ENSG00000138107.12,ACTR1A,34,183.7963684
ENSG00000138138.13,ATAD1,34,229.7743432
ENSG00000138286.14,FAM149B1,34,191.2651006
ENSG00000138593.8,SECISBP2L,34,183.3307482
ENSG00000138614.14,INTS14,34,221.8416733
ENSG00000138698.14,RAP1GDS1,34,174.6970919
ENSG00000138750.14,NUP54,34,278.6155002
ENSG00000138757.14,G3BP2,34,184.9656409
ENSG00000139131.12,YARS2,34,160.3064397
ENSG00000139146.13,FAM60A,34,171.8536094
ENSG00000139372.14,TDG,34,264.7084179
ENSG00000139437.17,TCHP,34,181.8569562
ENSG00000139597.17,N4BP2L1,34,167.1413296
ENSG00000139620.12,KANSL2,34,183.5442005
ENSG00000139624.12,CERS5,34,288.0120986
ENSG00000139645.9,ANKRD52,34,193.7884626
ENSG00000139651.10,ZNF740,34,175.6498899
ENSG00000139726.10,DENR,34,310.0365386
ENSG00000139990.17,DCAF5,34,177.2062371
ENSG00000140262.17,TCF12,34,198.9342283
ENSG00000140265.12,ZSCAN29,34,238.2617244
ENSG00000140320.11,BAHD1,34,198.6081784
ENSG00000140326.12,CDAN1,34,172.1815177
ENSG00000140367.11,UBE2Q2,34,195.8535856
ENSG00000140382.14,HMG20A,34,269.7244374
ENSG00000140471.16,LINS1,34,177.2832712
ENSG00000140474.12,ULK3,34,184.0836401
ENSG00000140497.16,SCAMP2,34,197.0571745
ENSG00000140521.12,POLG,34,197.1214309
ENSG00000140598.13,EFL1,34,178.6780809
ENSG00000140688.16,C16orf58,34,198.4289831
ENSG00000140694.16,PARN,34,166.9122433
ENSG00000140740.10,UQCRC2,34,187.7683325
ENSG00000140750.16,ARHGAP17,34,197.8855004
ENSG00000140829.11,DHX38,34,234.4847325
ENSG00000140931.19,CMTM3,34,164.4864291
ENSG00000140943.16,MBTPS1,34,291.9231384
ENSG00000141076.17,UTP4,34,174.455145
ENSG00000141101.12,NOB1,34,177.0159333
ENSG00000141127.14,PRPSAP2,34,221.8349544
ENSG00000141380.13,SS18,34,344.8929026
ENSG00000141385.9,AFG3L2,34,185.3489174
ENSG00000141456.14,PELP1,34,179.6231061
ENSG00000141569.10,TRIM65,34,193.9691089
ENSG00000141644.17,MBD1,34,281.3853472
ENSG00000142002.16,DPP9,34,216.9663433
ENSG00000142039.3,CCDC97,34,186.5410939
ENSG00000142188.16,TMEM50B,34,190.6606957
ENSG00000142230.11,SAE1,34,195.0558323
ENSG00000142330.19,CAPN10,34,182.4176102
ENSG00000142396.10,ERVK3-1,34,165.124014
ENSG00000142751.14,GPN2,34,255.997068
ENSG00000142864.14,SERBP1,34,272.3513415
ENSG00000143033.17,MTF2,34,204.4171977
ENSG00000143093.14,STRIP1,34,267.4433001
ENSG00000143157.11,POGK,34,253.9404751
ENSG00000143294.14,PRCC,34,185.9315599
ENSG00000143319.16,ISG20L2,34,191.8986586
ENSG00000143374.16,TARS2,34,193.9367618
ENSG00000143390.17,RFX5,34,237.0896949
ENSG00000143393.16,PI4KB,34,242.7024611
ENSG00000143436.10,MRPL9,34,159.9489323
ENSG00000143499.13,SMYD2,34,172.6188678
ENSG00000143643.12,TTC13,34,212.4571317
ENSG00000143748.17,NVL,34,251.794051
ENSG00000143799.12,PARP1,34,165.5797558
ENSG00000144021.2,CIAO1,34,210.5409553
ENSG00000144028.14,SNRNP200,34,198.918968
ENSG00000144043.11,TEX261,34,205.9677598
ENSG00000144231.10,POLR2D,34,202.107298
ENSG00000144524.17,COPS7B,34,254.9217989
ENSG00000144580.13,CNOT9,34,262.0818807
ENSG00000144674.16,GOLGA4,34,238.2351903
ENSG00000144736.13,SHQ1,34,162.4859864
ENSG00000144827.8,ABHD10,34,158.9088524
ENSG00000144840.8,RABL3,34,214.9896989
ENSG00000145029.13,NICN1,34,173.9996519
ENSG00000145041.15,DCAF1,34,210.7641359
ENSG00000145191.12,EIF2B5,34,309.7093852
ENSG00000145216.15,FIP1L1,34,190.0369861
ENSG00000145241.10,CENPC,34,198.994268
ENSG00000145293.15,ENOPH1,34,178.8475069
ENSG00000145495.15,06-Mar,34,179.9775428
ENSG00000145833.15,DDX46,34,265.5008972
ENSG00000145907.14,G3BP1,34,304.4395796
ENSG00000145916.18,RMND5B,34,183.6845546
ENSG00000145996.11,CDKAL1,34,209.1214972
ENSG00000146063.19,TRIM41,34,204.6426797
ENSG00000146109.4,ABT1,34,175.6170492
ENSG00000146223.14,RPL7L1,34,266.8737019
ENSG00000146433.8,TMEM181,34,174.5502548
ENSG00000146463.11,ZMYM4,34,205.4373713
ENSG00000146576.12,C7orf26,34,172.656576
ENSG00000146731.10,CCT6A,34,204.7597676
ENSG00000146833.15,TRIM4,34,273.1923029
ENSG00000146909.7,NOM1,34,227.6805964
ENSG00000146963.17,LUC7L2,34,223.5959181
ENSG00000147316.12,MCPH1,34,226.602534
ENSG00000147419.17,CCDC25,34,173.1786165
ENSG00000147421.17,HMBOX1,34,180.8624749
ENSG00000147457.13,CHMP7,34,184.028433
ENSG00000147548.16,NSD3,34,172.2109167
ENSG00000147649.9,MTDH,34,251.4609021
ENSG00000147654.14,EBAG9,34,172.5311301
ENSG00000147854.16,UHRF2,34,169.5809801
ENSG00000147905.17,ZCCHC7,34,213.9842018
ENSG00000147955.16,SIGMAR1,34,165.9020908
ENSG00000148187.17,MRRF,34,202.1930443
ENSG00000148229.12,POLE3,34,214.4779499
ENSG00000148248.13,SURF4,34,174.0074935
ENSG00000148300.11,REXO4,34,203.0360381
ENSG00000148308.17,GTF3C5,34,175.0694314
ENSG00000148331.11,ASB6,34,221.8676597
ENSG00000148384.12,INPP5E,34,177.9101645
ENSG00000148399.12,DPH7,34,178.6542312
ENSG00000148606.12,POLR3A,34,251.135977
ENSG00000148672.8,GLUD1,34,279.5926877
ENSG00000148719.14,DNAJB12,34,195.7313934
ENSG00000148840.10,PPRC1,34,190.2958009
ENSG00000148843.13,PDCD11,34,194.4626329
ENSG00000148943.11,LIN7C,34,268.3500903
ENSG00000149100.12,EIF3M,34,188.1398628
ENSG00000149136.8,SSRP1,34,174.6203797
ENSG00000149182.14,ARFGAP2,34,216.1240323
ENSG00000149262.16,INTS4,34,189.851489
ENSG00000149308.16,NPAT,34,217.0542749
ENSG00000149311.18,ATM,34,177.576812
ENSG00000149480.6,MTA2,34,209.7848905
ENSG00000149483.11,TMEM138,34,239.9211278
ENSG00000149547.14,EI24,34,164.4737452
ENSG00000149658.17,YTHDF1,34,234.4029572
ENSG00000149716.12,ORAOV1,34,200.0831306
ENSG00000149792.8,MRPL49,34,224.4235951
ENSG00000149930.17,TAOK2,34,186.3274755
ENSG00000150712.10,MTMR12,34,173.4722049
ENSG00000150768.15,DLAT,34,160.6642258
ENSG00000150990.7,DHX37,34,209.9309787
ENSG00000151247.12,EIF4E,34,187.2874146
ENSG00000151445.15,VIPAS39,34,200.2235723
ENSG00000151502.10,VPS26B,34,183.7716186
ENSG00000151806.13,GUF1,34,190.6672291
ENSG00000151923.17,TIAL1,34,304.8763447
ENSG00000152133.14,GPATCH11,34,173.4264652
ENSG00000152234.15,ATP5A1,34,214.8049607
ENSG00000152382.5,TADA1,34,173.2927233
ENSG00000152642.10,GPD1L,34,165.9289739
ENSG00000152795.17,HNRNPDL,34,169.5239698
ENSG00000152942.18,RAD17,34,277.5989732
ENSG00000153107.11,ANAPC1,34,162.6456451
ENSG00000153560.11,UBP1,34,301.6753391
ENSG00000153914.15,SREK1,34,267.4607647
ENSG00000153989.7,NUS1,34,171.8800911
ENSG00000154001.13,PPP2R5E,34,273.2285034
ENSG00000154144.12,TBRG1,34,238.1929157
ENSG00000154174.7,TOMM70,34,275.3064636
ENSG00000154222.14,CC2D1B,34,187.7244777
ENSG00000154473.17,BUB3,34,258.060474
ENSG00000154781.15,CCDC174,34,238.6270603
ENSG00000154930.14,ACSS1,34,211.3058871
ENSG00000154945.6,ANKRD40,34,222.8224836
ENSG00000155229.20,MMS19,34,270.5391863
ENSG00000155256.17,ZFYVE27,34,174.5248234
ENSG00000155561.14,NUP205,34,241.1884274
ENSG00000156232.7,WHAMM,34,198.0721142
ENSG00000156471.12,PTDSS1,34,173.2621278
ENSG00000156983.15,BRPF1,34,203.5630004
ENSG00000157014.10,TATDN2,34,203.1468196
ENSG00000157181.15,C1orf27,34,224.9683609
ENSG00000157191.19,NECAP2,34,195.8025141
ENSG00000157212.18,PAXIP1,34,167.9765289
ENSG00000157259.6,GATAD1,34,268.8119211
ENSG00000157353.16,FUK,34,188.0853874
ENSG00000157426.13,AASDH,34,194.7983362
ENSG00000157500.10,APPL1,34,307.3029221
ENSG00000157593.18,SLC35B2,34,165.5279311
ENSG00000157837.15,SPPL3,34,160.2649707
ENSG00000157869.14,RAB28,34,194.0673064
ENSG00000157895.11,C12orf43,34,167.755866
ENSG00000158092.6,NCK1,34,246.7842377
ENSG00000158467.16,AHCYL2,34,158.5856973
ENSG00000158604.14,TMED4,34,310.4821211
ENSG00000158636.16,EMSY,34,172.9428214
ENSG00000158711.13,ELK4,34,204.9572029
ENSG00000158793.13,NIT1,34,194.5910058
ENSG00000158864.12,NDUFS2,34,208.7470577
ENSG00000158941.16,CCAR2,34,207.7932234
ENSG00000158987.20,RAPGEF6,34,201.8082968
ENSG00000159131.16,GART,34,190.8976666
ENSG00000159202.17,UBE2Z,34,294.7073867
ENSG00000159377.10,PSMB4,34,163.989144
ENSG00000159479.16,MED8,34,166.7889222
ENSG00000159593.14,NAE1,34,173.6271342
ENSG00000159658.10,EFCAB14,34,339.233482
ENSG00000159692.15,CTBP1,34,204.1354946
ENSG00000160049.11,DFFA,34,196.6605984
ENSG00000160075.11,SSU72,34,213.3822534
ENSG00000160208.12,RRP1B,34,235.5497756
ENSG00000160294.10,MCM3AP,34,273.3017238
ENSG00000160336.14,ZNF761,34,167.3318674
ENSG00000160613.12,PCSK7,34,162.40179
ENSG00000160688.18,FLAD1,34,208.254202
ENSG00000160691.18,SHC1,34,191.7129988
ENSG00000160695.14,VPS11,34,188.150185
ENSG00000160753.15,RUSC1,34,165.7974526
ENSG00000160803.7,UBQLN4,34,181.4138833
ENSG00000160917.14,CPSF4,34,218.4439186
ENSG00000160959.7,LRRC14,34,192.5177623
ENSG00000161204.11,ABCF3,34,172.1279496
ENSG00000161526.14,SAP30BP,34,176.8078698
ENSG00000161904.11,LEMD2,34,187.0616584
ENSG00000161956.12,SENP3,34,258.8200389
ENSG00000162086.14,ZNF75A,34,179.1147143
ENSG00000162139.9,NEU3,34,199.2050906
ENSG00000162402.13,USP24,34,257.1959939
ENSG00000162408.10,NOL9,34,174.3726251
ENSG00000162521.18,RBBP4,34,326.1872777
ENSG00000162601.9,MYSM1,34,182.5132084
ENSG00000162613.16,FUBP1,34,204.1385948
ENSG00000162729.13,IGSF8,34,160.1581672
ENSG00000162852.13,CNST,34,189.4609831
ENSG00000162909.17,CAPN2,34,166.9755932
ENSG00000163104.17,SMARCAD1,34,201.4020531
ENSG00000163125.15,RPRD2,34,161.161297
ENSG00000163161.12,ERCC3,34,327.9987407
ENSG00000163257.10,DCAF16,34,193.9485418
ENSG00000163389.10,POGLUT1,34,217.1354618
ENSG00000163428.3,LRRC58,34,239.9114289
ENSG00000163527.9,STT3B,34,227.9627005
ENSG00000163539.16,CLASP2,34,273.7927385
ENSG00000163558.12,PRKCI,34,186.7572745
ENSG00000163608.14,NEPRO,34,264.291913
ENSG00000163626.16,COX18,34,221.7368867
ENSG00000163655.15,GMPS,34,174.015108
ENSG00000163714.17,U2SURP,34,368.3646937
ENSG00000163719.19,MTMR14,34,190.6982973
ENSG00000163755.8,HPS3,34,278.9171452
ENSG00000163785.12,RYK,34,229.3612176
ENSG00000163811.11,WDR43,34,223.1634356
ENSG00000163820.14,FYCO1,34,158.5455298
ENSG00000163866.8,SMIM12,34,160.2976669
ENSG00000163867.16,ZMYM6,34,307.3407516
ENSG00000163875.15,MEAF6,34,232.2138601
ENSG00000163900.10,TMEM41A,34,185.82894
ENSG00000163930.9,BAP1,34,196.6980184
ENSG00000163933.9,RFT1,34,211.0772596
ENSG00000163939.18,PBRM1,34,297.5044712
ENSG00000163947.11,ARHGEF3,34,167.2708566
ENSG00000164022.16,AIMP1,34,212.7736352
ENSG00000164024.11,METAP1,34,299.9624201
ENSG00000164040.16,PGRMC2,34,203.4402061
ENSG00000164062.12,APEH,34,160.3484346
ENSG00000164080.13,RAD54L2,34,202.0103014
ENSG00000164134.12,NAA15,34,227.6578032
ENSG00000164151.11,ICE1,34,301.7754784
ENSG00000164163.10,ABCE1,34,197.4423165
ENSG00000164164.15,OTUD4,34,204.21162
ENSG00000164244.20,PRRC1,34,227.1277387
ENSG00000164307.12,ERAP1,34,172.4273407
ENSG00000164548.10,TRA2A,34,202.7105092
ENSG00000164597.13,COG5,34,213.7839496
ENSG00000164654.15,MIOS,34,190.5875557
ENSG00000164828.17,SUN1,34,199.9055709
ENSG00000164902.13,PHAX,34,192.7936299
ENSG00000164924.17,YWHAZ,34,175.4137475
ENSG00000164933.11,SLC25A32,34,226.1428721
ENSG00000165156.14,ZHX1,34,194.6464839
ENSG00000165271.16,NOL6,34,205.2516214
ENSG00000165275.9,TRMT10B,34,174.8074632
ENSG00000165282.13,PIGO,34,190.7217705
ENSG00000165526.8,RPUSD4,34,233.4163291
ENSG00000165688.11,PMPCA,34,239.2104058
ENSG00000165689.16,SDCCAG3,34,174.6594167
ENSG00000165699.13,TSC1,34,204.4788587
ENSG00000165733.7,BMS1,34,207.7267991
ENSG00000165792.17,METTL17,34,222.4211682
ENSG00000165819.11,METTL3,34,292.9099838
ENSG00000165943.4,MOAP1,34,205.318097
ENSG00000166037.10,CEP57,34,187.8785866
ENSG00000166164.15,BRD7,34,281.7234711
ENSG00000166170.9,BAG5,34,352.0892706
ENSG00000166181.12,API5,34,301.6161754
ENSG00000166197.16,NOLC1,34,178.5724175
ENSG00000166224.16,SGPL1,34,207.4308914
ENSG00000166260.10,COX11,34,164.685214
ENSG00000166261.10,ZNF202,34,169.8050813
ENSG00000166326.6,TRIM44,34,246.0806725
ENSG00000166454.9,ATMIN,34,258.4064888
ENSG00000166526.16,ZNF3,34,256.2047643
ENSG00000166619.12,BLCAP,34,280.7458648
ENSG00000166801.15,FAM111A,34,161.7339543
ENSG00000166822.12,TMEM170A,34,339.8054804
ENSG00000166887.15,VPS39,34,277.1913365
ENSG00000166902.4,MRPL16,34,176.19917
ENSG00000166908.17,PIP4K2C,34,169.0574763
ENSG00000166938.12,DIS3L,34,236.2506469
ENSG00000166986.14,MARS,34,207.7964896
ENSG00000167005.13,NUDT21,34,242.5417994
ENSG00000167196.13,FBXO22,34,174.4689921
ENSG00000167257.10,RNF214,34,173.1784653
ENSG00000167323.11,STIM1,34,161.3522848
ENSG00000167635.11,ZNF146,34,219.8800938
ENSG00000167699.13,GLOD4,34,258.2409925
ENSG00000167721.10,TSR1,34,185.3184726
ENSG00000167842.15,MIS12,34,266.2022637
ENSG00000167881.14,SRP68,34,200.9627475
ENSG00000167962.13,ZNF598,34,187.0503528
ENSG00000167967.15,E4F1,34,167.9482191
ENSG00000168291.12,PDHB,34,215.4772641
ENSG00000168411.13,RFWD3,34,167.7988449
ENSG00000168495.12,POLR3D,34,203.6374928
ENSG00000168575.9,SLC20A2,34,164.7736887
ENSG00000168591.15,TMUB2,34,203.5567039
ENSG00000168724.14,DNAJC21,34,264.0731179
ENSG00000168795.4,ZBTB5,34,173.3911111
ENSG00000168802.12,CHTF8,34,161.2462883
ENSG00000168826.15,ZBTB49,34,207.1543571
ENSG00000168827.14,GFM1,34,203.5973674
ENSG00000168872.16,DDX19A,34,274.1180778
ENSG00000168883.19,USP39,34,206.5809241
ENSG00000168924.14,LETM1,34,243.0737513
ENSG00000168944.15,CEP120,34,220.4329392
ENSG00000169045.17,HNRNPH1,34,213.8111623
ENSG00000169062.14,UPF3A,34,198.6314053
ENSG00000169217.8,CD2BP2,34,196.1824961
ENSG00000169223.14,LMAN2,34,173.9966686
ENSG00000169359.13,SLC33A1,34,255.5687346
ENSG00000169598.15,DFFB,34,164.213852
ENSG00000169718.17,DUS1L,34,164.2356028
ENSG00000169762.16,TAPT1,34,182.4406683
ENSG00000169813.16,HNRNPF,34,180.3739891
ENSG00000169914.5,OTUD3,34,158.6073743
ENSG00000169951.9,ZNF764,34,183.6529698
ENSG00000170242.17,USP47,34,269.2596088
ENSG00000170260.8,ZNF212,34,176.6638427
ENSG00000170348.8,TMED10,34,264.8053091
ENSG00000170445.12,HARS,34,277.467553
ENSG00000170734.11,POLH,34,168.0130616
ENSG00000171262.11,FAM98B,34,176.6348222
ENSG00000171466.9,ZNF562,34,171.6421496
ENSG00000171492.14,LRRC8D,34,185.2520351
ENSG00000171566.11,PLRG1,34,231.1487763
ENSG00000171681.12,ATF7IP,34,189.3414576
ENSG00000171824.13,EXOSC10,34,227.8905569
ENSG00000171865.9,RNASEH1,34,165.0387184
ENSG00000172053.17,QARS,34,163.4684511
ENSG00000172175.12,MALT1,34,229.8492076
ENSG00000172262.11,ZNF131,34,295.5211218
ENSG00000172273.12,HINFP,34,166.5891751
ENSG00000172775.16,FAM192A,34,254.2658999
ENSG00000172831.11,CES2,34,184.6396593
ENSG00000172869.14,DMXL1,34,167.2549774
ENSG00000172888.11,ZNF621,34,173.7454854
ENSG00000173473.10,SMARCC1,34,208.6605988
ENSG00000173726.10,TOMM20,34,187.0085753
ENSG00000173875.13,ZNF791,34,227.2816584
ENSG00000174032.16,SLC25A30,34,222.4017173
ENSG00000174165.7,ZDHHC24,34,161.8279891
ENSG00000174197.16,MGA,34,232.5388079
ENSG00000174227.15,PIGG,34,295.0504677
ENSG00000174243.9,DDX23,34,219.9511603
ENSG00000174780.15,SRP72,34,236.9731238
ENSG00000174840.8,PDE12,34,249.0701939
ENSG00000174953.13,DHX36,34,272.7004316
ENSG00000175054.14,ATR,34,248.3410288
ENSG00000175224.16,ATG13,34,209.5402105
ENSG00000175395.15,ZNF25,34,164.2146336
ENSG00000175582.19,RAB6A,34,205.3194255
ENSG00000176087.14,SLC35A4,34,178.7503054
ENSG00000176248.8,ANAPC2,34,171.6920304
ENSG00000176444.18,CLK2,34,174.2432874
ENSG00000176915.14,ANKLE2,34,224.6111764
ENSG00000176953.12,NFATC2IP,34,303.8317466
ENSG00000177051.5,FBXO46,34,189.5347902
ENSG00000177192.13,PUS1,34,159.7118832
ENSG00000177200.16,CHD9,34,169.2072551
ENSG00000177302.14,TOP3A,34,176.1527397
ENSG00000177479.19,ARIH2,34,275.7337107
ENSG00000177542.10,SLC25A22,34,171.7737406
ENSG00000177613.8,CSTF2T,34,212.5980092
ENSG00000177728.16,TMEM94,34,236.8904751
ENSG00000177889.9,UBE2N,34,233.9977176
ENSG00000177963.14,RIC8A,34,183.3839548
ENSG00000178028.13,DMAP1,34,196.1849242
ENSG00000178188.14,SH2B1,34,163.6359571
ENSG00000178691.10,SUZ12,34,193.0988995
ENSG00000179051.13,RCC2,34,214.658215
ENSG00000179195.15,ZNF664,34,171.6850786
ENSG00000179295.17,PTPN11,34,273.0884492
ENSG00000179364.13,PACS2,34,171.750746
ENSG00000179889.18,PDXDC1,34,228.9024529
ENSG00000180228.12,PRKRA,34,160.154736
ENSG00000180900.18,SCRIB,34,162.2655521
ENSG00000180957.17,PITPNB,34,313.5988475
ENSG00000181027.10,FKRP,34,165.4298181
ENSG00000181090.19,EHMT1,34,199.1610683
ENSG00000181135.15,ZNF707,34,167.9902578
ENSG00000181396.12,OGFOD3,34,179.6707106
ENSG00000181896.11,ZNF101,34,183.5870982
ENSG00000181915.4,ADO,34,200.0991924
ENSG00000182158.14,CREB3L2,34,183.0362612
ENSG00000182180.13,MRPS16,34,162.069586
ENSG00000182307.12,C8orf33,34,199.3612443
ENSG00000182446.13,NPLOC4,34,243.0110356
ENSG00000182473.21,EXOC7,34,249.4910225
ENSG00000182670.13,TTC3,34,233.8280742
ENSG00000182827.8,ACBD3,34,238.4029442
ENSG00000182858.13,ALG12,34,182.9172698
ENSG00000182934.11,SRPRA,34,203.6178627
ENSG00000182952.4,HMGN4,34,186.2941162
ENSG00000182979.17,MTA1,34,219.8125778
ENSG00000183309.11,ZNF623,34,221.1092927
ENSG00000183495.13,EP400,34,172.9510475
ENSG00000183576.12,SETD3,34,190.7866459
ENSG00000184575.11,XPOT,34,259.876938
ENSG00000184640.17,09-Sep,34,170.5131834
ENSG00000184677.16,ZBTB40,34,203.5238661
ENSG00000184708.17,EIF4ENIF1,34,191.0746946
ENSG00000184787.18,UBE2G2,34,306.8771505
ENSG00000185024.16,BRF1,34,161.9338871
ENSG00000185049.14,NELFA,34,237.1279435
ENSG00000185163.9,DDX51,34,168.3209944
ENSG00000185238.12,PRMT3,34,188.878064
ENSG00000185246.17,PRPF39,34,182.4735159
ENSG00000185298.12,CCDC137,34,188.9006791
ENSG00000185344.13,ATP6V0A2,34,268.2476512
ENSG00000185379.20,RAD51D,34,174.9106323
ENSG00000185404.16,SP140L,34,194.643741
ENSG00000185414.19,MRPL30,34,163.3748153
ENSG00000185504.16,FAAP100,34,170.4751087
ENSG00000185658.13,BRWD1,34,212.1572468
ENSG00000185716.11,C16orf52,34,164.5630531
ENSG00000185803.8,SLC52A2,34,165.4909291
ENSG00000186001.12,LRCH3,34,194.2920945
ENSG00000186222.4,BLOC1S4,34,168.5541122
ENSG00000186283.13,TOR3A,34,174.0290231
ENSG00000186575.17,NF2,34,162.4791049
ENSG00000186687.15,LYRM7,34,160.7394362
ENSG00000187147.17,RNF220,34,224.2483398
ENSG00000187713.6,TMEM203,34,196.661007
ENSG00000187735.13,TCEA1,34,170.6587685
ENSG00000187778.13,MCRS1,34,161.2806802
ENSG00000188428.19,BLOC1S5,34,192.01451
ENSG00000188529.14,SRSF10,34,290.6838136
ENSG00000188976.10,NOC2L,34,226.1842995
ENSG00000188986.6,NELFB,34,222.4683871
ENSG00000189079.15,ARID2,34,192.0696344
ENSG00000189266.11,PNRC2,34,192.0934185
ENSG00000196214.10,ZNF766,34,193.7518219
ENSG00000196305.17,IARS,34,172.9411131
ENSG00000196313.11,POM121,34,176.1473846
ENSG00000196363.9,WDR5,34,210.8727354
ENSG00000196367.12,TRRAP,34,183.6837152
ENSG00000196865.4,NHLRC2,34,208.5079785
ENSG00000196943.12,NOP9,34,177.5161371
ENSG00000196950.13,SLC39A10,34,169.0507992
ENSG00000197037.10,ZSCAN25,34,232.868196
ENSG00000197136.4,PCNX3,34,158.7589646
ENSG00000197226.12,TBC1D9B,34,189.6253608
ENSG00000197323.11,TRIM33,34,182.7559262
ENSG00000197608.11,ZNF841,34,159.0968213
ENSG00000197894.10,ADH5,34,176.4396102
ENSG00000197912.14,SPG7,34,186.9852585
ENSG00000197961.11,ZNF121,34,199.8851433
ENSG00000198000.11,NOL8,34,282.75278
ENSG00000198026.7,ZNF335,34,178.5309453
ENSG00000198081.10,ZBTB14,34,266.2167342
ENSG00000198162.12,MAN1A2,34,274.2041621
ENSG00000198198.15,SZT2,34,159.5610595
ENSG00000198218.10,QRICH1,34,276.8505451
ENSG00000198252.11,STYX,34,234.8273671
ENSG00000198276.15,UCKL1,34,171.8634168
ENSG00000198301.11,SDAD1,34,203.2989347
ENSG00000198315.10,ZKSCAN8,34,168.4083543
ENSG00000198373.12,WWP2,34,166.5375187
ENSG00000198492.15,YTHDF2,34,322.612107
ENSG00000198522.13,GPN1,34,210.7359237
ENSG00000198563.13,DDX39B,34,178.0862419
ENSG00000198612.10,COPS8,34,216.0159318
ENSG00000198668.10,CALM1,34,166.7647056
ENSG00000198677.10,TTC37,34,271.8220868
ENSG00000198700.9,IPO9,34,275.757364
ENSG00000198728.10,LDB1,34,193.4859419
ENSG00000198746.12,GPATCH3,34,170.2346061
ENSG00000198793.12,MTOR,34,259.8617576
ENSG00000198799.11,LRIG2,34,219.9086323
ENSG00000198815.8,FOXJ3,34,183.1977219
ENSG00000198836.8,OPA1,34,158.6753973
ENSG00000198860.11,TSEN15,34,159.6572223
ENSG00000198874.12,TYW1,34,224.213162
ENSG00000198887.8,SMC5,34,271.9801211
ENSG00000198912.10,C1orf174,34,186.2283094
ENSG00000198917.12,SPOUT1,34,185.1431266
ENSG00000203993.4,ARRDC1-AS1,34,178.1756388
ENSG00000204070.9,SYS1,34,182.3635595
ENSG00000204084.12,INPP5B,34,178.8445951
ENSG00000204138.12,PHACTR4,34,164.3493637
ENSG00000204149.10,AGAP6,34,179.6495766
ENSG00000204209.11,DAXX,34,180.449779
ENSG00000204227.4,RING1,34,169.5886301
ENSG00000204231.10,RXRB,34,185.1481696
ENSG00000204316.12,MRPL38,34,160.1912714
ENSG00000204344.14,STK19,34,166.115327
ENSG00000204371.11,EHMT2,34,201.0537643
ENSG00000204427.11,ABHD16A,34,170.7808393
ENSG00000204560.9,DHX16,34,228.7034287
ENSG00000204564.11,C6orf136,34,164.5261536
ENSG00000204576.11,PRR3,34,203.9516423
ENSG00000204946.9,ZNF783,34,163.5962904
ENSG00000204977.9,TRIM13,34,191.7055543
ENSG00000205060.10,SLC35B4,34,173.9145464
ENSG00000205339.9,IPO7,34,221.9635924
ENSG00000205758.11,CRYZL1,34,196.0617469
ENSG00000205937.11,RNPS1,34,268.4302799
