gene,beta,t,p,se(beta),p_corr,gene_symbol
ENSG00000188976.10,7.21639066413793,1.03376047447823,0.3012481537785,6.980718302061441,0.85722596380966,NOC2L
ENSG00000187961.13,10.2641827413684,1.49938010723951,0.133775051244401,6.845617526742849,0.7882774077201338,KLHL17
ENSG00000131591.17,7.46492118552037,1.5424711150872,0.12295915186196602,4.839585722224911,0.7796808131546422,C1orf159
ENSG00000186891.13,3.79418646384794,1.80845765648588,0.0705353013661712,2.0980233903959,0.7194281467896888,TNFRSF18
ENSG00000186827.10,4.36873987150185,1.71995578577503,0.08544047888293801,2.54003033545031,0.7304875152278546,TNFRSF4
ENSG00000078808.16,6.3628587304255495,0.7856184960248279,0.43209102522880705,8.09917124230291,0.9012879214769624,SDF4
ENSG00000162572.20,7.87142614794515,1.51941540209156,0.12865796749515301,5.180562298572,0.7831396132957753,SCNN1D
ENSG00000131584.18,4.5223185054864405,0.604330742136173,0.545623771443565,7.48318460434606,0.9302671097035887,ACAP3
ENSG00000169972.11,-0.38413194644175996,-0.0657871255212979,0.9475473063762709,5.83901399244753,0.9968797299171567,PUSL1
ENSG00000127054.20,5.424964522634389,0.671816358218016,0.501700613447107,8.07507059968595,0.9182733554481379,INTS11
ENSG00000240731.1,8.48023752527571,0.861391069470278,0.389022692983644,9.844817093925439,0.8927820447905676,RP5-890O3.9
ENSG00000107404.19,12.214137061307001,1.80287046150415,0.0714085609762065,6.77482787704924,0.7208977476205773,DVL1
ENSG00000221978.11,2.99746080631027,0.34654457188926396,0.7289334933291909,8.6495679039754,0.9642556971863121,CCNL2
ENSG00000224870.6,-3.3543031146499103,-1.0496175315369398,0.293893993399328,3.1957384607879704,0.8564101299137276,RP4-758J18.2
ENSG00000242485.5,-0.4057045164279629,-0.0559540722649771,0.955378394826144,7.250670058592019,0.997315160362185,MRPL20
ENSG00000160072.19,9.4095653750862,1.89985710220167,0.0574518748888396,4.952775324092451,0.7036382121473763,ATAD3B
ENSG00000197785.13,14.7551996712109,2.05580473328081,0.0398013416165708,7.1773351974257995,0.6565806033885317,ATAD3A
ENSG00000160075.11,-2.0408789723696796,-0.390378103211212,0.696256977098649,5.22795452813981,0.9573921391656411,SSU72
ENSG00000197530.12,9.40907769598902,0.951088619434119,0.341559391404237,9.89295582317792,0.8731558822337271,MIB2
ENSG00000248333.8,6.697851700534519,0.9717348860159699,0.331182456642905,6.89267391437919,0.8684787868467212,CDK11B
ENSG00000078369.17,2.79099432862077,0.212170736508707,0.8319738358849029,13.154473489355302,0.9839187518263628,GNB1
ENSG00000162585.16,-9.278232017643779,-1.02208676242611,0.306739837882326,9.07773425772599,0.8591310466397987,FAAP20
ENSG00000157911.9,-2.6563151560821097,-1.53295588229536,0.12528672547994602,1.73280600359137,0.7812051953574395,PEX10
ENSG00000149527.17,11.289509851521098,1.3701325769921398,0.170645520249087,8.23972076943458,0.8102892506430904,PLCH2
ENSG00000157881.13,-15.941206862799199,-1.05644576376161,0.290764607307911,15.089470192997402,0.8564101299137276,PANK4
ENSG00000157873.17,-16.936596756199602,-1.8265093696820802,0.0677735712050224,9.27265802044449,0.7137553206298046,TNFRSF14
ENSG00000157870.14,-13.176148478506699,-1.3749844578710602,0.16913626319539302,9.58276175638224,0.8084955004821306,FAM213B
ENSG00000227372.11,4.58080684137175,0.65578757199733,0.511960813925616,6.98519922757913,0.9206616828055106,TP73-AS1
ENSG00000130764.9,-0.31583177401125895,-0.0734046388301583,0.9414841263035971,4.30261328227528,0.9968797299171567,LRRC47
ENSG00000116198.12,3.70492157766862,0.531216132279706,0.595269015064958,6.97441465448161,0.9340923800561399,CEP104
ENSG00000169598.15,3.0774009352480203,0.5637577745608829,0.572918992336229,5.45872903951532,0.9335178624378081,DFFB
ENSG00000198912.10,10.2384635949355,0.81467176033529,0.415260222110692,12.567593592199199,0.8981247534297864,C1orf174
ENSG00000131697.17,-4.72838211934204,-1.00659203730023,0.31413086253080297,4.69741657407103,0.8604789641112528,NPHP4
ENSG00000069424.14,-8.47849420040668,-1.0874311422535798,0.276846314324063,7.796810180399951,0.8532811839054687,KCNAB2
ENSG00000116251.9,-3.8421483775029506,-0.6560881865410451,0.511767384977292,5.856146256434059,0.9206415251173565,RPL22
ENSG00000116237.15,-2.81803633827427,-0.958957482721698,0.337580164631138,2.9386457575534704,0.8728169443036627,ICMT
ENSG00000158292.6,-3.22395172037277,-0.498244606344201,0.618311645885822,6.4706204127889295,0.9381624639570302,GPR153
ENSG00000215788.9,1.59378367262032,0.376426687706863,0.7065997086143979,4.23398160828983,0.959995322672764,TNFRSF25
ENSG00000162408.10,-3.8359069989035,-1.36245819261899,0.17305332950923,2.81543097592588,0.8106973519254114,NOL9
ENSG00000204859.12,0.43456630953232,0.0258445956003519,0.979381291569913,16.8145911916069,0.9986108462559785,ZBTB48
ENSG00000116273.5,-1.4651679564996,-0.406020058449067,0.684727862297767,3.60860978666009,0.9544495969279789,PHF13
ENSG00000041988.15,-1.78134378455309,-0.17359506909526,0.862183707475568,10.2614883811912,0.986802983565977,THAP3
ENSG00000007923.15,-4.79663488003989,-0.854649159000485,0.39274540420876003,5.612402270014019,0.8934614810093192,DNAJC11
ENSG00000171735.18,-1.7654877640969,-0.792665397631543,0.42797279550448997,2.2272799713121296,0.9012879214769624,CAMTA1
ENSG00000049245.12,-6.807868846670329,-0.562982743448281,0.5734466347352889,12.0925000382285,0.9335178624378081,VAMP3
ENSG00000116288.12,-1.2466725014285802,-0.400823456462805,0.688550107869458,3.11027830663963,0.9552835164608535,PARK7
